gene_symbol	tumor_mean
ATG9A	-0.2803281312902879
ATIC	0.10878332986462702
ATL1	-0.24057285752234137
ATL2	-0.2738564923026452
ATL3	-0.2919129637621154
ATM	-0.010227681949459111
ATMIN	0.0341763976796674
ATN1	-0.03653002441853204
ATOX1	0.21348680712790724
ATP10D	0.261398277952825
ATP11A	-0.2658636776615442
ATP11B	-0.1668254120724555
ATP11C	-0.2526690803810574
ATP13A1	-0.22585879415845156
ATP13A2	-0.06393661579778076
ATP13A3	-0.06767344631727923
ATP13A4	-0.22759531715087533
ATP1A1	-0.25527010867720534
ATP1A3	-0.8780452983079208
ATP1B1	-0.34228783411865393
ATP1B3	-0.28519249333683305
ATP23	0.12350215731330394
ATP2A1	0.10175625504942687
ATP2A2	-0.28794972319949963
ATP2A3	-0.8486447552236234
ATP2B1	-0.1040901318973404
ATP2B4	-0.3393558762141886
ATP2C1	-0.23812762150533828
ATP2C2	-0.1850823488538893
ATP5F1A	0.14739630420823957
ATP5F1B	0.16697066900771773
ATP5F1C	0.1781346588963615
ATP5F1D	0.17198934353666218
ATP5F1E	0.21352179594948595
ATP5IF1	0.12093064635996953
ATP5MD	0.11082125261759401
ATP5ME	0.08613905662453014
ATP5MF	0.11436464772365085
ATP5MG	0.09014240896335579
ATP5MPL	-0.27309187348705066
ATP5PB	-0.04178352279172515
ATP5PD	0.06509665238241169
