"reaction_id","reaction_name","subsystem","gpr","has_gpr","has_swath_overlap"
"MAR03905","ethanol:NAD+ oxidoreductase","Glycolysis / Gluconeogenesis","ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144",TRUE,TRUE
"MAR03907","Ethanol:NADP+ oxidoreductase","Glycolysis / Gluconeogenesis","ENSG00000117448",TRUE,TRUE
"MAR04097","Acetate:CoA ligase (AMP-forming)","Glycolysis / Gluconeogenesis","ENSG00000131069",TRUE,FALSE
"MAR04099","Acetate:CoA ligase (AMP-forming)","Glycolysis / Gluconeogenesis","ENSG00000111058 or ENSG00000154930",TRUE,FALSE
"MAR04108","acetyl adenylate:CoA acetyltransferase","Glycolysis / Gluconeogenesis","ENSG00000131069",TRUE,FALSE
"MAR04133","ATP:acetate adenylyltransferase","Glycolysis / Gluconeogenesis","ENSG00000131069",TRUE,FALSE
"MAR04281","(S)-Lactate:NAD+ oxidoreductase","Glycolysis / Gluconeogenesis","ENSG00000111716 or ENSG00000134333",TRUE,TRUE
"MAR04388","(S)-Lactate:NAD+ oxidoreductase","Glycolysis / Gluconeogenesis","ENSG00000111716 or ENSG00000134333 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989",TRUE,TRUE
"MAR04283","Acetaldehyde:NADP+ oxidoreductase","Glycolysis / Gluconeogenesis","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254",TRUE,TRUE
"MAR08357","Acetaldehyde:NAD+ oxidoreductase","Glycolysis / Gluconeogenesis","ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904",TRUE,TRUE
"MAR04379","ATP:D-fructose-6-phosphate 1-phosphotransferase","Glycolysis / Gluconeogenesis","ENSG00000067057 or ENSG00000141959 or ENSG00000152556",TRUE,TRUE
"MAR04301","UTP:D-fructose-6-phosphate 1-phosphotransferase","Glycolysis / Gluconeogenesis","ENSG00000067057 or ENSG00000141959 or ENSG00000152556",TRUE,TRUE
"MAR04355","sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase","Glycolysis / Gluconeogenesis","ENSG00000109107 or ENSG00000136872",TRUE,TRUE
"MAR04358","ATP:pyruvate 2-O-phosphotransferase","Glycolysis / Gluconeogenesis","ENSG00000067225 or ENSG00000143627",TRUE,TRUE
"MAR04360","2-Oxopropanal:NADP+ oxidoreductase","Glycolysis / Gluconeogenesis","ENSG00000180011",TRUE,FALSE
"MAR04363","2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)","Glycolysis / Gluconeogenesis","ENSG00000074800 or ENSG00000108515 or ENSG00000111674",TRUE,TRUE
"MAR04365","D-phosphoglycerate 2,3-phosphomutase","Glycolysis / Gluconeogenesis","ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784",TRUE,TRUE
"MAR04368","ATP:3-phospho-D-glycerate 1-phosphotransferase","Glycolysis / Gluconeogenesis","ENSG00000096006 or ENSG00000102144 or ENSG00000170950",TRUE,TRUE
"MAR04370","3-Phospho-D-glyceroyl phosphate phosphohydrolase","Glycolysis / Gluconeogenesis","ENSG00000119640 or ENSG00000170634",TRUE,TRUE
"MAR04371","3-phospho-D-glycerate 1,2-phosphomutase","Glycolysis / Gluconeogenesis","ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784",TRUE,TRUE
"MAR04372","2,3-bisphospho-D-glycerate 2-phosphohydrolase","Glycolysis / Gluconeogenesis","ENSG00000119640 or ENSG00000170634",TRUE,TRUE
"MAR04373","D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)","Glycolysis / Gluconeogenesis","ENSG00000105679 or ENSG00000111640",TRUE,TRUE
"MAR04375","D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","Glycolysis / Gluconeogenesis","ENSG00000109107 or ENSG00000136872 or ENSG00000149925",TRUE,TRUE
"MAR04377","D-Fructose-1,6-bisphosphate 1-phosphohydrolase","Glycolysis / Gluconeogenesis","ENSG00000130957 or ENSG00000165140",TRUE,TRUE
"MAR04381","D-glucose-6-phosphate aldose-ketose-isomerase","Glycolysis / Gluconeogenesis","ENSG00000105220",TRUE,TRUE
"MAR04391","D-glyceraldehyde-3-phosphate aldose-ketose-isomerase","Glycolysis / Gluconeogenesis","ENSG00000111669",TRUE,TRUE
"MAR04394","ATP:D-glucose 6-phosphotransferase","Glycolysis / Gluconeogenesis","ENSG00000106633 or ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883",TRUE,TRUE
"MAR04396","alpha-D-glucose 1,6-phosphomutase","Glycolysis / Gluconeogenesis","ENSG00000079739 or ENSG00000169299",TRUE,TRUE
"MAR04521","D-Glucose-6-phosphate phosphohydrolase","Glycolysis / Gluconeogenesis","ENSG00000131482 or ENSG00000141349 or ENSG00000152254",TRUE,FALSE
"MAR06412","acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase","Glycolysis / Gluconeogenesis","ENSG00000110435 and ENSG00000150768",TRUE,TRUE
"MAR07745","D-glucose 1-epimerase","Glycolysis / Gluconeogenesis","ENSG00000143891",TRUE,TRUE
"MAR07747","ADP:D-glucose 6-phosphotransferase","Glycolysis / Gluconeogenesis","ENSG00000159322",TRUE,TRUE
"MAR08360",NA,"Glycolysis / Gluconeogenesis","ENSG00000121691",TRUE,TRUE
"MAR08652",NA,"Glycolysis / Gluconeogenesis","ENSG00000131482 or ENSG00000141349 or ENSG00000152254",TRUE,FALSE
"MAR08757",NA,"Glycolysis / Gluconeogenesis","ENSG00000130649",TRUE,FALSE
"MAR03989","maltose glucohydrolase","Starch and sucrose metabolism","ENSG00000092529 or ENSG00000171298 or ENSG00000214013 or ENSG00000257335",TRUE,TRUE
"MAR04122","UDP-glucose:NAD+ 6-oxidoreductase","Starch and sucrose metabolism","ENSG00000109814",TRUE,TRUE
"MAR04837","alpha,alpha-trehalose glucohydrolase","Starch and sucrose metabolism","ENSG00000118094 or ENSG00000142102",TRUE,FALSE
"MAR05395","UDP-alpha-D-glucose:glycogenin alpha-D-glucosyltransferase","Starch and sucrose metabolism","ENSG00000056998 or ENSG00000163754",TRUE,TRUE
"MAR05396",NA,"Starch and sucrose metabolism","ENSG00000056998 or ENSG00000104812 or ENSG00000111713 or ENSG00000163754",TRUE,TRUE
"MAR09727",NA,"Starch and sucrose metabolism","ENSG00000104812 or ENSG00000111713 or ENSG00000119938 or ENSG00000173281",TRUE,TRUE
"MAR05397",NA,"Starch and sucrose metabolism","ENSG00000114480",TRUE,TRUE
"MAR05398",NA,"Starch and sucrose metabolism","ENSG00000068976 or ENSG00000100504 or ENSG00000100994",TRUE,TRUE
"MAR05399",NA,"Starch and sucrose metabolism","ENSG00000162688",TRUE,TRUE
"MAR05400",NA,"Starch and sucrose metabolism","ENSG00000162688",TRUE,TRUE
"MAR05401",NA,"Starch and sucrose metabolism","ENSG00000068976 or ENSG00000100504 or ENSG00000100994",TRUE,TRUE
"MAR08568",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08569",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08570",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08571",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08572",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08573",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08574",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08575",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08576",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08577",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08578",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08579",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08581",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08591",NA,"Starch and sucrose metabolism","ENSG00000214013 or ENSG00000257335",TRUE,FALSE
"MAR08592",NA,"Starch and sucrose metabolism","ENSG00000171298",TRUE,TRUE
"MAR08580",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08582",NA,"Starch and sucrose metabolism","ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480",TRUE,FALSE
"MAR08587","maltose glucohydrolase","Starch and sucrose metabolism","ENSG00000214013 or ENSG00000257335",TRUE,FALSE
"MAR08589","maltose glucohydrolase","Starch and sucrose metabolism","ENSG00000171298",TRUE,TRUE
"MAR08583","1,4-alpha-D-Glucan glucohydrolase","Starch and sucrose metabolism","ENSG00000257335",TRUE,FALSE
"MAR08584",NA,"Starch and sucrose metabolism","ENSG00000090402",TRUE,FALSE
"MAR08585","3-phospho-D-glyceroyl-phosphate:alpha-D-glucose-1-phosphate 6-phosphotransferase","Starch and sucrose metabolism","ENSG00000165434",TRUE,TRUE
"MAR03944","UTP:alpha-D-glucose-1-phosphate uridylyltransferase","Galactose metabolism","ENSG00000169764",TRUE,TRUE
"MAR04128","UDP-glucose 4-epimerase","Galactose metabolism","ENSG00000117308",TRUE,TRUE
"MAR04130",NA,"Galactose metabolism","ENSG00000108479 or ENSG00000156958",TRUE,TRUE
"MAR04131","UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase","Galactose metabolism","ENSG00000213930",TRUE,FALSE
"MAR04132","UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase","Galactose metabolism","ENSG00000213930",TRUE,FALSE
"MAR04303","sucrose glucohydrolase","Galactose metabolism","ENSG00000090402 or ENSG00000171298 or ENSG00000214013 or ENSG00000257335",TRUE,TRUE
"MAR04414","ATP:alpha-D-galactose 1-phosphotransferase","Galactose metabolism","ENSG00000108479 or ENSG00000156958 or ENSG00000166262",TRUE,TRUE
"MAR04415","Lactose galactohydrolase","Galactose metabolism","ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167",TRUE,TRUE
"MAR04416","Galactosylglycerol galactohydrolase","Galactose metabolism","ENSG00000102393 or ENSG00000170266 or ENSG00000241343",TRUE,TRUE
"MAR04831","Lactose:(acceptor) 3-oxidoreductase","Galactose metabolism",NA,FALSE,FALSE
"MAR04832","3-Ketolactose galactohydrolase","Galactose metabolism","ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167",TRUE,TRUE
"MAR07674","UDP-alpha-D-galactose:D-glucose 4-beta-D-galactosyltransferase","Galactose metabolism","ENSG00000086062 or ENSG00000117411 or ENSG00000167531",TRUE,FALSE
"MAR08761","ATP:D-tagatose 6-phosphotransferase","Galactose metabolism","ENSG00000138030",TRUE,FALSE
"MAR08762",NA,"Galactose metabolism","ENSG00000109107 or ENSG00000136872 or ENSG00000149925",TRUE,TRUE
"MAR08764",NA,"Galactose metabolism","ENSG00000115850",TRUE,FALSE
"MAR08766","galactitol:NADP+ 1-oxidoreductase","Galactose metabolism","ENSG00000085662 or ENSG00000198074",TRUE,TRUE
"MAR08767","UTP:alpha-D-galactose-1-phosphate uridylyltransferase","Galactose metabolism","ENSG00000213930",TRUE,FALSE
"MAR00454","ATP:D-glyceraldehyde 3-phosphotransferase","Fructose and mannose metabolism",NA,FALSE,FALSE
"MAR04297",NA,"Fructose and mannose metabolism","ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525",TRUE,FALSE
"MAR04310","ATP:D-fructose 1-phosphotransferase","Fructose and mannose metabolism","ENSG00000138030",TRUE,FALSE
"MAR04315","D-Glucitol:NAD+ 2-oxidoreductase","Fructose and mannose metabolism","ENSG00000140263",TRUE,TRUE
"MAR04316","D-Glucitol:NADP+ 1-oxidoreductase","Fructose and mannose metabolism","ENSG00000085662 or ENSG00000198074",TRUE,TRUE
"MAR04317",NA,"Fructose and mannose metabolism","ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456",TRUE,TRUE
"MAR04318",NA,"Fructose and mannose metabolism","ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456",TRUE,TRUE
"MAR04319","ATP:D-fructose 6-phosphotransferase","Fructose and mannose metabolism","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883",TRUE,TRUE
"MAR04320",NA,"Fructose and mannose metabolism","ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456",TRUE,TRUE
"MAR04356","D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase","Fructose and mannose metabolism","ENSG00000109107 or ENSG00000136872 or ENSG00000149925",TRUE,TRUE
"MAR04383","D-mannose-6-phosphate aldose-ketose-isomerase","Fructose and mannose metabolism","ENSG00000178802",TRUE,FALSE
"MAR04385","D-mannose 6-phosphate 1,6-phosphomutase","Fructose and mannose metabolism","ENSG00000100413 or ENSG00000100417 or ENSG00000140650",TRUE,TRUE
"MAR04386","GDP:D-mannose-1-phosphate guanylyltransferase","Fructose and mannose metabolism","ENSG00000164068 or ENSG00000173540",TRUE,TRUE
"MAR04387","GTP:alpha-D-mannose-1-phosphate guanylyltransferase","Fructose and mannose metabolism","ENSG00000173540",TRUE,TRUE
"MAR04399","GDP-alpha-D-mannose 4,6-hydro-lyase (GDP-4-dehydro-alpha-D-rhamnose-forming)","Fructose and mannose metabolism","ENSG00000112699",TRUE,TRUE
"MAR04400","GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)","Fructose and mannose metabolism","ENSG00000104522",TRUE,FALSE
"MAR04401","GTP:beta-L-fucose-1-phosphate guanylyltransferase","Fructose and mannose metabolism","ENSG00000116783 or ENSG00000254685",TRUE,FALSE
"MAR04402","ATP:6-deoxy-L-galactose 1-phosphotransferase","Fructose and mannose metabolism","ENSG00000157353",TRUE,FALSE
"MAR04403","L-fucose aldose-ketose-isomerase","Fructose and mannose metabolism",NA,FALSE,FALSE
"MAR04490","ATP:D-mannose 6-phosphotransferase","Fructose and mannose metabolism","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883",TRUE,TRUE
"MAR04706","beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase","Fructose and mannose metabolism","ENSG00000078237 or ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525",TRUE,TRUE
"MAR08768","GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)","Fructose and mannose metabolism","ENSG00000104522",TRUE,FALSE
"MAR04590","Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming)","Pentose and glucuronate interconversions","ENSG00000169738",TRUE,TRUE
"MAR04591","xylitol:NAD oxidoreductase","Pentose and glucuronate interconversions","ENSG00000115425 or ENSG00000116353",TRUE,FALSE
"MAR04592","xylitol:NADP+ oxidoreductase","Pentose and glucuronate interconversions","ENSG00000085662 or ENSG00000198074",TRUE,TRUE
"MAR04593","xylitol:NAD+ 2-oxidoreductase (D-xylulose-forming)","Pentose and glucuronate interconversions","ENSG00000140263",TRUE,TRUE
"MAR04594","D-xylose:NADP+ 1-oxidoreductase","Pentose and glucuronate interconversions","ENSG00000104808",TRUE,FALSE
"MAR04595","ATP:D-xylulose 5-phosphotransferase","Pentose and glucuronate interconversions","ENSG00000093217",TRUE,FALSE
"MAR08341","L-Arabitol:NADP+ 1-oxidoreductase","Pentose and glucuronate interconversions","ENSG00000053371 or ENSG00000085662 or ENSG00000117448",TRUE,TRUE
"MAR08342","L-arabinitol:NAD+ 4-oxidoreductase (L-xylulose-forming)","Pentose and glucuronate interconversions",NA,FALSE,FALSE
"MAR08344","L-gulonate:NADP+ 6-oxidoreductase","Pentose and glucuronate interconversions","ENSG00000117448",TRUE,TRUE
"MAR08352","L-Gulonate:NAD+ 3-oxidoreductase","Pentose and glucuronate interconversions","ENSG00000165475",TRUE,FALSE
"MAR08353","3-Dehydro-L-gulonate carboxy-lyase","Pentose and glucuronate interconversions",NA,FALSE,FALSE
"MAR08726","ATP:D-ribulose 5-phosphotransferase","Pentose and glucuronate interconversions","ENSG00000171174",TRUE,FALSE
"MAR08727",NA,"Pentose and glucuronate interconversions","ENSG00000120697",TRUE,FALSE
"MAR08728",NA,"Pentose and glucuronate interconversions",NA,FALSE,FALSE
"MAR08729","UDP-glucuronate glucuronohydrolase","Pentose and glucuronate interconversions","ENSG00000115652",TRUE,FALSE
"MAR06537","L-gulonate:NADP+ 6-oxidoreductase","Pentose and glucuronate interconversions","ENSG00000117448",TRUE,TRUE
"MAR01568","Acetaldehyde:NAD+ oxidoreductase","Pyruvate metabolism","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254",TRUE,TRUE
"MAR03853","(R)-S-Lactoylglutathione methylglyoxal-lyase (isomerizing)","Pyruvate metabolism","ENSG00000124767 or ENSG00000167699",TRUE,TRUE
"MAR03854","Lactaldehyde:NAD+ 1-oxidoreductase","Pyruvate metabolism","ENSG00000085662 or ENSG00000198074",TRUE,TRUE
"MAR03855","Propane-1,2-diol:NADP+ 1-oxidoreductase","Pyruvate metabolism","ENSG00000085662 or ENSG00000198074",TRUE,TRUE
"MAR03857","(R)-S-Lactoylglutathione hydrolase","Pyruvate metabolism","ENSG00000063854 or ENSG00000103253",TRUE,FALSE
"MAR03859","(R)-Lactate:ferricytochrome-c 2-oxidoreductase","Pyruvate metabolism","ENSG00000166816 or ENSG00000182224",TRUE,FALSE
"MAR04087","(S)-malate:NAD+ oxidoreductase (decarboxylating)","Pyruvate metabolism","ENSG00000082212 or ENSG00000151376",TRUE,TRUE
"MAR04089","(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)","Pyruvate metabolism","ENSG00000013392 or ENSG00000065833",TRUE,TRUE
"MAR04091","(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)","Pyruvate metabolism","ENSG00000082212 or ENSG00000151376",TRUE,TRUE
"MAR04093","Acetyl-CoA hydrolase","Pyruvate metabolism","ENSG00000172497",TRUE,FALSE
"MAR04095","Acetyl-CoA hydrolase","Pyruvate metabolism","ENSG00000172497",TRUE,FALSE
"MAR04101","GTP:oxaloacetate carboxy-lyase (adding GTP","Pyruvate metabolism","ENSG00000124253",TRUE,FALSE
"MAR04103","GTP:oxaloacetate carboxy-lyase (adding GTP","Pyruvate metabolism","ENSG00000100889",TRUE,TRUE
"MAR04143","Pyruvate:carbon-dioxide ligase (ADP-forming)","Pyruvate metabolism","ENSG00000173599",TRUE,TRUE
"MAR04193","CTP:pyruvate 2-O-phosphotransferase","Pyruvate metabolism","ENSG00000067225 or ENSG00000143627",TRUE,TRUE
"MAR08497",NA,"Pyruvate metabolism","ENSG00000053371 or ENSG00000085662 or ENSG00000117448",TRUE,TRUE
"MAR08498",NA,"Pyruvate metabolism","ENSG00000130649",TRUE,FALSE
"MAR08499",NA,"Pyruvate metabolism","ENSG00000130649",TRUE,FALSE
"MAR08500",NA,"Pyruvate metabolism","ENSG00000053371 or ENSG00000085662 or ENSG00000117448",TRUE,TRUE
"MAR08501",NA,"Pyruvate metabolism","ENSG00000137106",TRUE,TRUE
"MAR08502","(R)-Lactaldehyde:NAD+ oxidoreductase (glutathione-formylating)","Pyruvate metabolism","ENSG00000147576 or ENSG00000172955 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144",TRUE,TRUE
"MAR08503",NA,"Pyruvate metabolism","ENSG00000006534 or ENSG00000072210 or ENSG00000108602 or ENSG00000132746 or ENSG00000143149 or ENSG00000164904 or ENSG00000184254",TRUE,TRUE
"MAR08504","(R)-Lactaldehyde:NAD+ 2-oxidoreductase","Pyruvate metabolism","ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904",TRUE,TRUE
"MAR08506",NA,"Pyruvate metabolism","ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904",TRUE,TRUE
"MAR08507",NA,"Pyruvate metabolism","ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144",TRUE,TRUE
"MAR08508",NA,"Pyruvate metabolism","ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144",TRUE,TRUE
"MAR08509",NA,"Pyruvate metabolism","ENSG00000053371 or ENSG00000085662 or ENSG00000117448",TRUE,TRUE
"MAR08511","(R)-S-Lactoylglutathione hydrolase","Pyruvate metabolism","ENSG00000063854 or ENSG00000103253",TRUE,FALSE
"MAR08512","(R)-Lactate:NAD+ oxidoreductase","Pyruvate metabolism","ENSG00000166816",TRUE,FALSE
"MAR08514","(S)-Lactate:ferricytochrome-c 2-oxidoreductase","Pyruvate metabolism","ENSG00000166816 or ENSG00000182224",TRUE,FALSE
"MAR08516","glycerone-phosphate phosphate-lyase (methylglyoxal-forming)","Pyruvate metabolism","ENSG00000148090",TRUE,FALSE
"MAR08517","glycerone-phosphate phosphate-lyase (methylglyoxal-forming)","Pyruvate metabolism",NA,FALSE,FALSE
"MAR04280","(S)-Lactate:NAD+ oxidoreductase","Pyruvate metabolism","ENSG00000111716 or ENSG00000171989",TRUE,TRUE
"MAR00153","Propanoate:CoA ligase (AMP-forming)","Propanoate metabolism","ENSG00000111058 or ENSG00000131069 or ENSG00000154930",TRUE,FALSE
"MAR03212",NA,"Propanoate metabolism","ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303",TRUE,TRUE
"MAR03797","Propanoate:CoA ligase (AMP-forming)","Propanoate metabolism","ENSG00000111058 or ENSG00000131069 or ENSG00000154930",TRUE,FALSE
"MAR03800",NA,"Propanoate metabolism","ENSG00000248098 and ENSG00000083123",TRUE,FALSE
"MAR04105","malonyl-CoA carboxy-lyase (acetyl-CoA-forming)","Propanoate metabolism","ENSG00000103150",TRUE,FALSE
"MAR04106","malonyl-CoA carboxy-lyase (acetyl-CoA-forming)","Propanoate metabolism","ENSG00000103150",TRUE,FALSE
"MAR04107","malonyl-CoA carboxy-lyase (acetyl-CoA-forming)","Propanoate metabolism","ENSG00000103150",TRUE,FALSE
"MAR04282","3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)","Propanoate metabolism","ENSG00000119711",TRUE,FALSE
"MAR04331","Propionyladenylate:CoA propionyltransferase","Propanoate metabolism","ENSG00000111058 or ENSG00000131069 or ENSG00000154930",TRUE,FALSE
"MAR04459","ATP:propanoate adenylyltransferase","Propanoate metabolism","ENSG00000111058 or ENSG00000131069 or ENSG00000154930",TRUE,FALSE
"MAR04460","ATP:propanoate adenylyltransferase","Propanoate metabolism","ENSG00000111058 or ENSG00000131069 or ENSG00000154930",TRUE,FALSE
"MAR04464","Acetoacetate carboxy-lyase (acetone-forming)","Propanoate metabolism",NA,FALSE,FALSE
"MAR04497","3-hydroxypropanoate:NAD+ oxidoreductase","Propanoate metabolism","ENSG00000116133",TRUE,TRUE
"MAR04741",NA,"Propanoate metabolism","ENSG00000198130",TRUE,TRUE
"MAR08078","propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)","Propanoate metabolism",NA,FALSE,FALSE
"MAR09803","3-oxopropionyl-CoA:NAD+ oxidoreductase","Propanoate metabolism",NA,FALSE,FALSE
"MAR09804","3-hydroxypropionyl-CoA:NADP+ oxidoreductase","Propanoate metabolism","ENSG00000087076 or ENSG00000099377 or ENSG00000100867 or ENSG00000109854 or ENSG00000121039 or ENSG00000138400 or ENSG00000139988 or ENSG00000145439 or ENSG00000159692 or ENSG00000160439 or ENSG00000164039 or ENSG00000167733 or ENSG00000170426 or ENSG00000170786 or ENSG00000176387 or ENSG00000183921 or ENSG00000184860 or ENSG00000186153 or ENSG00000187134 or ENSG00000197894 or ENSG00000198074 or ENSG00000198189 or ENSG00000198610 or ENSG00000204228 or ENSG00000227471 or ENSG00000240857",TRUE,TRUE
"MAR00718","2-Hydroxyglutarate:(acceptor) 2-oxidoreductase","Butanoate metabolism","ENSG00000087299",TRUE,TRUE
"MAR00719",NA,"Butanoate metabolism","ENSG00000092621",TRUE,TRUE
"MAR01434","acetyl-CoA:acetyl-CoA C-acetyltransferase","Butanoate metabolism","ENSG00000120437",TRUE,TRUE
"MAR01436","Acetoacetate:CoA ligase (AMP-forming)","Butanoate metabolism","ENSG00000081760",TRUE,FALSE
"MAR03163","butanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase","Butanoate metabolism","ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303",TRUE,TRUE
"MAR04461","(R)-3-Hydroxybutanoate:NAD+ oxidoreductase","Butanoate metabolism","ENSG00000161267 or ENSG00000164039",TRUE,TRUE
"MAR04604","acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)","Butanoate metabolism","ENSG00000112972",TRUE,TRUE
"MAR05351","2-hydroxybutyrate:NAD+ oxidoreductase","Butanoate metabolism","ENSG00000111716 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989",TRUE,TRUE
"MAR07709","(3R)-3-hydroxybutanoyl-CoA hydro-lyase","Butanoate metabolism","ENSG00000121310",TRUE,FALSE
"MAR04052","ATP:D-ribose-5-phosphate diphosphotransferase","Pentose phosphate pathway","ENSG00000101911 or ENSG00000147224 or ENSG00000229937",TRUE,TRUE
"MAR04304","D-glucose-6-phosphate:NADP+ 1-oxidoreductase","Pentose phosphate pathway","ENSG00000160211",TRUE,TRUE
"MAR04350","ATP:D-ribose 5-phosphotransferase","Pentose phosphate pathway","ENSG00000171174",TRUE,FALSE
"MAR04351","D-ribose-5-phosphate aldose-ketose-isomerase","Pentose phosphate pathway","ENSG00000153574",TRUE,TRUE
