"reaction_id","reaction_name","subsystem","gpr","has_gpr","has_swath_overlap"
"MAR01808","Thioredoxin (Ubiquinone 10) Reductase (NADH)","Miscellaneous","ENSG00000198431",TRUE,TRUE
"MAR01812","Alpha, Alpha-Trehalase","Starch and sucrose metabolism","ENSG00000118094 or ENSG00000142102",TRUE,FALSE
"MAR01814","Transport into the Mitochondria (Carnitine)","Fatty acid oxidation","ENSG00000178537",TRUE,FALSE
"MAR01816","Tyrosinase","Tyrosine metabolism","ENSG00000107165",TRUE,TRUE
"MAR01818","UDPglucose:Dolichyl-Phosphate Beta-D-Glucosyltransferase (Liver)","N-glycan metabolism","ENSG00000120697",TRUE,FALSE
"MAR01820","UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal","Steroid metabolism","ENSG00000242366",TRUE,FALSE
"MAR01821","Valine Reversible Mitochondrial Transport","Transport reactions",NA,FALSE,FALSE
"MAR01822","Vitamin D3 Transport from Mitochondria","Transport reactions",NA,FALSE,FALSE
"MAR01824","27 Hydroxy Cholesterol Transport","Transport reactions",NA,FALSE,FALSE
"MAR01825","Lipid, Flip-Flop Intracellular Transport","Transport reactions",NA,FALSE,FALSE
"MAR01826","Lipid, Flip-Flop Intracellular Transport","Transport reactions",NA,FALSE,FALSE
"MAR01827","Cholesterol Ester Transporter","Transport reactions",NA,FALSE,FALSE
"MAR01828","Cholesterol Ester Transporter","Transport reactions",NA,FALSE,FALSE
"MAR01829","24 Trihydroxy Cholesterol Transport","Transport reactions",NA,FALSE,FALSE
"MAR01849","24 Trihydroxy Cholesterol Transport","Transport reactions",NA,FALSE,FALSE
"MAR01851","25 Trihydroxy Cholesterol Transport","Transport reactions",NA,FALSE,FALSE
"MAR01856","25 Trihydroxy Cholesterol Transport","Transport reactions",NA,FALSE,FALSE
"MAR01858","27 Trihydroxy Cholesterol Transport","Transport reactions",NA,FALSE,FALSE
"MAR01860","27 Trihydroxy Cholesterol Transport","Transport reactions",NA,FALSE,FALSE
"MAR01869","Exchange of 4-aminobutanal","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01871","Exchange of 6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01873","Exchange of CTP","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01912","Exchange of dGMP","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01918","Exchange of dGTP","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01921","Exchange of glycerone","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01922","Exchange of DHAP","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01923","Exchange of dTMP","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01938","Exchange of dTTP","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01939","Exchange of FAD","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01946","Exchange of formaldehyde","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01947","Exchange of glucose-1-phosphate","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01954","Exchange of isomaltose","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01955","Exchange of 3-keto-beta-D-galactose","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01956","Exchange of lactose-6-phosphate","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01957","Exchange of 3-ketolactose","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01961","Exchange of gamma-glutamyl-beta-cyanoalanine","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01964","Exchange of uroporphyrinogen I","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01965","Exchange of coproporphyrinogen I","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01966","Exchange of gamma-glutamyl-3-aminopropiononitrile","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01972","Exchange of GM2","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01975","Exchange of GM1","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01984","Exchange of PRPP","Exchange/demand reactions",NA,FALSE,FALSE
"MAR01986","Exchange of UDP-glucose","Exchange/demand reactions",NA,FALSE,FALSE
"MAR02021","UDPglucose Pyrophosphohydrolase","Starch and sucrose metabolism","ENSG00000154269 or ENSG00000197594",TRUE,FALSE
"MAR02023","L-Arginine, NADPH:Oxygen Oxidoreductase (Nitric-Oxide-Forming)","Arginine and proline metabolism","ENSG00000007171 or ENSG00000089250 or ENSG00000164867",TRUE,FALSE
"MAR02026","Farnesyl-Diphosphate:Farnesyl-Diphosphate Farnesyltransferase","Cholesterol metabolism","ENSG00000079459",TRUE,TRUE
"MAR02028","Trans-Hexadec-2-Enoyl Coenzyme A Reductase","Fatty acid oxidation","ENSG00000116353",TRUE,FALSE
"MAR02119","L-Tryptophan, Tetrahydrobiopterin:Oxygen Oxidoreductase (5-Hydroxylating)","Biopterin metabolism","ENSG00000129167 or ENSG00000139287",TRUE,FALSE
"MAR02120","2-Deoxyguanosine 5-Triphosphate Pyrophosphohydrolase","Pyrimidine metabolism","ENSG00000125877",TRUE,TRUE
"MAR02121","Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase","Fatty acid oxidation","ENSG00000110090 and ENSG00000157184",TRUE,TRUE
"MAR02122","Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase","Fatty acid oxidation","ENSG00000110090 and ENSG00000157184",TRUE,TRUE
"MAR02123","Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase","Fatty acid oxidation","ENSG00000110090 and ENSG00000157184",TRUE,TRUE
"MAR02124","DTDP Diphosphohydrolase","Pyrimidine metabolism","ENSG00000138185 or ENSG00000168032 or ENSG00000188833",TRUE,FALSE
"MAR02125","DTTP Nucleotidohydrolase","Pyrimidine metabolism","ENSG00000138185 or ENSG00000168032 or ENSG00000188833",TRUE,FALSE
"MAR02126","Steroyl Coenzyme A, Hydrogen-Donor:Oxygen Oxidoreductase Polyunsaturated Fatty Acid Biosynthesis","Miscellaneous","ENSG00000099194 or ENSG00000145284",TRUE,TRUE
"MAR02128","Steroyl Coenzyme A, Hydrogen-Donor:Oxygen Oxidoreductase Polyunsaturated Fatty Acid Biosynthesis","Miscellaneous","ENSG00000099194 or ENSG00000145284",TRUE,TRUE
"MAR02146","(S)-Methylmalonyl Coenzyme A Hydrolase","Valine, leucine, and isoleucine metabolism",NA,FALSE,FALSE
"MAR02147","Presqualene Diphosphate:Farnesyl-Diphosphate Farnesyltransferase","Cholesterol metabolism","ENSG00000079459",TRUE,TRUE
"MAR02148","Trans-Oct-2-Enoyl Coenzyme A Reductase","Fatty acid oxidation","ENSG00000116353",TRUE,FALSE
"MAR02149","Trans-Dodec-2-Enoyl Coenzyme A Reductase","Fatty acid oxidation","ENSG00000116353",TRUE,FALSE
"MAR02183","Trans-Tetradec-2-Enoyl Coenzyme A Reductase","Fatty acid oxidation","ENSG00000116353",TRUE,FALSE
"MAR02184","Cholest-5-Ene-3Beta, 7Alpha-Diol:NAD+ 3-Oxidoreductase Bile Acid Biosynthesis","Bile acid biosynthesis","ENSG00000099377",TRUE,FALSE
"MAR02186","2-Amino-4-Hydroxy-6- (Erythro-1, 2, 3-Trihydroxypropyl) Dihydropteridine Triphosphate Phosphohydrolase (Alkaline Optimum)","Miscellaneous","ENSG00000162551",TRUE,TRUE
"MAR02187","Trans-Dec-2-Enoyl Coenzyme A Reductase","Fatty acid oxidation","ENSG00000116353",TRUE,FALSE
"MAR02188","3, 4-Dihydroxymandelaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism","Miscellaneous","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254",TRUE,TRUE
"MAR02189","3, 4-Dihydroxymandelaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism","Miscellaneous","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254",TRUE,TRUE
"MAR02192","3-Methoxy-4-Hydroxyphenylacetaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism","Miscellaneous","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254",TRUE,TRUE
"MAR02195","3-Methoxy-4-Hydroxyphenylacetaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism","Miscellaneous","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254",TRUE,TRUE
"MAR02196","3-Methoxy-4-Hydroxyphenylglycolaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism","Miscellaneous","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254",TRUE,TRUE
"MAR02197","3-Methoxy-4-Hydroxyphenylglycolaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism","Miscellaneous","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254",TRUE,TRUE
"MAR02198","Uroporphyrinogen I Carboxy-Lyase","Miscellaneous","ENSG00000126088",TRUE,TRUE
"MAR02200","Lanosterol, NADPH:Oxygen Oxidoreductase (14-Methyl Cleaving)","Cholesterol metabolism","ENSG00000001630",TRUE,TRUE
"MAR02206","Lanosterol D24-Reductase","Cholesterol metabolism","ENSG00000116133",TRUE,TRUE
"MAR02207","Trans-Hex-2-Enoyl Coenzyme A Reductase","Fatty acid oxidation","ENSG00000116353",TRUE,FALSE
"MAR02216","Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2","Transport reactions","ENSG00000100075",TRUE,TRUE
"MAR02220","Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2","Transport reactions","ENSG00000100075",TRUE,TRUE
"MAR02221","ATP-Binding Cassette (ABC) Tcdb:3.A.1.204.5","Transport reactions","ENSG00000138075 and ENSG00000143921",TRUE,FALSE
"MAR02222","Free Diffusion","Transport reactions",NA,FALSE,FALSE
"MAR02223","Transport Reaction","Transport reactions",NA,FALSE,FALSE
"MAR02224","Transport Reaction","Transport reactions",NA,FALSE,FALSE
"MAR02225","Free Diffusion","Transport reactions",NA,FALSE,FALSE
"MAR02226","Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15","Transport reactions","ENSG00000021488",TRUE,FALSE
"MAR02271","Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1","Transport reactions","ENSG00000120329",TRUE,FALSE
"MAR02272","Solute Carrier Family 27 (Fatty Acid Transporter), Member 5 Tcdb:4.C.1.1.5 Tcdb:4.C.1.1.8","Transport reactions","ENSG00000083807",TRUE,FALSE
"MAR02273","Vesicular Transport","Transport reactions",NA,FALSE,FALSE
"MAR02274","Postulated Transport Reaction","Transport reactions",NA,FALSE,FALSE
"MAR02275","Postulated Transport Reaction","Transport reactions",NA,FALSE,FALSE
"MAR02278","Facilitated Diffusion","Transport reactions",NA,FALSE,FALSE
"MAR02279","Facilitated Diffusion","Transport reactions",NA,FALSE,FALSE
"MAR02280","Facilitated Diffusion","Transport reactions",NA,FALSE,FALSE
"MAR02283","Postulated Transport Reaction","Transport reactions",NA,FALSE,FALSE
"MAR02285","Postulated Transport Reaction","Transport reactions",NA,FALSE,FALSE
"MAR02290","Vesicular Transport","Transport reactions",NA,FALSE,FALSE
"MAR02291","Postulated Transport Reaction","Transport reactions",NA,FALSE,FALSE
"MAR02297","Active Transport","Transport reactions",NA,FALSE,FALSE
"MAR02298","Vesicular Transport","Transport reactions",NA,FALSE,FALSE
"MAR02299","Vesicular Transport","Transport reactions",NA,FALSE,FALSE
"MAR02300","Methylsterol Monooxygenase","Cholesterol metabolism",NA,FALSE,FALSE
"MAR02301","Hydroxysteroid (17-Beta) Dehydrogenase 7","Cholesterol metabolism","ENSG00000132196",TRUE,FALSE
"MAR02302","Biosynthesis of Steroids Enzyme Catalyzed","Cholesterol metabolism",NA,FALSE,FALSE
"MAR02303","Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2","Transport reactions","ENSG00000100075",TRUE,TRUE
"MAR02304","Active Transport","Transport reactions",NA,FALSE,FALSE
"MAR02306","Sterol O-Acyltransferase","Miscellaneous","ENSG00000057252 or ENSG00000167780",TRUE,FALSE
"MAR02308","Glycerol-3-Phosphate 1-O-Acyltransferase","Miscellaneous","ENSG00000138678 or ENSG00000158669",TRUE,FALSE
"MAR02310","Long-Chain-Fatty-Acid---Coa Ligase","Fatty acid oxidation","ENSG00000068366 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR02312","Long-Chain-Fatty-Acid---Coa Ligase","Fatty acid oxidation","ENSG00000068366 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR02313","Long-Chain-Fatty-Acid---Coa Ligase","Fatty acid oxidation","ENSG00000068366 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR02314","Long-Chain-Fatty-Acid---Coa Ligase","Fatty acid oxidation","ENSG00000068366 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR02316","Vesicular Transport","Transport reactions",NA,FALSE,FALSE
"MAR02318","Vesicular Transport","Transport reactions",NA,FALSE,FALSE
"MAR02320","Vesicular Transport","Transport reactions",NA,FALSE,FALSE
"MAR02322","3-Oxoacyl-Acp Synthase, Mitochondrial Polyunsaturated Fatty Acid Biosynthesis","Fatty acid biosynthesis","ENSG00000151093",TRUE,FALSE
"MAR02323","Fatty Acid Synthase Polyunsaturated Fatty Acid Biosynthesis","Fatty acid biosynthesis","ENSG00000169710",TRUE,TRUE
"MAR02325","Fatty Acid Synthase Polyunsaturated Fatty Acid Biosynthesis","Fatty acid biosynthesis","ENSG00000169710",TRUE,TRUE
"MAR02327","Fatty Acid Synthase Polyunsaturated Fatty Acid Biosynthesis","Fatty acid biosynthesis","ENSG00000169710",TRUE,TRUE
"MAR02329","Oleoyl-Acp Hydrolase","Fatty acid biosynthesis","ENSG00000152463",TRUE,FALSE
"MAR02331","Transport Reaction","Transport reactions",NA,FALSE,FALSE
"MAR02333","Vesicular Transport","Transport reactions",NA,FALSE,FALSE
"MAR02335","Vesicular Transport","Transport reactions",NA,FALSE,FALSE
"MAR02337","Delta24-Sterol Reductase","Cholesterol metabolism","ENSG00000116133",TRUE,TRUE
"MAR02339","5Alpha-Cholest-7-En-3Beta-Ol Delta7-Delta8-Isomerase","Cholesterol metabolism","ENSG00000147155",TRUE,FALSE
"MAR02340","Active Transport","Fatty acid oxidation",NA,FALSE,FALSE
"MAR02341","D-Galactosyl-N-Acetyl-D-Galactosaminyl- (N-Acetylneuraminyl)-D- Galactosyl-D-Glucosylceramide Galactohydrolase","Miscellaneous","ENSG00000170266",TRUE,TRUE
"MAR02346","Free Diffusion","Transport reactions",NA,FALSE,FALSE
"MAR02351","Facilitated Diffusion","Transport reactions","ENSG00000143324",TRUE,FALSE
"MAR02352","2-Deoxyuridine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase","Miscellaneous","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)",TRUE,TRUE
"MAR02357","2-Deoxyuridine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase","Miscellaneous","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)",TRUE,TRUE
"MAR02360","Active Transport","Transport reactions",NA,FALSE,FALSE
"MAR02375","Long-Chain-Acyl Coenzyme A Dehydrogenase","Miscellaneous",NA,FALSE,FALSE
"MAR02377","Postulated Transport Reaction","Transport reactions",NA,FALSE,FALSE
"MAR02379","Postulated Transport Reaction","Transport reactions",NA,FALSE,FALSE
"MAR02381","Long-Chain-Acyl Coenzyme A Dehydrogenase","Fatty acid oxidation","ENSG00000138029 or ENSG00000167315",TRUE,TRUE
"MAR02382","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02385","ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1","Transport reactions","ENSG00000165029",TRUE,FALSE
"MAR02386","ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1","Transport reactions","ENSG00000165029",TRUE,FALSE
"MAR02388","Neurotransmitter:Sodium Symporter (Nss) Tcdb:2.A.22.3.3","Transport reactions","ENSG00000131389",TRUE,FALSE
"MAR02396","Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5","Transport reactions","ENSG00000134538",TRUE,FALSE
"MAR02398","Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5","Transport reactions","ENSG00000134538",TRUE,FALSE
"MAR02400","Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5","Transport reactions","ENSG00000134538",TRUE,FALSE
"MAR02402","Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2","Transport reactions","ENSG00000174640",TRUE,FALSE
"MAR02404","Organic Anion Transporter 5 Utilized Transport","Transport reactions","ENSG00000184999",TRUE,FALSE
"MAR02405","Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2","Transport reactions","ENSG00000100075",TRUE,TRUE
"MAR02406","Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2","Transport reactions","ENSG00000100075",TRUE,TRUE
"MAR02413","Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2","Transport reactions","ENSG00000100075",TRUE,TRUE
"MAR02414","Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2","Transport reactions","ENSG00000100075",TRUE,TRUE
"MAR02416","Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2","Transport reactions","ENSG00000100075",TRUE,TRUE
"MAR02418","Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2","Transport reactions","ENSG00000100075",TRUE,TRUE
"MAR02420","Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2","Transport reactions","ENSG00000100075",TRUE,TRUE
"MAR02422","Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2","Transport reactions","ENSG00000100075",TRUE,TRUE
"MAR02424","ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.3","Transport reactions","ENSG00000101986",TRUE,TRUE
"MAR02425","ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.3","Transport reactions","ENSG00000101986",TRUE,TRUE
"MAR02427","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02429","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02431","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02432","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02471","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02473","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02474","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02476","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02477","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02479","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02481","Utilized Transport","Transport reactions",NA,FALSE,FALSE
"MAR02483","Phosphatidylethanolamine N-Methyltransferase","Glycerophospholipid metabolism","ENSG00000133027",TRUE,FALSE
"MAR02485","Phosphatidylethanolamine N-Methyltransferase","Glycerophospholipid metabolism","ENSG00000133027",TRUE,FALSE
"MAR02487","Palmitoyl Coenzyme A Hydrolase","Fatty acid biosynthesis","ENSG00000097021 or ENSG00000119673 or ENSG00000196407",TRUE,TRUE
"MAR02488","Palmitoyl Coenzyme A Hydrolase","Fatty acid biosynthesis","ENSG00000101473 or ENSG00000136881 or ENSG00000177465",TRUE,FALSE
"MAR02492","3-Hydroxyacyl Coenzyme A Dehydrogenase","Fatty acid oxidation",NA,FALSE,FALSE
"MAR02494",NA,"Fatty acid biosynthesis","ENSG00000134013",TRUE,TRUE
"MAR02496",NA,"Fatty acid biosynthesis","ENSG00000100865",TRUE,FALSE
"MAR02498",NA,"Fatty acid biosynthesis","ENSG00000149929",TRUE,FALSE
"MAR02500","Palmitoyl Coenzyme A Hydrolase","Fatty acid biosynthesis","ENSG00000097021 or ENSG00000119673",TRUE,TRUE
"MAR02502","Palmitoyl Coenzyme A Hydrolase","Fatty acid biosynthesis","ENSG00000101473 or ENSG00000136881 or ENSG00000177465",TRUE,FALSE
"MAR02504","Palmitoyl Coenzyme A Hydrolase","Fatty acid biosynthesis","ENSG00000097021 or ENSG00000119673",TRUE,TRUE
"MAR02506","Palmitoyl Coenzyme A Hydrolase","Fatty acid biosynthesis","ENSG00000101473 or ENSG00000136881 or ENSG00000177465",TRUE,FALSE
"MAR02507","Palmitoyl Coenzyme A Hydrolase","Fatty acid biosynthesis","ENSG00000097021 or ENSG00000119673",TRUE,TRUE
"MAR02508","Palmitoyl Coenzyme A Hydrolase","Fatty acid biosynthesis","ENSG00000101473 or ENSG00000136881 or ENSG00000177465",TRUE,FALSE
"MAR02519",NA,"Fatty acid biosynthesis","ENSG00000012660 or ENSG00000066322 or ENSG00000170522 or ENSG00000197977",TRUE,TRUE
"MAR02521",NA,"Fatty acid biosynthesis","ENSG00000066322",TRUE,TRUE
"MAR02523",NA,"Fatty acid biosynthesis","ENSG00000149929",TRUE,FALSE
"MAR02525",NA,"Fatty acid biosynthesis","ENSG00000141552",TRUE,FALSE
"MAR02527",NA,"Urea cycle",NA,FALSE,FALSE
"MAR02529","Dihydrolipoyl Dehydrogenase","Miscellaneous","ENSG00000167419",TRUE,FALSE
"MAR02531","Dihydrolipoyl Dehydrogenase","Miscellaneous","ENSG00000005381 or ENSG00000117592",TRUE,TRUE
"MAR02536","Steryl-Sulfatase","Tyrosine metabolism","ENSG00000101846",TRUE,FALSE
"MAR02538","Steryl-Sulfatase","Tyrosine metabolism","ENSG00000101846",TRUE,FALSE
"MAR02539","Steryl-Sulfatase","Tyrosine metabolism","ENSG00000101846",TRUE,FALSE
"MAR02589","Steryl-Sulfatase","Tyrosine metabolism","ENSG00000101846",TRUE,FALSE
"MAR02595","Steryl-Sulfatase","Tyrosine metabolism","ENSG00000101846",TRUE,FALSE
"MAR02597","Steryl-Sulfatase","Tyrosine metabolism","ENSG00000101846",TRUE,FALSE
"MAR02615","Glucuronosyltransferase","Tyrosine metabolism","ENSG00000241635",TRUE,FALSE
"MAR02617","Glucuronosyltransferase","Tyrosine metabolism","ENSG00000109181 or ENSG00000135226 or ENSG00000156096 or ENSG00000167165 or ENSG00000171234 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474",TRUE,FALSE
"MAR02619","Glucuronosyltransferase","Tyrosine metabolism","ENSG00000241635",TRUE,FALSE
"MAR02627","Glucuronosyltransferase","Tyrosine metabolism","ENSG00000109181 or ENSG00000135226 or ENSG00000156096 or ENSG00000167165 or ENSG00000171234 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474",TRUE,FALSE
"MAR02628","Glucuronosyltransferase","Tyrosine metabolism","ENSG00000241635",TRUE,FALSE
"MAR02631","Glucuronosyltransferase","Tyrosine metabolism","ENSG00000109181 or ENSG00000135226 or ENSG00000156096 or ENSG00000167165 or ENSG00000171234 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474",TRUE,FALSE
"MAR02632","Glucuronosyltransferase","Tyrosine metabolism","ENSG00000241635",TRUE,FALSE
"MAR02637","Glucuronosyltransferase","Tyrosine metabolism","ENSG00000109181 or ENSG00000135226 or ENSG00000156096 or ENSG00000167165 or ENSG00000171234 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474",TRUE,FALSE
"MAR02639",NA,"Miscellaneous","ENSG00000130234",TRUE,FALSE
"MAR02641",NA,"Miscellaneous","ENSG00000130234",TRUE,FALSE
"MAR02643",NA,"Miscellaneous","ENSG00000130234",TRUE,FALSE
"MAR02645","Peroxidase","Miscellaneous","ENSG00000115705 or ENSG00000117592",TRUE,TRUE
"MAR02647","Peroxidase","Miscellaneous","ENSG00000167419",TRUE,FALSE
"MAR02694","Peroxidase","Miscellaneous","ENSG00000005381 or ENSG00000117592",TRUE,TRUE
"MAR02696","Peroxidase","Miscellaneous","ENSG00000005381",TRUE,TRUE
"MAR02698","Neurolysin","Miscellaneous","ENSG00000123213",TRUE,TRUE
"MAR02721","Thimet Oligopeptidase","Miscellaneous",NA,FALSE,FALSE
"MAR02723",NA,"Steroid metabolism","ENSG00000148795",TRUE,FALSE
"MAR02725","Steryl-Sulfatase","Steroid metabolism","ENSG00000101846",TRUE,FALSE
"MAR02728","Steryl-Sulfatase","Steroid metabolism","ENSG00000101846",TRUE,FALSE
"MAR02743","Steryl-Sulfatase","Steroid metabolism","ENSG00000101846",TRUE,FALSE
"MAR02747","Steryl-Sulfatase","Steroid metabolism","ENSG00000101846",TRUE,FALSE
"MAR02749","Steryl-Sulfatase","Steroid metabolism","ENSG00000101846",TRUE,FALSE
"MAR02751",NA,"Steroid metabolism","ENSG00000148795",TRUE,FALSE
"MAR02756","Steryl-Sulfatase","Steroid metabolism","ENSG00000101846",TRUE,FALSE
"MAR02763","Steryl-Sulfatase","Steroid metabolism","ENSG00000101846",TRUE,FALSE
"MAR02765","Kynurenine-Oxoglutarate Transaminase","Tryptophan metabolism","ENSG00000109576 or ENSG00000137944",TRUE,FALSE
"MAR02767",NA,"Vitamin D metabolism","ENSG00000019186",TRUE,FALSE
"MAR02779","Aldehyde Reductase","Fructose and mannose metabolism",NA,FALSE,FALSE
"MAR02781","Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase","Phosphatidylinositol phosphate metabolism","ENSG00000151093",TRUE,FALSE
"MAR02782","Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase","Phosphatidylinositol phosphate metabolism",NA,FALSE,FALSE
"MAR02784","Phosphatidylinositol-3,4,5-Trisphosphate 3-Phosphatase","Phosphatidylinositol phosphate metabolism",NA,FALSE,FALSE
"MAR02786","Long-Chain-Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation","ENSG00000068366 or ENSG00000123983 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR02802","Long-Chain-Fatty-Acid- Coenzyme A Ligase","Fatty acid oxidation","ENSG00000068366 or ENSG00000123983 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142",TRUE,TRUE
"MAR02804",NA,"Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)","ENSG00000087008 or ENSG00000161533",TRUE,TRUE
"MAR02808",NA,"Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)","ENSG00000087008 or ENSG00000161533",TRUE,TRUE
"MAR02810",NA,"Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)","ENSG00000087008 or ENSG00000161533",TRUE,TRUE
"MAR02818",NA,"Fatty acid oxidation","ENSG00000087008 or ENSG00000161533",TRUE,TRUE
"MAR02820","3-Hydroxyacyl Coenzyme A Dehydrogenase","Fatty acid oxidation",NA,FALSE,FALSE
