reaction_id,subsystem,W_R,n_genes
MAR03905,Glycolysis / Gluconeogenesis,2.844909036816053,9
MAR03907,Glycolysis / Gluconeogenesis,1.0026888723286511,1
MAR04097,Glycolysis / Gluconeogenesis,1.1,1
MAR04099,Glycolysis / Gluconeogenesis,1.1,2
MAR04108,Glycolysis / Gluconeogenesis,1.1,1
MAR04133,Glycolysis / Gluconeogenesis,1.1,1
MAR04281,Glycolysis / Gluconeogenesis,1.1,2
MAR04388,Glycolysis / Gluconeogenesis,1.1,5
MAR04283,Glycolysis / Gluconeogenesis,1.1,4
MAR08357,Glycolysis / Gluconeogenesis,4.517693525858667,5
MAR04379,Glycolysis / Gluconeogenesis,1.225968295105329,3
MAR04301,Glycolysis / Gluconeogenesis,1.225968295105329,3
MAR04355,Glycolysis / Gluconeogenesis,1.6238009471022894,2
MAR04358,Glycolysis / Gluconeogenesis,1.4574155940601092,2
MAR04360,Glycolysis / Gluconeogenesis,1.1,1
MAR04363,Glycolysis / Gluconeogenesis,1.8539740323385159,3
MAR04365,Glycolysis / Gluconeogenesis,1.5492935232712544,4
MAR04368,Glycolysis / Gluconeogenesis,1.1475750105936542,3
MAR04370,Glycolysis / Gluconeogenesis,1.1,2
MAR04371,Glycolysis / Gluconeogenesis,1.5492935232712544,4
MAR04372,Glycolysis / Gluconeogenesis,1.1,2
MAR04373,Glycolysis / Gluconeogenesis,0.9491223012921086,2
MAR04375,Glycolysis / Gluconeogenesis,1.6238009471022894,3
MAR04377,Glycolysis / Gluconeogenesis,2.5237018402090423,2
MAR04381,Glycolysis / Gluconeogenesis,1.1,1
MAR04391,Glycolysis / Gluconeogenesis,1.118793881213298,1
MAR04394,Glycolysis / Gluconeogenesis,1.1438820214137722,5
MAR04396,Glycolysis / Gluconeogenesis,2.047770947570362,2
MAR04521,Glycolysis / Gluconeogenesis,1.9729652364301782,3
MAR06412,Glycolysis / Gluconeogenesis,0.6962953866700962,2
MAR07745,Glycolysis / Gluconeogenesis,1.946044113846941,1
MAR07747,Glycolysis / Gluconeogenesis,0.7766371065364901,1
MAR08360,Glycolysis / Gluconeogenesis,1.1,1
MAR08652,Glycolysis / Gluconeogenesis,1.9729652364301782,3
MAR08757,Glycolysis / Gluconeogenesis,1.1,1
MAR03989,Starch and sucrose metabolism,1.1,4
MAR04122,Starch and sucrose metabolism,1.1,1
MAR04837,Starch and sucrose metabolism,1.1,2
MAR05395,Starch and sucrose metabolism,1.8272073523718428,2
MAR05396,Starch and sucrose metabolism,1.4636036761859215,4
MAR09727,Starch and sucrose metabolism,1.4157279103537275,4
MAR05397,Starch and sucrose metabolism,0.19316746298174833,1
MAR05398,Starch and sucrose metabolism,1.567324544313649,3
MAR05399,Starch and sucrose metabolism,1.1,1
MAR05400,Starch and sucrose metabolism,1.1,1
MAR05401,Starch and sucrose metabolism,1.567324544313649,3
MAR08568,Starch and sucrose metabolism,1.4689853791367304,6
MAR08569,Starch and sucrose metabolism,1.4689853791367304,6
MAR08570,Starch and sucrose metabolism,1.4689853791367304,6
MAR08571,Starch and sucrose metabolism,1.4689853791367304,6
MAR08572,Starch and sucrose metabolism,1.4689853791367304,6
MAR08573,Starch and sucrose metabolism,1.4689853791367304,6
MAR08574,Starch and sucrose metabolism,1.4689853791367304,6
MAR08575,Starch and sucrose metabolism,1.4689853791367304,6
MAR08576,Starch and sucrose metabolism,1.4689853791367304,6
MAR08577,Starch and sucrose metabolism,1.4689853791367304,6
MAR08578,Starch and sucrose metabolism,1.4689853791367304,6
MAR08579,Starch and sucrose metabolism,1.4689853791367304,6
MAR08581,Starch and sucrose metabolism,1.4689853791367304,6
MAR08591,Starch and sucrose metabolism,1.1,2
MAR08592,Starch and sucrose metabolism,1.1,1
MAR08580,Starch and sucrose metabolism,1.4689853791367304,6
MAR08582,Starch and sucrose metabolism,1.4689853791367304,6
MAR08587,Starch and sucrose metabolism,1.1,2
MAR08589,Starch and sucrose metabolism,1.1,1
MAR08583,Starch and sucrose metabolism,1.1,1
MAR08584,Starch and sucrose metabolism,1.1,1
MAR08585,Starch and sucrose metabolism,1.1,1
MAR03944,Galactose metabolism,0.3726619145331713,1
MAR04128,Galactose metabolism,1.1,1
MAR04130,Galactose metabolism,0.7522151279551778,2
MAR04131,Galactose metabolism,0.27722082862093517,1
MAR04132,Galactose metabolism,0.27722082862093517,1
MAR04303,Galactose metabolism,1.1,4
MAR04414,Galactose metabolism,1.1,3
MAR04415,Galactose metabolism,0.883775855920821,4
MAR04416,Galactose metabolism,1.2374843700792317,3
MAR04831,Galactose metabolism,1.1,0
MAR04832,Galactose metabolism,0.883775855920821,4
MAR07674,Galactose metabolism,1.1,3
MAR08761,Galactose metabolism,1.1,1
MAR08762,Galactose metabolism,1.6238009471022894,3
MAR08764,Galactose metabolism,1.1,1
MAR08766,Galactose metabolism,1.8103854511609847,2
MAR08767,Galactose metabolism,0.27722082862093517,1
MAR00454,Fructose and mannose metabolism,1.1,0
MAR04297,Fructose and mannose metabolism,1.1,4
MAR04310,Fructose and mannose metabolism,1.1,1
MAR04315,Fructose and mannose metabolism,1.1,1
MAR04316,Fructose and mannose metabolism,1.8103854511609847,2
MAR04317,Fructose and mannose metabolism,1.1266001189782278,5
MAR04318,Fructose and mannose metabolism,1.1266001189782278,5
MAR04319,Fructose and mannose metabolism,1.1548525267672152,4
MAR04320,Fructose and mannose metabolism,1.1266001189782278,5
MAR04356,Fructose and mannose metabolism,1.6238009471022894,3
MAR04383,Fructose and mannose metabolism,2.07870005623236,1
MAR04385,Fructose and mannose metabolism,0.998504737519073,3
MAR04386,Fructose and mannose metabolism,1.2886784974193,2
MAR04387,Fructose and mannose metabolism,1.2886784974193,1
MAR04399,Fructose and mannose metabolism,1.1,1
MAR04400,Fructose and mannose metabolism,1.1,1
MAR04401,Fructose and mannose metabolism,1.1,2
MAR04402,Fructose and mannose metabolism,1.1,1
MAR04403,Fructose and mannose metabolism,1.1,0
MAR04490,Fructose and mannose metabolism,1.1548525267672152,4
MAR04706,Fructose and mannose metabolism,1.1,5
MAR08768,Fructose and mannose metabolism,1.1,1
MAR04590,Pentose and glucuronate interconversions,0.7315481555150036,1
MAR04591,Pentose and glucuronate interconversions,2.5166602624277954,2
MAR04592,Pentose and glucuronate interconversions,1.8103854511609847,2
MAR04593,Pentose and glucuronate interconversions,1.1,1
MAR04594,Pentose and glucuronate interconversions,1.1,1
MAR04595,Pentose and glucuronate interconversions,0.2889135283638228,1
MAR08341,Pentose and glucuronate interconversions,2.0471806015479794,3
MAR08342,Pentose and glucuronate interconversions,1.1,0
MAR08344,Pentose and glucuronate interconversions,1.0026888723286511,1
MAR08352,Pentose and glucuronate interconversions,3.150142481810136,1
MAR08353,Pentose and glucuronate interconversions,1.1,0
MAR08726,Pentose and glucuronate interconversions,1.1,1
MAR08727,Pentose and glucuronate interconversions,1.1,1
MAR08728,Pentose and glucuronate interconversions,1.1,0
MAR08729,Pentose and glucuronate interconversions,1.1,1
MAR06537,Pentose and glucuronate interconversions,1.0026888723286511,1
MAR01568,Pyruvate metabolism,1.1,4
MAR03853,Pyruvate metabolism,1.7971768618714814,2
MAR03854,Pyruvate metabolism,1.8103854511609847,2
MAR03855,Pyruvate metabolism,1.8103854511609847,2
MAR03857,Pyruvate metabolism,1.2518375930893604,2
MAR03859,Pyruvate metabolism,1.1,2
MAR04087,Pyruvate metabolism,1.1,2
MAR04089,Pyruvate metabolism,1.1,2
MAR04091,Pyruvate metabolism,1.1,2
MAR04093,Pyruvate metabolism,1.5175365145798996,1
MAR04095,Pyruvate metabolism,1.5175365145798996,1
MAR04101,Pyruvate metabolism,1.3383499960106753,1
MAR04103,Pyruvate metabolism,0.15954182570922903,1
MAR04143,Pyruvate metabolism,1.1,1
MAR04193,Pyruvate metabolism,1.4574155940601092,2
MAR08497,Pyruvate metabolism,2.0471806015479794,3
MAR08498,Pyruvate metabolism,1.1,1
MAR08499,Pyruvate metabolism,1.1,1
MAR08500,Pyruvate metabolism,2.0471806015479794,3
MAR08501,Pyruvate metabolism,1.2510013811257186,1
MAR08502,Pyruvate metabolism,3.0630226664180595,8
MAR08503,Pyruvate metabolism,1.4482636072611972,7
MAR08504,Pyruvate metabolism,4.517693525858667,5
MAR08506,Pyruvate metabolism,4.517693525858667,5
MAR08507,Pyruvate metabolism,2.844909036816053,9
MAR08508,Pyruvate metabolism,2.844909036816053,9
MAR08509,Pyruvate metabolism,2.0471806015479794,3
MAR08511,Pyruvate metabolism,1.2518375930893604,2
MAR08512,Pyruvate metabolism,1.1,1
MAR08514,Pyruvate metabolism,1.1,2
MAR08516,Pyruvate metabolism,0.9823706632276948,1
MAR08517,Pyruvate metabolism,1.1,0
MAR04280,Pyruvate metabolism,1.1,2
MAR00153,Propanoate metabolism,1.1,3
MAR03212,Propanoate metabolism,1.8121485826836659,6
MAR03797,Propanoate metabolism,1.1,3
MAR03800,Propanoate metabolism,1.1,2
MAR04105,Propanoate metabolism,1.1,1
MAR04106,Propanoate metabolism,1.1,1
MAR04107,Propanoate metabolism,1.1,1
MAR04282,Propanoate metabolism,1.0693324286246784,1
MAR04331,Propanoate metabolism,1.1,3
MAR04459,Propanoate metabolism,1.1,3
MAR04460,Propanoate metabolism,1.1,3
MAR04464,Propanoate metabolism,1.1,0
MAR04497,Propanoate metabolism,1.1,1
MAR04741,Propanoate metabolism,0.6047762027333035,1
MAR08078,Propanoate metabolism,1.1,0
MAR09803,Propanoate metabolism,1.1,0
MAR09804,Propanoate metabolism,1.6630227140031923,26
MAR00718,Butanoate metabolism,1.1,1
MAR00719,Butanoate metabolism,1.1,1
MAR01434,Butanoate metabolism,1.1,1
MAR01436,Butanoate metabolism,1.1,1
MAR03163,Butanoate metabolism,1.8121485826836659,6
MAR04461,Butanoate metabolism,1.433809340363223,2
MAR04604,Butanoate metabolism,1.1,1
MAR05351,Butanoate metabolism,1.1,4
MAR07709,Butanoate metabolism,0.4282575540885717,1
MAR04052,Pentose phosphate pathway,1.1,3
MAR04304,Pentose phosphate pathway,1.1,1
MAR04350,Pentose phosphate pathway,1.1,1
MAR04351,Pentose phosphate pathway,1.1,1
MAR04352,Pentose phosphate pathway,1.1,1
MAR04354,Pentose phosphate pathway,1.202299022699795,1
MAR04398,Pentose phosphate pathway,2.016558133325205,1
MAR04404,Pentose phosphate pathway,1.1,3
MAR04473,Pentose phosphate pathway,1.1,1
MAR04474,Pentose phosphate pathway,1.1,1
MAR04476,Pentose phosphate pathway,1.1,1
MAR04477,Pentose phosphate pathway,1.594868874660633,2
MAR04501,Pentose phosphate pathway,1.1,3
MAR04565,Pentose phosphate pathway,1.880579345319881,1
MAR04567,Pentose phosphate pathway,1.225968295105329,3
MAR09799,Pentose phosphate pathway,1.1,1
MAR09800,Pentose phosphate pathway,1.1,1
MAR04623,Pentose phosphate pathway,3.40141140194555,1
MAR04625,Pentose phosphate pathway,1.8696382834094554,1
MAR04710,Pentose phosphate pathway,1.202299022699795,1
MAR04841,Pentose phosphate pathway,1.1,4
MAR08074,Pentose phosphate pathway,1.1,1
MAR08653,Pentose phosphate pathway,3.40141140194555,2
MAR03998,Purine metabolism,3.596595955304824,8
MAR04000,Purine metabolism,2.5684365713466253,18
MAR04002,Purine metabolism,1.7968394394421883,10
MAR04004,Purine metabolism,1.7968394394421883,10
MAR04010,Purine metabolism,1.1,10
MAR04081,Purine metabolism,1.1,10
MAR04082,Purine metabolism,1.1,10
MAR04012,Purine metabolism,1.307691856964896,2
MAR04014,Purine metabolism,1.759563693993609,23
MAR04020,Purine metabolism,2.3611663910052183,1
MAR04022,Purine metabolism,2.5684365713466253,18
MAR04038,Purine metabolism,1.4246944358351805,1
MAR04040,Purine metabolism,0.7673236788576724,2
MAR04042,Purine metabolism,1.1,2
MAR04046,Purine metabolism,1.1,1
MAR04048,Purine metabolism,1.759563693993609,23
MAR04080,Purine metabolism,1.1,3
MAR04085,Purine metabolism,0.42486129343047385,1
MAR04086,Purine metabolism,0.42486129343047385,1
MAR04134,Purine metabolism,3.596595955304824,8
MAR04135,Purine metabolism,2.3611663910052183,1
MAR04168,Purine metabolism,0.5346166737629298,1
MAR04171,Purine metabolism,1.4574155940601092,2
MAR04290,Purine metabolism,5.538392809430797,3
MAR04406,Purine metabolism,1.1,1
MAR04412,Purine metabolism,1.1,2
MAR04417,Purine metabolism,1.1,10
MAR04418,Purine metabolism,1.1,1
MAR04419,Purine metabolism,1.102111282910307,2
MAR04421,Purine metabolism,1.4574155940601092,2
MAR04449,Purine metabolism,1.1,10
MAR04450,Purine metabolism,1.1,10
MAR04451,Purine metabolism,1.1,0
MAR04452,Purine metabolism,1.1,1
MAR04453,Purine metabolism,1.1,1
MAR04480,Purine metabolism,1.722178070930525,14
MAR04481,Purine metabolism,0.7751268162838207,2
MAR04482,Purine metabolism,0.7751268162838207,2
MAR04486,Purine metabolism,1.1548525267672152,4
MAR04487,Purine metabolism,1.1548525267672152,4
MAR04488,Purine metabolism,1.1548525267672152,4
MAR04489,Purine metabolism,1.1548525267672152,4
MAR04492,Purine metabolism,1.1548525267672152,4
MAR04493,Purine metabolism,1.1548525267672152,4
MAR04495,Purine metabolism,1.1548525267672152,4
MAR04496,Purine metabolism,1.1548525267672152,4
MAR04518,Purine metabolism,1.1,1
MAR04519,Purine metabolism,1.1,1
MAR04520,Purine metabolism,1.1,1
MAR04573,Purine metabolism,1.4574155940601092,2
MAR04574,Purine metabolism,0.4148419174560438,1
MAR04600,Purine metabolism,0.23800324166873507,1
MAR04602,Purine metabolism,1.1,10
MAR04603,Purine metabolism,0.4148419174560438,1
MAR04611,Purine metabolism,1.1,5
MAR04612,Purine metabolism,1.1,5
MAR04614,Purine metabolism,1.1,5
MAR04615,Purine metabolism,1.1,5
MAR04617,Purine metabolism,1.1,5
MAR04618,Purine metabolism,1.1,5
MAR04619,Purine metabolism,1.1,5
MAR04621,Purine metabolism,1.1,5
MAR04632,Purine metabolism,1.1,10
MAR04646,Purine metabolism,1.1,1
MAR04648,Purine metabolism,1.1,1
MAR04649,Purine metabolism,1.1,1
MAR04650,Purine metabolism,1.1,1
MAR04651,Purine metabolism,0.4148419174560438,1
MAR04663,Purine metabolism,0.4148419174560438,1
MAR04664,Purine metabolism,1.1,1
MAR04694,Purine metabolism,0.7751268162838207,2
MAR04695,Purine metabolism,0.4148419174560438,1
MAR04705,Purine metabolism,1.1,10
MAR04709,Purine metabolism,0.4148419174560438,1
MAR04799,Purine metabolism,1.1,1
MAR04802,Purine metabolism,1.1,1
MAR04804,Purine metabolism,1.1,1
MAR04808,Purine metabolism,0.1464961732378309,1
MAR04810,Purine metabolism,1.1,1
MAR04812,Purine metabolism,1.1,2
MAR04814,Purine metabolism,1.4246944358351805,1
MAR05301,Purine metabolism,1.2680334490890321,3
MAR05353,Purine metabolism,2.3611663910052183,1
MAR06601,Purine metabolism,1.1,1
MAR06602,Purine metabolism,1.6255752697108505,4
MAR06603,Purine metabolism,1.6255752697108505,4
MAR06605,Purine metabolism,1.1,0
MAR06606,Purine metabolism,1.1,0
MAR06607,Purine metabolism,1.1,0
MAR06609,Purine metabolism,1.1,0
MAR06610,Purine metabolism,1.1,0
MAR06611,Purine metabolism,1.1,0
MAR07144,Purine metabolism,1.5491592400011691,3
MAR08755,Purine metabolism,1.1,1
MAR09797,Purine metabolism,1.1,0
MAR04016,Purine metabolism,1.4350396252617657,6
MAR04018,Purine metabolism,1.4350396252617657,6
MAR04044,Purine metabolism,1.4350396252617657,6
MAR04291,Purine metabolism,1.4350396252617657,6
MAR04420,Purine metabolism,1.4350396252617657,6
MAR04570,Purine metabolism,1.4350396252617657,6
MAR04572,Purine metabolism,1.4350396252617657,6
MAR04006,Pyrimidine metabolism,1.4350396252617657,6
MAR04028,Pyrimidine metabolism,1.4350396252617657,6
MAR04030,Pyrimidine metabolism,1.4350396252617657,6
MAR04670,Pyrimidine metabolism,1.4350396252617657,6
MAR04673,Pyrimidine metabolism,1.4350396252617657,6
MAR04675,Pyrimidine metabolism,1.4350396252617657,6
MAR06614,Pyrimidine metabolism,1.4350396252617657,6
MAR06615,Pyrimidine metabolism,1.4350396252617657,6
MAR06616,Pyrimidine metabolism,1.4350396252617657,6
MAR04635,Pyrimidine metabolism,1.4350396252617657,6
MAR03793,Pyrimidine metabolism,1.1,1
MAR03931,Pyrimidine metabolism,1.1,2
MAR03969,Pyrimidine metabolism,1.2260250868167741,2
MAR03970,Pyrimidine metabolism,1.1,8
MAR04008,Pyrimidine metabolism,1.1,1
MAR04032,Pyrimidine metabolism,1.1,2
MAR04034,Pyrimidine metabolism,1.1,1
MAR04036,Pyrimidine metabolism,0.6158256020661612,1
MAR04050,Pyrimidine metabolism,1.1,1
MAR04056,Pyrimidine metabolism,1.1,10
MAR04059,Pyrimidine metabolism,3.596595955304824,8
MAR04060,Pyrimidine metabolism,3.596595955304824,8
MAR04127,Pyrimidine metabolism,1.1,3
MAR04177,Pyrimidine metabolism,1.1,10
MAR04179,Pyrimidine metabolism,1.1,10
MAR04182,Pyrimidine metabolism,1.1266001189782278,5
MAR04183,Pyrimidine metabolism,5.538392809430797,3
MAR04192,Pyrimidine metabolism,5.538392809430797,3
MAR04194,Pyrimidine metabolism,1.1,2
MAR04210,Pyrimidine metabolism,1.4574155940601092,2
MAR04211,Pyrimidine metabolism,0.5346166737629298,1
MAR04343,Pyrimidine metabolism,0.5145831921886868,1
MAR04345,Pyrimidine metabolism,1.6007624670601628,1
MAR04346,Pyrimidine metabolism,1.6690010905985566,2
MAR04470,Pyrimidine metabolism,1.6007624670601628,1
MAR04471,Pyrimidine metabolism,1.6007624670601628,1
MAR04472,Pyrimidine metabolism,1.6007624670601628,1
MAR04484,Pyrimidine metabolism,1.1,10
MAR04485,Pyrimidine metabolism,1.1,1
MAR04510,Pyrimidine metabolism,1.1,10
MAR04512,Pyrimidine metabolism,1.1,1
MAR04513,Pyrimidine metabolism,1.1,1
MAR04514,Pyrimidine metabolism,1.1,2
MAR04577,Pyrimidine metabolism,0.6158256020661612,1
MAR04579,Pyrimidine metabolism,1.1,2
MAR04580,Pyrimidine metabolism,1.1,3
MAR04608,Pyrimidine metabolism,1.1,1
MAR04575,Pyrimidine metabolism,1.1,1
MAR04637,Pyrimidine metabolism,0.5004441643897447,1
MAR04642,Pyrimidine metabolism,1.1,2
MAR04643,Pyrimidine metabolism,1.1,2
MAR04644,Pyrimidine metabolism,1.1,1
MAR04672,Pyrimidine metabolism,1.1,0
MAR04676,Pyrimidine metabolism,1.2680334490890321,3
MAR04736,Pyrimidine metabolism,1.1,1
MAR04819,Pyrimidine metabolism,1.1,1
MAR05299,Pyrimidine metabolism,1.2680334490890321,3
MAR05352,Pyrimidine metabolism,1.2680334490890321,3
MAR05415,Pyrimidine metabolism,1.1,5
MAR05416,Pyrimidine metabolism,1.1,5
MAR05417,Pyrimidine metabolism,1.1,3
MAR06612,Pyrimidine metabolism,0.5004441643897447,1
MAR06613,Pyrimidine metabolism,0.5004441643897447,1
MAR06621,Pyrimidine metabolism,1.1,5
MAR06622,Pyrimidine metabolism,1.1,5
MAR06623,Pyrimidine metabolism,1.1,1
MAR06624,Pyrimidine metabolism,1.6926379080818448,1
MAR06627,Pyrimidine metabolism,1.4574155940601092,2
MAR07744,Pyrimidine metabolism,1.1,1
MAR08072,Pyrimidine metabolism,1.1,0
MAR08637,Pyrimidine metabolism,1.1,0
MAR03965,Nucleotide metabolism,1.1,1
MAR03966,Nucleotide metabolism,0.5346166737629298,1
MAR03967,Nucleotide metabolism,1.1,1
MAR03968,Nucleotide metabolism,0.5004441643897447,1
MAR03999,Nucleotide metabolism,5.538392809430797,3
MAR04024,Nucleotide metabolism,1.1,1
MAR04026,Nucleotide metabolism,1.1,1
MAR04054,Nucleotide metabolism,1.1,1
MAR04061,Nucleotide metabolism,5.538392809430797,3
MAR04083,Nucleotide metabolism,1.307691856964896,2
MAR04136,Nucleotide metabolism,4.253594890911356,19
MAR04180,Nucleotide metabolism,1.2680334490890321,3
MAR04185,Nucleotide metabolism,1.1,2
MAR04186,Nucleotide metabolism,1.1,2
MAR04342,Nucleotide metabolism,3.596595955304824,8
MAR04344,Nucleotide metabolism,1.1,0
MAR04483,Nucleotide metabolism,1.6926379080818448,1
MAR04507,Nucleotide metabolism,1.4019215858173706,1
MAR04516,Nucleotide metabolism,1.1,1
MAR04601,Nucleotide metabolism,0.23800324166873507,1
MAR04633,Nucleotide metabolism,0.7751268162838207,1
MAR04640,Nucleotide metabolism,0.5004441643897447,1
MAR04641,Nucleotide metabolism,1.1,1
MAR04680,Nucleotide metabolism,1.1,2
MAR04806,Nucleotide metabolism,1.1,1
MAR05394,Nucleotide metabolism,1.1,0
MAR06625,Nucleotide metabolism,1.6926379080818448,1
MAR06626,Nucleotide metabolism,1.1,2
MAR07160,Nucleotide metabolism,1.789775421634899,23
MAR07161,Nucleotide metabolism,0.6410568918958628,37
MAR07162,Nucleotide metabolism,0.6410568918958628,37
MAR07163,Nucleotide metabolism,3.371659652331775,4
MAR07164,Nucleotide metabolism,3.371659652331775,4
MAR07713,Nucleotide metabolism,1.1,8
MAR07716,Nucleotide metabolism,1.1,8
MAR07717,Nucleotide metabolism,1.1,8
MAR07721,Nucleotide metabolism,1.1,8
MAR07725,Nucleotide metabolism,1.1,8
MAR07728,Nucleotide metabolism,1.1,8
MAR07800,Nucleotide metabolism,1.1,1
MAR07801,Nucleotide metabolism,2.490036981487342,1
MAR07802,Nucleotide metabolism,1.1,1
MAR07863,Nucleotide metabolism,1.1,1
MAR07864,Nucleotide metabolism,1.1,1
MAR07865,Nucleotide metabolism,1.1,1
MAR07866,Nucleotide metabolism,1.1,1
MAR07867,Nucleotide metabolism,1.1,1
MAR07868,Nucleotide metabolism,1.1,1
MAR07869,Nucleotide metabolism,1.1,1
MAR07870,Nucleotide metabolism,1.1,1
MAR07871,Nucleotide metabolism,1.1,1
MAR07872,Nucleotide metabolism,1.1,1
MAR07873,Nucleotide metabolism,1.1,1
MAR07874,Nucleotide metabolism,1.1,1
MAR07875,Nucleotide metabolism,1.1,1
MAR07876,Nucleotide metabolism,1.1,1
MAR07878,Nucleotide metabolism,1.4350396252617657,6
MAR07879,Nucleotide metabolism,0.5346166737629298,1
MAR07880,Nucleotide metabolism,0.110614126161853,1
MAR07881,Nucleotide metabolism,1.1,2
MAR07882,Nucleotide metabolism,1.1,2
MAR07883,Nucleotide metabolism,1.3871768216529419,7
MAR07884,Nucleotide metabolism,1.1,2
MAR07885,Nucleotide metabolism,1.1,2
MAR07886,Nucleotide metabolism,1.3871768216529419,7
MAR07887,Nucleotide metabolism,1.1,2
MAR07888,Nucleotide metabolism,1.1,2
MAR07889,Nucleotide metabolism,1.1,2
MAR07890,Nucleotide metabolism,1.3871768216529419,7
MAR07891,Nucleotide metabolism,1.1,2
MAR07892,Nucleotide metabolism,1.1,2
MAR07893,Nucleotide metabolism,1.1,2
MAR07894,Nucleotide metabolism,1.3871768216529419,7
MAR07895,Nucleotide metabolism,1.3871768216529419,7
MAR08083,Nucleotide metabolism,1.759563693993609,23
MAR08085,Nucleotide metabolism,1.759563693993609,23
MAR08087,Nucleotide metabolism,1.759563693993609,23
MAR08443,Nucleotide metabolism,1.5491592400011691,3
MAR08444,Nucleotide metabolism,1.5491592400011691,3
MAR08445,Nucleotide metabolism,1.2680334490890321,3
MAR08446,Nucleotide metabolism,1.1,1
MAR08448,Nucleotide metabolism,1.1,1
MAR08449,Nucleotide metabolism,1.1,1
MAR08450,Nucleotide metabolism,1.1,1
MAR08451,Nucleotide metabolism,1.1,1
MAR08452,Nucleotide metabolism,1.1,1
MAR08453,Nucleotide metabolism,1.1,1
MAR08454,Nucleotide metabolism,1.1,1
MAR08455,Nucleotide metabolism,1.1,1
MAR08456,Nucleotide metabolism,1.1,1
MAR08457,Nucleotide metabolism,1.1,1
MAR08458,Nucleotide metabolism,1.1,1
MAR08459,Nucleotide metabolism,1.1,1
MAR08460,Nucleotide metabolism,1.1,1
MAR08461,Nucleotide metabolism,1.1,1
MAR08462,Nucleotide metabolism,1.1,1
MAR08463,Nucleotide metabolism,1.1,1
MAR08464,Nucleotide metabolism,1.1,1
MAR08465,Nucleotide metabolism,1.1,1
MAR08466,Nucleotide metabolism,1.1,1
MAR08467,Nucleotide metabolism,1.1,1
MAR08468,Nucleotide metabolism,1.1,1
MAR08469,Nucleotide metabolism,1.1,1
MAR08470,Nucleotide metabolism,1.1,1
MAR08471,Nucleotide metabolism,1.1,1
MAR08472,Nucleotide metabolism,1.1,1
MAR08473,Nucleotide metabolism,0.7751268162838207,1
MAR08474,Nucleotide metabolism,3.596595955304824,8
MAR08477,Nucleotide metabolism,1.1,1
MAR08478,Nucleotide metabolism,1.1,1
MAR08479,Nucleotide metabolism,1.1,1
MAR08480,Nucleotide metabolism,1.1,1
MAR08481,Nucleotide metabolism,1.1,0
MAR08482,Nucleotide metabolism,1.1,1
MAR08483,Nucleotide metabolism,1.1,1
MAR08484,Nucleotide metabolism,1.1,0
MAR08485,Nucleotide metabolism,1.1,3
MAR08486,Nucleotide metabolism,0.4148419174560438,1
MAR08487,Nucleotide metabolism,1.1,2
MAR08488,Nucleotide metabolism,0.5346166737629298,1
MAR08489,Nucleotide metabolism,0.5346166737629298,1
MAR08493,Nucleotide metabolism,0.5117392136746386,1
MAR08494,Nucleotide metabolism,0.5117392136746386,1
MAR08495,Nucleotide metabolism,0.5117392136746386,1
MAR03802,"Alanine, aspartate and glutamate metabolism",1.1,2
MAR03804,"Alanine, aspartate and glutamate metabolism",1.1,2
MAR03811,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR03813,"Alanine, aspartate and glutamate metabolism",0.4120345462549344,1
MAR03822,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR03827,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR03829,"Alanine, aspartate and glutamate metabolism",1.1,2
MAR03862,"Alanine, aspartate and glutamate metabolism",1.1,2
MAR03865,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR03870,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR03873,"Alanine, aspartate and glutamate metabolism",3.135369064139794,1
MAR08654,"Alanine, aspartate and glutamate metabolism",3.135369064139794,1
MAR03890,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR03892,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR09802,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR03899,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR03903,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR04109,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR04114,"Alanine, aspartate and glutamate metabolism",1.9018229774046245,1
MAR04115,"Alanine, aspartate and glutamate metabolism",1.9018229774046245,1
MAR04118,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR04172,"Alanine, aspartate and glutamate metabolism",1.1,2
MAR04196,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR04197,"Alanine, aspartate and glutamate metabolism",1.4067414022917746,2
MAR04287,"Alanine, aspartate and glutamate metabolism",0.6574764834799697,1
MAR04690,"Alanine, aspartate and glutamate metabolism",1.1,2
MAR04693,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR06780,"Alanine, aspartate and glutamate metabolism",1.1,2
MAR06968,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR06969,"Alanine, aspartate and glutamate metabolism",1.4186915787059438,2
MAR06970,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR06971,"Alanine, aspartate and glutamate metabolism",1.0150080780441577,1
MAR06972,"Alanine, aspartate and glutamate metabolism",1.0150080780441577,1
MAR07641,"Alanine, aspartate and glutamate metabolism",0.6900144548631363,1
MAR07642,"Alanine, aspartate and glutamate metabolism",1.1,0
