reaction_id,subsystem,W_R,n_genes
MAR02043,Estrogen metabolism,1.4051265102918857,28
MAR02044,Estrogen metabolism,1.1,2
MAR02045,Estrogen metabolism,1.1,2
MAR02046,Estrogen metabolism,1.1,1
MAR02047,Estrogen metabolism,1.1,1
MAR02048,Estrogen metabolism,1.1,2
MAR02049,Estrogen metabolism,1.1,1
MAR02050,Estrogen metabolism,1.1,1
MAR02051,Estrogen metabolism,1.1,1
MAR02052,Estrogen metabolism,1.1,2
MAR02053,Estrogen metabolism,1.4051265102918857,28
MAR02054,Estrogen metabolism,1.4051265102918857,28
MAR02055,Estrogen metabolism,1.1,1
MAR02056,Estrogen metabolism,1.1,1
MAR02057,Estrogen metabolism,1.1,1
MAR02058,Estrogen metabolism,1.1,2
MAR02059,Estrogen metabolism,1.1,2
MAR02060,Estrogen metabolism,1.1,2
MAR02061,Estrogen metabolism,1.3102301078843404,5
MAR02062,Estrogen metabolism,1.3102301078843404,5
MAR02063,Estrogen metabolism,1.3102301078843404,5
MAR02064,Estrogen metabolism,1.1,0
MAR02068,Estrogen metabolism,1.746859227998256,20
MAR02069,Estrogen metabolism,1.746859227998256,20
MAR02070,Estrogen metabolism,1.746859227998256,20
MAR02071,Estrogen metabolism,1.746859227998256,20
MAR02072,Estrogen metabolism,1.746859227998256,20
MAR02073,Estrogen metabolism,1.746859227998256,20
MAR02074,Estrogen metabolism,1.746859227998256,20
MAR02075,Estrogen metabolism,1.746859227998256,20
MAR02076,Estrogen metabolism,1.3102301078843404,5
MAR02077,Estrogen metabolism,1.3102301078843404,5
MAR02078,Estrogen metabolism,1.3102301078843404,5
MAR02079,Estrogen metabolism,1.1,0
MAR02083,Estrogen metabolism,1.746859227998256,20
MAR02084,Estrogen metabolism,1.746859227998256,20
MAR02085,Estrogen metabolism,1.746859227998256,20
MAR02086,Estrogen metabolism,1.746859227998256,20
MAR02088,Estrogen metabolism,1.3102301078843404,5
MAR02089,Estrogen metabolism,1.3102301078843404,5
MAR02091,Estrogen metabolism,1.1,0
MAR02095,Estrogen metabolism,1.746859227998256,20
MAR02096,Estrogen metabolism,1.746859227998256,20
MAR02097,Estrogen metabolism,1.746859227998256,20
MAR02098,Estrogen metabolism,1.746859227998256,20
MAR02099,Estrogen metabolism,1.3102301078843404,5
MAR02100,Estrogen metabolism,1.3102301078843404,5
MAR02102,Estrogen metabolism,1.1,0
MAR02106,Estrogen metabolism,1.746859227998256,20
MAR02107,Estrogen metabolism,1.746859227998256,20
MAR02108,Estrogen metabolism,1.746859227998256,20
MAR02109,Estrogen metabolism,1.746859227998256,20
MAR02110,Estrogen metabolism,1.746859227998256,20
MAR02111,Estrogen metabolism,1.746859227998256,20
MAR02112,Estrogen metabolism,1.746859227998256,20
MAR02113,Estrogen metabolism,1.746859227998256,20
MAR03537,Formation and hydrolysis of cholesterol esters,1.1,0
MAR03538,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03539,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03540,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03541,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03542,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03543,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03544,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03545,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03546,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03547,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03548,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03549,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03550,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03551,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03552,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03553,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03554,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03555,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03556,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03557,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03558,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03559,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03560,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03561,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03562,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03563,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03564,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03565,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03566,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03567,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03568,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03569,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03570,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03571,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03572,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03573,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03574,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03575,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03576,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03577,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03578,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03579,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03580,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03581,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03582,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03583,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03584,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03585,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03586,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03587,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03588,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03589,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03590,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03591,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03592,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03593,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03594,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03595,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03596,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03622,Formation and hydrolysis of cholesterol esters,1.1,0
MAR03625,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03626,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03627,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03628,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03629,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03630,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03631,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03632,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03633,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03634,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03635,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03636,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03637,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03638,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03639,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03640,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03641,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03642,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03643,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03644,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03645,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03646,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03647,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03648,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03649,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03650,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03651,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03652,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03653,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03654,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03655,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03656,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03657,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03658,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03659,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03660,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03661,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03662,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03663,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03664,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03665,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03666,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03667,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03668,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03669,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03670,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03671,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03672,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03673,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03674,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03675,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03676,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03677,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03678,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03679,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03680,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03681,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03682,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03683,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03684,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03685,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03686,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03687,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03688,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03689,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03690,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03691,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03692,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03693,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03694,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03695,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03696,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03697,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03698,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03699,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03700,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03701,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03702,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03703,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03704,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03705,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03706,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03707,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03708,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03709,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03710,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03711,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03712,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03713,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03714,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03715,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03716,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03717,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03718,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03719,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03720,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03721,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03722,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03723,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03724,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03725,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03726,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03727,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03728,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03729,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03730,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03731,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03732,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03733,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03734,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03735,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03736,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03737,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03738,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03739,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03740,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03741,Formation and hydrolysis of cholesterol esters,1.1,2
MAR03742,Formation and hydrolysis of cholesterol esters,1.1,2
MAR00715,Sphingolipid metabolism,1.1,2
MAR00716,Sphingolipid metabolism,1.226769392697557,5
MAR00733,Sphingolipid metabolism,1.258461740871946,4
MAR00735,Sphingolipid metabolism,1.1,2
MAR00736,Sphingolipid metabolism,1.1,2
MAR00738,Sphingolipid metabolism,1.1,3
MAR00741,Sphingolipid metabolism,1.1,1
MAR00744,Sphingolipid metabolism,1.8010846465615926,3
MAR00746,Sphingolipid metabolism,1.4331961663333208,6
MAR00748,Sphingolipid metabolism,1.1,1
MAR00750,Sphingolipid metabolism,1.1,6
MAR00753,Sphingolipid metabolism,1.226769392697557,5
MAR00754,Sphingolipid metabolism,1.1,2
MAR00758,Sphingolipid metabolism,1.1,6
MAR00760,Sphingolipid metabolism,7.344646114031697,1
MAR00761,Sphingolipid metabolism,1.1,1
MAR00762,Sphingolipid metabolism,1.1,3
MAR00763,Sphingolipid metabolism,1.1,0
MAR00765,Sphingolipid metabolism,1.2493542810141463,48
MAR00766,Sphingolipid metabolism,1.2374843700792317,3
MAR00767,Sphingolipid metabolism,1.2817433634545385,11
MAR00773,Sphingolipid metabolism,1.8010846465615926,3
MAR00775,Sphingolipid metabolism,1.4331961663333208,6
MAR00779,Sphingolipid metabolism,1.1,1
MAR00781,Sphingolipid metabolism,1.1,0
MAR00783,Sphingolipid metabolism,1.1,3
MAR00795,Sphingolipid metabolism,1.1333075694380332,5
MAR08147,Sphingolipid metabolism,1.1,1
MAR08148,Sphingolipid metabolism,2.9085859540882564,1
MAR08149,Sphingolipid metabolism,1.1,1
MAR08150,Sphingolipid metabolism,1.1,1
MAR08151,Sphingolipid metabolism,1.1,1
MAR08152,Sphingolipid metabolism,1.1,1
MAR08155,Sphingolipid metabolism,1.1,3
MAR08156,Sphingolipid metabolism,0.5390755437027869,1
MAR08159,Sphingolipid metabolism,0.5390755437027869,1
MAR08162,Sphingolipid metabolism,1.1,1
MAR08165,Sphingolipid metabolism,1.1,1
MAR08166,Sphingolipid metabolism,1.7667148528295635,1
MAR08167,Sphingolipid metabolism,1.1,3
MAR08168,Sphingolipid metabolism,1.1,4
MAR08169,Sphingolipid metabolism,0.5390755437027869,1
MAR08170,Sphingolipid metabolism,0.5390755437027869,1
MAR08171,Sphingolipid metabolism,1.1,1
MAR08172,Sphingolipid metabolism,0.5390755437027869,1
MAR08173,Sphingolipid metabolism,1.1,1
MAR08174,Sphingolipid metabolism,0.5390755437027869,1
MAR08175,Sphingolipid metabolism,1.1,1
MAR08176,Sphingolipid metabolism,0.5390755437027869,1
MAR08177,Sphingolipid metabolism,1.1,1
MAR08178,Sphingolipid metabolism,1.1,1
MAR08179,Sphingolipid metabolism,1.1,1
MAR08180,Sphingolipid metabolism,1.1,1
MAR08181,Sphingolipid metabolism,1.1,1
MAR08182,Sphingolipid metabolism,1.1,1
MAR08183,Sphingolipid metabolism,1.1,1
MAR08184,Sphingolipid metabolism,1.1,1
MAR08185,Sphingolipid metabolism,1.7667148528295635,1
MAR08186,Sphingolipid metabolism,1.7667148528295635,1
MAR08187,Sphingolipid metabolism,1.7667148528295635,1
MAR08188,Sphingolipid metabolism,1.1,3
MAR08189,Sphingolipid metabolism,1.1,3
MAR08190,Sphingolipid metabolism,1.1,1
MAR08191,Sphingolipid metabolism,1.1,1
MAR08192,Sphingolipid metabolism,1.1,1
MAR08194,Sphingolipid metabolism,1.1,1
MAR08197,Sphingolipid metabolism,1.1,0
MAR08198,Sphingolipid metabolism,1.1,1
MAR08201,Sphingolipid metabolism,2.1235387504172523,1
MAR00786,Sphingolipid metabolism,0.883775855920821,4
MAR08206,Sphingolipid metabolism,1.1,1
MAR08209,Sphingolipid metabolism,1.1,1
MAR08210,Sphingolipid metabolism,1.1,1
MAR08211,Sphingolipid metabolism,1.7338469634877836,1
MAR08212,Sphingolipid metabolism,1.1,1
MAR08217,Sphingolipid metabolism,1.1,1
MAR08219,Sphingolipid metabolism,1.1,2
MAR08220,Sphingolipid metabolism,1.1,2
MAR08221,Sphingolipid metabolism,1.1,2
MAR08224,Sphingolipid metabolism,1.1,1
MAR08226,Sphingolipid metabolism,1.1,1
MAR08227,Sphingolipid metabolism,1.1,1
MAR08228,Sphingolipid metabolism,1.1,1
MAR08233,Sphingolipid metabolism,1.1,1
MAR08235,Sphingolipid metabolism,1.1,1
MAR08237,Sphingolipid metabolism,1.1,1
MAR08238,Sphingolipid metabolism,1.1,1
MAR08242,Sphingolipid metabolism,1.1,1
MAR08245,Sphingolipid metabolism,1.1,0
MAR08246,Sphingolipid metabolism,1.1333075694380332,5
MAR08248,Sphingolipid metabolism,1.1,1
MAR08249,Sphingolipid metabolism,1.1,1
MAR08250,Sphingolipid metabolism,1.1,1
MAR08251,Sphingolipid metabolism,1.1,1
MAR00453,Glycerolipid metabolism,2.9321544886568556,10
MAR00456,Glycerolipid metabolism,4.517693525858667,5
MAR00458,Glycerolipid metabolism,2.9321544886568556,10
MAR00459,Glycerolipid metabolism,4.517693525858667,5
MAR00463,Glycerolipid metabolism,1.5489954467413938,18
MAR00486,Glycerolipid metabolism,1.1950206730608235,4
MAR00487,Glycerolipid metabolism,1.1950206730608235,4
MAR00488,Glycerolipid metabolism,1.1950206730608235,4
MAR00489,Glycerolipid metabolism,1.1950206730608235,4
MAR00490,Glycerolipid metabolism,1.1950206730608235,4
MAR00491,Glycerolipid metabolism,1.1950206730608235,4
MAR00492,Glycerolipid metabolism,1.1950206730608235,4
MAR00493,Glycerolipid metabolism,1.1950206730608235,4
MAR00494,Glycerolipid metabolism,1.1950206730608235,4
MAR00495,Glycerolipid metabolism,1.1950206730608235,4
MAR00496,Glycerolipid metabolism,1.1950206730608235,4
MAR00497,Glycerolipid metabolism,1.1950206730608235,4
MAR00498,Glycerolipid metabolism,1.1950206730608235,4
MAR00499,Glycerolipid metabolism,1.1950206730608235,4
MAR00500,Glycerolipid metabolism,1.1950206730608235,4
MAR00501,Glycerolipid metabolism,1.1950206730608235,4
MAR00502,Glycerolipid metabolism,1.1950206730608235,4
MAR00503,Glycerolipid metabolism,1.1950206730608235,4
MAR00504,Glycerolipid metabolism,1.1950206730608235,4
MAR00505,Glycerolipid metabolism,1.1950206730608235,4
MAR00506,Glycerolipid metabolism,1.1950206730608235,4
MAR00507,Glycerolipid metabolism,1.1950206730608235,4
MAR00508,Glycerolipid metabolism,1.1950206730608235,4
MAR00509,Glycerolipid metabolism,1.1950206730608235,4
MAR00510,Glycerolipid metabolism,1.1950206730608235,4
MAR00511,Glycerolipid metabolism,1.1950206730608235,4
MAR00512,Glycerolipid metabolism,1.1950206730608235,4
MAR00513,Glycerolipid metabolism,1.1950206730608235,4
MAR00514,Glycerolipid metabolism,1.1950206730608235,4
MAR00515,Glycerolipid metabolism,1.1950206730608235,4
MAR00516,Glycerolipid metabolism,1.1950206730608235,4
MAR00517,Glycerolipid metabolism,1.1950206730608235,4
MAR00518,Glycerolipid metabolism,1.1950206730608235,4
MAR00519,Glycerolipid metabolism,1.1950206730608235,4
MAR00520,Glycerolipid metabolism,1.1950206730608235,4
MAR00521,Glycerolipid metabolism,1.1950206730608235,4
MAR00522,Glycerolipid metabolism,1.1950206730608235,4
MAR00523,Glycerolipid metabolism,1.1950206730608235,4
MAR00524,Glycerolipid metabolism,1.1950206730608235,4
MAR00525,Glycerolipid metabolism,1.1950206730608235,4
MAR00526,Glycerolipid metabolism,1.1950206730608235,4
MAR00527,Glycerolipid metabolism,1.1950206730608235,4
MAR00528,Glycerolipid metabolism,1.1950206730608235,4
MAR00529,Glycerolipid metabolism,1.1950206730608235,4
MAR00530,Glycerolipid metabolism,1.1950206730608235,4
MAR00531,Glycerolipid metabolism,1.1950206730608235,4
MAR00532,Glycerolipid metabolism,1.1950206730608235,4
MAR00533,Glycerolipid metabolism,1.1950206730608235,4
MAR00534,Glycerolipid metabolism,1.1950206730608235,4
MAR00535,Glycerolipid metabolism,1.1950206730608235,4
MAR00536,Glycerolipid metabolism,1.1950206730608235,4
MAR00537,Glycerolipid metabolism,1.1950206730608235,4
MAR00538,Glycerolipid metabolism,1.1950206730608235,4
MAR00539,Glycerolipid metabolism,1.1950206730608235,4
MAR00540,Glycerolipid metabolism,1.1950206730608235,4
MAR00541,Glycerolipid metabolism,1.1950206730608235,4
MAR00542,Glycerolipid metabolism,1.1950206730608235,4
MAR00543,Glycerolipid metabolism,1.1950206730608235,4
MAR00544,Glycerolipid metabolism,1.1950206730608235,4
MAR00588,Glycerolipid metabolism,1.1,9
MAR00596,Glycerolipid metabolism,1.2817433634545385,11
MAR00673,Glycerolipid metabolism,1.1,1
MAR00674,Glycerolipid metabolism,1.1,1
MAR00675,Glycerolipid metabolism,1.1,1
MAR00676,Glycerolipid metabolism,1.1,1
MAR00677,Glycerolipid metabolism,1.1,1
MAR00678,Glycerolipid metabolism,1.1,1
MAR04296,Glycerolipid metabolism,1.1,1
MAR04390,Glycerolipid metabolism,2.4842042326313187,4
MAR05254,Glycerolipid metabolism,1.5489954467413938,18
MAR07599,Glycerolipid metabolism,1.1,2
MAR00448,Glycerophospholipid metabolism,1.1,4
MAR00450,Glycerophospholipid metabolism,1.1,4
MAR00468,Glycerophospholipid metabolism,1.1,2
MAR00479,Glycerophospholipid metabolism,3.6175074081075276,2
MAR00481,Glycerophospholipid metabolism,3.6175074081075276,2
MAR00484,Glycerophospholipid metabolism,2.447477720003507,1
MAR00579,Glycerophospholipid metabolism,1.1950206730608235,4
MAR00580,Glycerophospholipid metabolism,1.1,9
MAR00581,Glycerophospholipid metabolism,1.1,2
MAR00582,Glycerophospholipid metabolism,0.5276043551298003,1
MAR00584,Glycerophospholipid metabolism,1.1,0
MAR00586,Glycerophospholipid metabolism,1.1,1
MAR00589,Glycerophospholipid metabolism,1.1,9
MAR00590,Glycerophospholipid metabolism,1.1,9
MAR00591,Glycerophospholipid metabolism,1.1,9
MAR00592,Glycerophospholipid metabolism,1.1,9
MAR00593,Glycerophospholipid metabolism,1.1,9
MAR00594,Glycerophospholipid metabolism,1.1,9
MAR00597,Glycerophospholipid metabolism,1.2817433634545385,11
MAR00598,Glycerophospholipid metabolism,1.2817433634545385,11
MAR00599,Glycerophospholipid metabolism,1.2817433634545385,11
MAR00600,Glycerophospholipid metabolism,1.2817433634545385,11
MAR00601,Glycerophospholipid metabolism,1.2817433634545385,11
MAR00602,Glycerophospholipid metabolism,1.2817433634545385,11
MAR00610,Glycerophospholipid metabolism,1.1,1
MAR00613,Glycerophospholipid metabolism,1.1,1
MAR00614,Glycerophospholipid metabolism,1.1,2
MAR00615,Glycerophospholipid metabolism,1.1,2
MAR00616,Glycerophospholipid metabolism,1.1,1
MAR00622,Glycerophospholipid metabolism,1.1,1
MAR00623,Glycerophospholipid metabolism,1.1,1
MAR00625,Glycerophospholipid metabolism,1.1,2
MAR00627,Glycerophospholipid metabolism,1.1,1
MAR00629,Glycerophospholipid metabolism,1.1,3
MAR00630,Glycerophospholipid metabolism,1.5489954467413938,18
MAR00632,Glycerophospholipid metabolism,1.2111290076389776,4
MAR00633,Glycerophospholipid metabolism,1.1722564432236644,10
MAR00634,Glycerophospholipid metabolism,1.9573283344899577,1
MAR00635,Glycerophospholipid metabolism,1.1,1
MAR00636,Glycerophospholipid metabolism,1.1,2
MAR00638,Glycerophospholipid metabolism,1.9519123808601915,2
MAR00640,Glycerophospholipid metabolism,1.1,1
MAR00641,Glycerophospholipid metabolism,1.1,2
MAR00642,Glycerophospholipid metabolism,0.6979005783262663,2
MAR00643,Glycerophospholipid metabolism,1.5489954467413938,18
MAR00644,Glycerophospholipid metabolism,1.2111290076389776,4
MAR00645,Glycerophospholipid metabolism,1.1722564432236644,10
MAR00646,Glycerophospholipid metabolism,1.1,1
MAR00647,Glycerophospholipid metabolism,1.1,0
MAR00648,Glycerophospholipid metabolism,1.1,4
MAR00649,Glycerophospholipid metabolism,1.1,1
MAR00651,Glycerophospholipid metabolism,1.1,1
MAR00653,Glycerophospholipid metabolism,1.9674925382742992,1
MAR00654,Glycerophospholipid metabolism,1.9674925382742992,1
MAR00657,Glycerophospholipid metabolism,1.9674925382742992,1
MAR00659,Exchange/demand reactions,1.1,0
MAR00660,Glycerophospholipid metabolism,0.6979005783262663,2
MAR04627,Glycerophospholipid metabolism,1.1,1
MAR04838,Glycerophospholipid metabolism,1.1,1
MAR04839,Glycerophospholipid metabolism,1.1,1
MAR07591,Glycerophospholipid metabolism,1.0026888723286511,1
MAR07594,Glycerophospholipid metabolism,1.1,1
MAR07597,Glycerophospholipid metabolism,1.1,0
MAR07601,Glycerophospholipid metabolism,1.1,0
MAR07611,Glycerophospholipid metabolism,1.4483050968885984,5
MAR07612,Glycerophospholipid metabolism,0.1506999896786709,1
MAR07613,Glycerophospholipid metabolism,1.1,2
MAR07755,Glycerophospholipid metabolism,0.12736599063627363,1
MAR08362,Glycerophospholipid metabolism,1.1,1
MAR08421,Glycerophospholipid metabolism,1.1,2
MAR08424,Glycerophospholipid metabolism,1.1,1
MAR08518,Glycerophospholipid metabolism,1.4483050968885984,5
MAR08519,Glycerophospholipid metabolism,0.1506999896786709,1
MAR08521,Glycerophospholipid metabolism,1.2481720101853035,3
MAR08522,Glycerophospholipid metabolism,1.1,0
MAR08523,Glycerophospholipid metabolism,0.6979005783262663,2
MAR08525,Glycerophospholipid metabolism,0.6979005783262663,2
MAR09805,Glycerophospholipid metabolism,1.1,1
MAR00815,Glycosphingolipid biosynthesis-ganglio series,1.1,1
MAR00816,Glycosphingolipid biosynthesis-ganglio series,1.7667148528295635,1
MAR00817,Glycosphingolipid biosynthesis-ganglio series,1.1,3
MAR00819,Glycosphingolipid biosynthesis-ganglio series,0.883775855920821,4
MAR00820,Glycosphingolipid biosynthesis-ganglio series,1.1,1
MAR00821,Glycosphingolipid biosynthesis-ganglio series,1.2877092708057705,3
MAR00822,Glycosphingolipid biosynthesis-ganglio series,1.1,1
MAR00823,Glycosphingolipid biosynthesis-ganglio series,1.1,4
