panel_size,strategy,trial,subsystem,psi
120,random,0,"Valine, leucine, and isoleucine metabolism",
120,random,0,"Phenylalanine, tyrosine and tryptophan biosynthesis",2.481434257446107
120,random,0,Tyrosine metabolism,0.8413428834305543
120,random,0,Isolated,
120,random,0,Arachidonic acid metabolism,
120,random,0,Bile acid biosynthesis,
120,random,0,Sphingolipid metabolism,
120,random,0,Nucleotide metabolism,
120,random,0,Glycerophospholipid metabolism,
120,random,0,Phosphatidylinositol phosphate metabolism,
120,random,0,Inositol phosphate metabolism,
120,random,0,Formation and hydrolysis of cholesterol esters,
120,random,0,Nicotinate and nicotinamide metabolism,
120,random,0,Pyrimidine metabolism,
120,random,0,O-glycan metabolism,
120,random,0,Exchange/demand reactions,
120,random,0,Protein degradation,
120,random,0,Histidine metabolism,
120,random,0,Aminoacyl-tRNA biosynthesis,
120,random,0,Peptide metabolism,
120,random,0,Protein assembly,
120,random,0,Keratan sulfate biosynthesis,
120,random,0,Blood group biosynthesis,
120,random,0,Starch and sucrose metabolism,
120,random,0,Miscellaneous,
120,random,0,Chondroitin / heparan sulfate biosynthesis,
120,random,0,Fatty acid biosynthesis,
120,random,0,Drug metabolism,
120,random,1,Vitamin D metabolism,14.225653138444946
120,random,1,Transport reactions,0.006913176566044439
120,random,1,Fatty acid oxidation,14.225653138444944
120,random,1,Fatty acid biosynthesis,14.057019663659526
120,random,1,Omega-3 fatty acid metabolism,10.053365169491817
120,random,1,Carnitine shuttle (mitochondrial),
120,random,1,Carnitine shuttle (cytosolic),10.053365169491817
120,random,1,N-glycan metabolism,14.213279775440332
120,random,1,Isolated,0.1479796967007295
120,random,1,Steroid metabolism,11.709441828766852
120,random,1,Artificial reactions,0.12555332820166423
120,random,1,Prostaglandin biosynthesis,9.995199468295016
120,random,1,Arachidonic acid metabolism,14.2256145771539
120,random,1,Retinol metabolism,10.016251810993074
120,random,1,Pool reactions,0.10911703267668801
120,random,1,Glycerolipid metabolism,0.4757204190157033
120,random,1,Inositol phosphate metabolism,11.696879756926363
120,random,1,Omega-6 fatty acid metabolism,11.692818811379889
120,random,1,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.18033216798868856
120,random,1,Tyrosine metabolism,0.4724156374457481
120,random,1,Exchange/demand reactions,5857.2706680308775
120,random,1,Leukotriene metabolism,11.709441828934713
120,random,1,Fatty acid biosynthesis (odd-chain),10.024304771205777
120,random,1,Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),9.069477816071741e+34
120,random,1,Beta oxidation of even-chain fatty acids (mitochondrial),2.380350755719583e+34
120,random,1,Arginine and proline metabolism,14.85871176153597
120,random,1,Xenobiotics metabolism,14.056931177922424
120,random,1,Bile acid biosynthesis,16.967692344272876
120,random,1,Linoleate metabolism,10.053365169491817
120,random,1,Sulfur metabolism,10.053365169491817
120,random,1,ROS detoxification,10.053365169491817
120,random,1,Formation and hydrolysis of cholesterol esters,2.6426323180424046e+28
120,random,1,Chondroitin sulfate degradation,
120,random,1,Amino sugar and nucleotide sugar metabolism,9.995347714781737
120,random,1,Pyrimidine metabolism,14.217364421622387
120,random,1,Nucleotide metabolism,13.829063418456393
120,random,1,Estrogen metabolism,9.989848103398751
120,random,1,Miscellaneous,11.709441828934713
120,random,1,Glutathione metabolism,10.071520999873336
120,random,1,Bile acid recycling,10.071520999873336
120,random,1,Peptide metabolism,0.4724120027871741
120,random,1,Purine metabolism,11.699154750684054
120,random,1,Sphingolipid metabolism,11.709441828934713
120,random,1,Acyl-CoA hydrolysis,9.675929823056387
120,random,1,Cholesterol metabolism,10.112170568036225
120,random,1,Protein assembly,0.31366458974866296
120,random,1,Nicotinate and nicotinamide metabolism,10.053365169491817
120,random,1,"Glycine, serine and threonine metabolism",11.507457931300719
120,random,1,"Valine, leucine, and isoleucine metabolism",10.112170568036225
120,random,1,Glycerophospholipid metabolism,0.9672086068162686
120,random,1,Cholesterol biosynthesis 1 (Bloch pathway),10.112170568036225
120,random,1,Drug metabolism,28.413306718416244
120,random,1,Eicosanoid metabolism,10.053365169491817
120,random,1,Pentose phosphate pathway,0.9582501423739879
120,random,1,Protein degradation,0.9582501423739879
120,random,1,Cysteine and methionine metabolism,11.757867529667294
120,random,1,Galactose metabolism,10.053365169491817
120,random,1,Blood group biosynthesis,10.053365169491817
120,random,1,Glycosphingolipid metabolism,10.053365169491817
120,random,1,Fatty acid metabolism,14.057019663659526
120,random,1,Vitamin B6 metabolism,10.035977996667352
120,random,1,Biopterin metabolism,10.053365169491817
120,random,1,Phosphatidylinositol phosphate metabolism,10.053365169491817
120,random,1,Pentose and glucuronate interconversions,9.94389164384186
120,random,1,Pyruvate metabolism,10.053365169491817
120,random,1,Keratan sulfate biosynthesis,
120,random,1,Aminoacyl-tRNA biosynthesis,0.9670559289941753
120,random,2,Transport reactions,0.004921875021490857
120,random,2,Formation and hydrolysis of cholesterol esters,
120,random,2,Pool reactions,0.07363636053072112
120,random,2,Artificial reactions,0.12444444126062179
120,random,2,Pyrimidine metabolism,0.31148147644402674
120,random,2,Isolated,0.47531249888348326
120,random,2,Phosphatidylinositol phosphate metabolism,0.47531249888348354
120,random,2,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.966944442943032
120,random,2,Xenobiotics metabolism,0.2296006922123618
120,random,2,Leukotriene metabolism,0.14778935101313911
120,random,2,Glycerolipid metabolism,0.22960068675171594
120,random,2,Ether lipid metabolism,0.47531249198427145
120,random,2,Inositol phosphate metabolism,0.47531250695177285
120,random,2,Steroid metabolism,0.9669444515953715
120,random,2,Bile acid biosynthesis,0.18050000314202902
120,random,2,Cysteine and methionine metabolism,0.966944442943032
120,random,2,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.966944442943032
120,random,2,Retinol metabolism,0.966944442943032
120,random,2,Arachidonic acid metabolism,0.966944442943032
120,random,2,Prostaglandin biosynthesis,0.4753125021006141
120,random,2,Exchange/demand reactions,9654347953729.098
120,random,2,Glycerophospholipid metabolism,0.47531246946435773
120,random,2,Purine metabolism,0.22960068383327198
120,random,2,Sphingolipid metabolism,0.3114814804975049
120,random,2,Vitamin E metabolism,0.966944442943032
120,random,2,Heme degradation,0.9669444948570716
120,random,2,Porphyrin metabolism,0.9669444948570716
120,random,2,Nucleotide metabolism,0.47531248876714083
120,random,2,N-glycan metabolism,0.47531249566635275
120,random,2,Pyruvate metabolism,0.9669444342906923
120,random,2,Pantothenate and CoA metabolism,0.9669444243878865
120,random,2,Glycosphingolipid biosynthesis-ganglio series,0.9669444243878865
120,random,2,Glycosphingolipid biosynthesis-globo series,0.9669444243878865
120,random,2,Glycosphingolipid biosynthesis-lacto and neolacto series,12275013466206.277
120,random,2,"Glycine, serine and threonine metabolism",0.966944442943032
120,random,2,Arginine and proline metabolism,0.2296007047268341
120,random,2,"Alanine, aspartate and glutamate metabolism",0.47531249888348354
120,random,2,Miscellaneous,0.2296006935299188
120,random,2,Fructose and mannose metabolism,0.9669443950570304
120,random,2,Pentose phosphate pathway,0.9669443950570304
120,random,2,Amino sugar and nucleotide sugar metabolism,0.9669443950570304
120,random,2,Glycolysis / Gluconeogenesis,0.9669443950570304
120,random,2,Cholesterol metabolism,0.966944442943032
120,random,2,Peptide metabolism,0.1805000081574529
120,random,2,Fatty acid elongation (odd-chain),0.966944416986014
120,random,2,Acyl-CoA hydrolysis,0.4753124827978312
120,random,2,Lysine metabolism,0.47531250210061404
120,random,2,Folate metabolism,0.9669445680255392
120,random,2,Fatty acid biosynthesis,0.9669444256383528
120,random,2,Metabolism of other amino acids,0.966944442943032
120,random,2,Drug metabolism,0.12444444240656802
120,random,2,Biotin metabolism,0.966944442943032
120,random,2,Fatty acid desaturation (odd-chain),0.966944416986014
120,random,2,Fatty acid oxidation,0.31148147671719834
120,random,2,Glycosphingolipid metabolism,0.966944442943032
120,random,2,Fatty acid metabolism,0.31148147671719834
120,random,2,Fatty acid activation (cytosolic),56452604609646.79
120,random,3,Beta oxidation of odd-chain fatty acids (mitochondrial),
120,random,3,Fatty acid oxidation,
120,random,3,Transport reactions,
120,random,3,Pool reactions,
120,random,3,Formation and hydrolysis of cholesterol esters,
120,random,3,Carnitine shuttle (mitochondrial),
120,random,3,Cysteine and methionine metabolism,
120,random,3,Leukotriene metabolism,0.3122222222222221
120,random,3,Exchange/demand reactions,
120,random,3,Xenobiotics metabolism,
120,random,3,Isolated,
120,random,3,Vitamin D metabolism,
120,random,3,Bile acid biosynthesis,
120,random,3,Estrogen metabolism,
120,random,3,Omega-6 fatty acid metabolism,0.9674999999999999
120,random,3,"Valine, leucine, and isoleucine metabolism",
120,random,3,Folate metabolism,
120,random,3,Biopterin metabolism,
120,random,3,"Phenylalanine, tyrosine and tryptophan biosynthesis",
120,random,3,Purine metabolism,
120,random,3,Fatty acid biosynthesis (even-chain),
120,random,3,Cholesterol metabolism,
120,random,3,Propanoate metabolism,
120,random,3,Pyrimidine metabolism,
120,random,3,Blood group biosynthesis,
120,random,3,Keratan sulfate biosynthesis,
120,random,3,Eicosanoid metabolism,
120,random,3,Miscellaneous,
120,random,3,Fatty acid biosynthesis,
120,random,3,Peptide metabolism,
120,random,3,Drug metabolism,
120,random,4,Fatty acid oxidation,0.10810399233468727
120,random,4,Beta oxidation of even-chain fatty acids (peroxisomal),
120,random,4,Pool reactions,2.72125648402538e+25
120,random,4,Formation and hydrolysis of cholesterol esters,2.7059800245983972e+25
120,random,4,Leukotriene metabolism,0.23320531594021227
120,random,4,Transport reactions,0.005865582502932093
120,random,4,Linoleate metabolism,0.9813553994549252
120,random,4,Retinol metabolism,0.9671419358202695
120,random,4,Exchange/demand reactions,2.9101208560368072e+22
120,random,4,Arachidonic acid metabolism,0.3119652366838331
120,random,4,Artificial reactions,0.14886706501791017
120,random,4,Estrogen metabolism,0.96714193582027
120,random,4,Bile acid biosynthesis,0.18125226453873589
120,random,4,Beta oxidation of odd-chain fatty acids (mitochondrial),1.832350143335012e+28
120,random,4,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.12546268196383104
120,random,4,Tyrosine metabolism,3.705856623765546e+24
120,random,4,Protein degradation,0.7613441480900439
120,random,4,Porphyrin metabolism,2.4891085369267302e+29
120,random,4,Nucleotide metabolism,9.36816418381301e+28
120,random,4,Steroid metabolism,0.4947645276253007
120,random,4,Cholesterol metabolism,0.3256556942991914
120,random,4,Sphingolipid metabolism,1.1903511656254271e+29
120,random,4,Vitamin E metabolism,0.96714193582027
120,random,4,Purine metabolism,8.402322577898716e+27
120,random,4,Pentose phosphate pathway,0.47155466243770616
120,random,4,Isolated,2.81024372549105e+30
120,random,4,Pyruvate metabolism,5.957518672651118e+28
120,random,4,Pentose and glucuronate interconversions,0.96714193582027
120,random,4,Miscellaneous,0.4756586715672566
120,random,4,Fatty acid metabolism,0.96714193582027
120,random,4,Omega-3 fatty acid metabolism,0.96714193582027
120,random,4,Metabolism of other amino acids,0.4756586715672566
120,random,4,Androgen metabolism,0.9561046771484059
120,random,4,Drug metabolism,0.14661765863746756
120,random,4,Eicosanoid metabolism,0.96714193582027
120,random,4,Xenobiotics metabolism,0.9545682501776
120,random,4,Triacylglycerol synthesis,3.418275195453206e+30
120,random,4,Nicotinate and nicotinamide metabolism,1.4721347172374198e+30
120,random,4,Peptide metabolism,
120,random,5,Artificial reactions,1.113395150822532e+29
120,random,5,Leukotriene metabolism,6.5212640566488106e+22
120,random,5,Carnitine shuttle (cytosolic),1.3882070449562215e+30
120,random,5,Acyl-CoA hydrolysis,9.449066352881397e+24
120,random,5,Pool reactions,3.265127670903263e+23
120,random,5,Fatty acid activation (cytosolic),9.449066352881397e+24
120,random,5,Glycerolipid metabolism,1.070232085151022e+29
120,random,5,Fatty acid oxidation,0.12706008369898175
120,random,5,Carnitine shuttle (endoplasmic reticular),0.6815537534732639
120,random,5,Transport reactions,3.1993505315967457e+21
120,random,5,N-glycan metabolism,2.1751131641845324e+28
120,random,5,Lysine metabolism,2.112113707495278e+21
120,random,5,Omega-3 fatty acid metabolism,7.783553622229081e+28
120,random,5,Glycerophospholipid metabolism,4.831633572220971e+21
120,random,5,Ether lipid metabolism,0.4759850755388745
120,random,5,Xenobiotics metabolism,1.584474026626316e+22
120,random,5,Exchange/demand reactions,2.128837994832326e+23
120,random,5,Cholesterol metabolism,1.0154787967935211e+27
120,random,5,Fatty acid biosynthesis,1.4226941784016818e+22
120,random,5,Nucleotide metabolism,3.8558879342980334e+24
120,random,5,Metabolism of other amino acids,3.4184520025771965e+24
120,random,5,Purine metabolism,3.4274559416183463e+24
120,random,5,Nicotinate and nicotinamide metabolism,3.2521508195547034e+21
120,random,5,Formation and hydrolysis of cholesterol esters,1.806694510469442e+23
120,random,5,Bile acid biosynthesis,1.1519786607085029e+29
120,random,5,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0447311435534095e+26
120,random,5,Sphingolipid metabolism,4.053441759100496e+28
120,random,5,Fatty acid metabolism,1.0794279199491812e+29
120,random,5,Vitamin E metabolism,7.165134161501214e+25
120,random,5,Tyrosine metabolism,0.4759850755382095
120,random,5,Amino sugar and nucleotide sugar metabolism,5.088340614803521e+28
120,random,5,"Phenylalanine, tyrosine and tryptophan biosynthesis",9.500400474978338e+28
120,random,5,Drug metabolism,1.1376838854918133e+25
120,random,5,Isolated,4.523134386297599e+28
120,random,5,Eicosanoid metabolism,1.959081778864368e+25
120,random,5,Retinol metabolism,2.6855306602859065e+28
120,random,5,Pentose phosphate pathway,1.0239810317408932e+29
120,random,5,Pyrimidine metabolism,5.088340614803521e+28
120,random,5,Histidine metabolism,4.1760207041260254e+58
120,random,5,Phenylalanine metabolism,2.8988945470494495e+27
120,random,5,Peptide metabolism,
120,random,6,Formation and hydrolysis of cholesterol esters,2.029114644106734e+35
120,random,6,Fatty acid activation (endoplasmic reticular),1.2681966525667085e+35
120,random,6,Carnitine shuttle (endoplasmic reticular),
120,random,6,Carnitine shuttle (mitochondrial),
120,random,6,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),
120,random,6,Artificial reactions,3.84416795217559e+33
120,random,6,Xenobiotics metabolism,0.14892361111111108
120,random,6,Fatty acid oxidation,
120,random,6,Transport reactions,3.2428883426251694e+27
120,random,6,Fatty acid biosynthesis,
120,random,6,Omega-6 fatty acid metabolism,0.47593749999999946
120,random,6,Pool reactions,2.5705828746063156e+28
120,random,6,Carnitine shuttle (cytosolic),
120,random,6,Acyl-CoA hydrolysis,1.3693967480662135e+28
120,random,6,Fatty acid activation (cytosolic),1.3693967480662135e+28
120,random,6,Fatty acid biosynthesis (unsaturated),9.725776953132139e+27
120,random,6,Glycerolipid metabolism,1.7825246806390644e+28
120,random,6,Pyruvate metabolism,2.70088623561853e+34
120,random,6,Lysine metabolism,2.2302945914081317e+28
120,random,6,Isolated,3.700158002748545e+28
120,random,6,Exchange/demand reactions,2.3542367412895244e+28
120,random,6,Folate metabolism,6.326257197633968e+28
120,random,6,Glucocorticoid biosynthesis,8.108749829557676e+28
120,random,6,Glycerophospholipid metabolism,2.0223312787220185e+28
120,random,6,Arginine and proline metabolism,3.391517150526243e+33
120,random,6,Cysteine and methionine metabolism,3.782502587489695e+33
120,random,6,Beta oxidation of odd-chain fatty acids (mitochondrial),1.2452186552136781e+30
120,random,6,Steroid metabolism,4.310294874581205e+25
120,random,6,Retinol metabolism,8.218632434028745e+25
120,random,6,Prostaglandin biosynthesis,9.1363970117949e+28
120,random,6,Eicosanoid metabolism,9.1363970117949e+28
120,random,6,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.9674999999999999
120,random,6,Drug metabolism,7.297912596708347e+33
120,random,6,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,2.883125964131693e+33
120,random,6,"Alanine, aspartate and glutamate metabolism",2.2535878556621228e+28
120,random,6,"Valine, leucine, and isoleucine metabolism",8.212025084024036e+29
120,random,6,Purine metabolism,8.997293435181741e+27
120,random,6,Protein degradation,1.6335421753878106e+28
120,random,6,Sphingolipid metabolism,1.5963495217352975e+50
120,random,6,Nucleotide metabolism,
120,random,6,Pyrimidine metabolism,
120,random,6,N-glycan metabolism,
120,random,6,Miscellaneous,
120,random,6,Aminoacyl-tRNA biosynthesis,
120,random,6,Protein assembly,
120,random,6,Starch and sucrose metabolism,
120,random,6,Peptide metabolism,
120,random,7,Transport reactions,0.004279626042210729
120,random,7,Formation and hydrolysis of cholesterol esters,
120,random,7,Exchange/demand reactions,
120,random,7,Carnitine shuttle (mitochondrial),
120,random,7,Beta oxidation of even-chain fatty acids (mitochondrial),
120,random,7,Fatty acid oxidation,0.04745170447192474
120,random,7,Pool reactions,0.1809900648599109
120,random,7,Isolated,0.1491335261073489
120,random,7,Estrogen metabolism,
120,random,7,Glycerolipid metabolism,0.3120655048459762
120,random,7,Cysteine and methionine metabolism,0.9675481742867997
120,random,7,Butanoate metabolism,0.9675481742867997
120,random,7,Metabolism of other amino acids,0.9675481742867997
120,random,7,"Glycine, serine and threonine metabolism",0.3120655048459762
120,random,7,Pentose and glucuronate interconversions,0.9346111172073545
120,random,7,Sphingolipid metabolism,0.14853863934962339
120,random,7,Leukotriene metabolism,0.9675481742867997
120,random,7,Omega-6 fatty acid metabolism,
120,random,7,Beta oxidation of phytanic acid (peroxisomal),
120,random,7,Arachidonic acid metabolism,0.9675481742867997
120,random,7,Cholesterol biosynthesis 1 (Bloch pathway),0.9675481742867997
120,random,7,Lipoic acid metabolism,0.9675481742867997
120,random,7,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.2284581709443707
120,random,7,Xenobiotics metabolism,0.4758674118334114
120,random,7,Nicotinate and nicotinamide metabolism,0.9675481742867997
120,random,7,Bile acid biosynthesis,0.3120655048459762
120,random,7,Glycosphingolipid metabolism,
120,random,7,Nucleotide metabolism,0.23023331295652122
120,random,7,Omega-3 fatty acid metabolism,0.9675481742867997
120,random,7,Tyrosine metabolism,0.17983695393671512
120,random,7,Fructose and mannose metabolism,0.9675481823700222
120,random,7,Glycosphingolipid biosynthesis-globo series,128190149030554.56
120,random,7,Artificial reactions,0.9675481823700222
120,random,7,Purine metabolism,0.3120655066123704
120,random,7,Pyruvate metabolism,0.9675481823700222
120,random,7,Glycosphingolipid biosynthesis-lacto and neolacto series,128955778432774.14
120,random,7,Pyrimidine metabolism,0.9675481823700222
120,random,7,Folate metabolism,0.9675481742867997
120,random,7,Keratan sulfate biosynthesis,
120,random,7,Amino sugar and nucleotide sugar metabolism,0.9675481742867997
120,random,7,Steroid metabolism,0.9675481742867997
120,random,7,Prostaglandin biosynthesis,0.4758674118334114
120,random,7,Fatty acid biosynthesis,0.9675481742867997
120,random,7,Miscellaneous,0.9675481742867997
120,random,7,Glycerophospholipid metabolism,0.9675481742867997
120,random,7,Androgen metabolism,0.9675481742867997
120,random,7,Drug metabolism,0.09430472567525466
120,random,7,Eicosanoid metabolism,0.4758674118334114
120,random,7,Pentose phosphate pathway,0.9675481742867997
120,random,7,Peptide metabolism,
120,random,8,Carnitine shuttle (mitochondrial),
120,random,8,Beta oxidation of even-chain fatty acids (mitochondrial),3.4843786338053546e+33
120,random,8,Transport reactions,0.012711878375629457
120,random,8,Acyl-CoA hydrolysis,0.23046780314202472
120,random,8,Pool reactions,0.09490706485369857
120,random,8,Fatty acid activation (cytosolic),0.14892304207566298
120,random,8,Fatty acid oxidation,626215537.7516809
120,random,8,Formation and hydrolysis of cholesterol esters,3.5414998224876774e+29
120,random,8,Carnitine shuttle (endoplasmic reticular),2.6561248668657544e+29
120,random,8,Carnitine shuttle (cytosolic),0.9674936228217801
120,random,8,Omega-6 fatty acid metabolism,306732259.95254153
120,random,8,Fatty acid biosynthesis,408962863.9549335
120,random,8,Glycerolipid metabolism,0.9674936228217801
120,random,8,Isolated,1.8027007685619247e+28
120,random,8,"Phenylalanine, tyrosine and tryptophan biosynthesis",2.189430729924625e+28
120,random,8,Miscellaneous,9.052684486126734e+28
120,random,8,Artificial reactions,1.3478747313581342e+28
120,random,8,Prostaglandin biosynthesis,6.502215517553979e+28
120,random,8,Eicosanoid metabolism,7.314992457248216e+28
120,random,8,Estrogen metabolism,1.9478626151774587e+29
120,random,8,Tyrosine metabolism,5.079763117892066e+28
120,random,8,Bile acid biosynthesis,9.11589875023166e+28
120,random,8,Beta oxidation of even-chain fatty acids (peroxisomal),5.681482441074201e+29
120,random,8,Xenobiotics metabolism,1.4532880759395499e+29
120,random,8,Purine metabolism,
120,random,8,Exchange/demand reactions,
120,random,8,"Glycine, serine and threonine metabolism",0.967499999084262
120,random,8,Linoleate metabolism,
120,random,8,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,
120,random,8,Sphingolipid metabolism,
120,random,8,Drug metabolism,
120,random,8,Fatty acid metabolism,
120,random,8,Keratan sulfate biosynthesis,
120,random,8,N-glycan metabolism,
120,random,9,Formation and hydrolysis of cholesterol esters,6.552854386649434e+28
120,random,9,Fatty acid activation (endoplasmic reticular),
120,random,9,Carnitine shuttle (endoplasmic reticular),
120,random,9,Carnitine shuttle (mitochondrial),
120,random,9,Fatty acid oxidation,0.14949074074072707
120,random,9,Transport reactions,4.4444765519536865e+19
120,random,9,Artificial reactions,7.301278359461157e+27
120,random,9,Leukotriene metabolism,2.07195309396153e+28
120,random,9,Pool reactions,4.289662357200844e+28
120,random,9,Glycerolipid metabolism,1.3337872332238756e+29
120,random,9,Xenobiotics metabolism,1.4313312767127467e+29
120,random,9,Biopterin metabolism,6.42525081187556e+28
120,random,9,Vitamin D metabolism,1.129229313851099e+29
120,random,9,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.47624999999999323
120,random,9,Fatty acid biosynthesis (even-chain),3.852686565913152e+25
120,random,9,Cholesterol metabolism,9.086404825845293e+29
120,random,9,Exchange/demand reactions,6.470454115843458e+27
120,random,9,Pentose phosphate pathway,8.296123837568949e+27
120,random,9,Purine metabolism,2.117879953889572e+25
120,random,9,Nucleotide metabolism,5.285842794814611e+18
120,random,9,Drug metabolism,1.0816181429899823e+28
120,random,9,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,5.297721516685575e+27
120,random,9,"Valine, leucine, and isoleucine metabolism",5.297721516685575e+27
120,random,9,Isolated,5.959936706271299e+27
120,random,9,Arginine and proline metabolism,5.297721516685575e+27
120,random,9,"Glycine, serine and threonine metabolism",7.063628688914149e+27
120,random,9,Tyrosine metabolism,5.297721516685575e+27
120,random,9,Protein assembly,1.1773377694580624e+28
120,random,9,Protein degradation,1.7750218261214097e+28
120,random,9,Pyrimidine metabolism,1.9819338277738995e+28
120,random,9,Sphingolipid metabolism,1.8023584187117647e+28
120,random,9,Heparan sulfate degradation,9.604149370392579e+20
120,random,9,Keratan sulfate biosynthesis,1.9024999999897432
120,random,9,Omega-3 fatty acid metabolism,7.045225531340048e+21
120,random,9,Fatty acid biosynthesis,
120,random,9,Metabolism of other amino acids,
120,random,9,Phosphatidylinositol phosphate metabolism,
120,random,9,Peptide metabolism,
120,random,9,Fatty acid metabolism,
