panel_size,strategy,trial,subsystem,psi
20,geometry_aware,0,Isolated,0.3837499999999999
20,geometry_aware,0,Protein degradation,0.8300000000000001
20,geometry_aware,0,Pool reactions,0.8300000000000001
20,geometry_aware,0,Aminoacyl-tRNA biosynthesis,2.2637992037948544e+32
20,geometry_aware,0,Artificial reactions,2.2637992037948544e+32
20,geometry_aware,0,Protein assembly,2.2637992037948544e+32
20,geometry_aware,0,Steroid metabolism,4.436204546443609e+31
20,geometry_aware,0,Tyrosine metabolism,
20,geometry_aware,0,Fatty acid metabolism,
20,degree,0,Propanoate metabolism,0.003936462461915663
20,degree,0,Transport reactions,0.0
20,degree,0,Cholesterol metabolism,8.962711291683539e-05
20,degree,0,Nucleotide metabolism,0.04428757707165629
20,degree,0,Acylglycerides metabolism,0.07287959426431552
20,degree,0,Folate metabolism,0.024567622179142903
20,degree,0,Protein assembly,0.005163095245609828
20,degree,0,Nicotinate and nicotinamide metabolism,0.022606043339480554
20,degree,0,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.002781734077420311
20,degree,0,Glutathione metabolism,0.052123560024104974
20,degree,0,Vitamin B6 metabolism,0.01031352138769689
20,degree,0,Purine metabolism,0.022504188548458023
20,degree,0,Artificial reactions,0.0058093677262162574
20,degree,0,Inositol phosphate metabolism,0.00756979980664313
20,degree,0,"Glycine, serine and threonine metabolism",0.00047591202212292827
20,degree,0,Bile acid recycling,0.005163095245609828
20,degree,0,Bile acid biosynthesis,0.0001318919641551352
20,degree,0,Sphingolipid metabolism,0.00296696838863868
20,degree,0,"Alanine, aspartate and glutamate metabolism",0.0016087505942510476
20,degree,0,Protein degradation,0.05610098424083935
20,degree,0,Glycolysis / Gluconeogenesis,0.0002010307273041836
20,degree,0,Pentose and glucuronate interconversions,0.003335701125340574
20,degree,0,Pantothenate and CoA metabolism,0.003055535056639088
20,degree,0,Fructose and mannose metabolism,0.0030227542839443154
20,degree,0,Galactose metabolism,0.0327623674944663
20,degree,0,Metabolism of other amino acids,0.0035330695127365375
20,degree,0,Glycerophospholipid metabolism,3.4201401916272026e-05
20,degree,0,Amino sugar and nucleotide sugar metabolism,0.00306071677972971
20,degree,0,Fatty acid biosynthesis (even-chain),0.01054051713164193
20,degree,0,Cholesterol biosynthesis 1 (Bloch pathway),0.012802184833065824
20,degree,0,Drug metabolism,3.4201401916272026e-05
20,degree,0,Riboflavin metabolism,0.0030227542839443154
20,degree,0,Isolated,0.020752682465036983
20,degree,0,Thiamine metabolism,0.060705830838827635
20,degree,0,Pentose phosphate pathway,0.01570502363514073
20,degree,0,Glycerolipid metabolism,0.025646633850881072
20,degree,0,Pyrimidine metabolism,0.023058332241894106
20,degree,0,Aminoacyl-tRNA biosynthesis,0.859918641207822
20,degree,0,Biotin metabolism,0.2796150357774215
20,degree,0,Beta oxidation of phytanic acid (peroxisomal),0.5316063048052682
20,degree,0,Arachidonic acid metabolism,0.053703539428621015
20,degree,0,Beta-alanine metabolism,0.06066088741677599
20,degree,0,Butanoate metabolism,0.3313725160381323
20,degree,0,Fatty acid activation (cytosolic),0.5316063048052682
20,degree,0,Cysteine and methionine metabolism,0.006292615508537467
20,degree,0,Histidine metabolism,0.14476209235995735
20,degree,0,Leukotriene metabolism,0.014262869952123836
20,degree,0,Fatty acid oxidation,0.0159787968921054
20,degree,0,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.027318033552352558
20,degree,0,Retinol metabolism,0.038483978549510585
20,degree,0,Fatty acid elongation (odd-chain),0.03980427288266438
20,degree,0,Carnitine shuttle (cytosolic),0.5375632365607858
20,degree,0,Fatty acid biosynthesis,0.004950176361431651
20,degree,0,"Valine, leucine, and isoleucine metabolism",0.008632640023339093
20,degree,0,Carnitine shuttle (endoplasmic reticular),0.8127525257452187
20,degree,0,Omega-3 fatty acid metabolism,0.016713649333171196
20,degree,0,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.1098983436567799
20,degree,0,Fatty acid biosynthesis (odd-chain),0.03980427288266438
20,degree,0,Miscellaneous,0.0001107442883637667
20,degree,0,Acyl-CoA hydrolysis,0.19076880507798666
20,degree,0,Omega-6 fatty acid metabolism,0.011686950791964237
20,degree,0,Ether lipid metabolism,0.006567219568425643
20,degree,0,Arginine and proline metabolism,0.0006908800378976635
20,degree,0,Pyruvate metabolism,0.0009847378929464345
20,degree,0,Heparan sulfate degradation,1.4964056301719275
20,degree,0,Fatty acid biosynthesis (unsaturated),0.03980427288266438
20,degree,0,Eicosanoid metabolism,0.006705942242624861
20,degree,0,Serotonin and melatonin biosynthesis,0.020506453925236746
20,degree,0,Fatty acid elongation (even-chain),0.03980427288266438
20,degree,0,Hippurate metabolism,0.337368377515458
20,degree,0,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),0.03955877308115054
20,degree,0,Tryptophan metabolism,0.014916825641689495
20,degree,0,Beta oxidation of odd-chain fatty acids (mitochondrial),0.03955877308115054
20,degree,0,Beta oxidation of even-chain fatty acids (mitochondrial),0.03955877308115054
20,degree,0,Beta oxidation of branched-chain fatty acids (mitochondrial),0.03955877308115054
20,degree,0,Vitamin E metabolism,0.01065792709617917
20,degree,0,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),0.03955877308115054
20,degree,0,Tyrosine metabolism,0.0069642053032891275
20,degree,0,Phenylalanine metabolism,0.02417045758577525
20,degree,0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),0.03955877308115054
20,degree,0,Pool reactions,0.13747927936135695
20,degree,0,C5-branched dibasic acid metabolism,0.03955877308115054
20,degree,0,Carnitine shuttle (mitochondrial),0.1882605604942156
20,degree,0,Terpenoid backbone biosynthesis,0.019087196379975052
20,degree,0,Ubiquinone synthesis,0.03955877308115054
20,degree,0,Lysine metabolism,0.002653559003902089
20,degree,0,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),0.03955877308115054
20,degree,0,Peptide metabolism,0.26582907901613395
20,degree,0,Sulfur metabolism,0.03910270981939003
20,degree,0,Toluene degradation,0.027718525254236473
20,degree,0,Heme degradation,0.03737854523608779
20,degree,0,Androgen metabolism,0.02412204557802723
20,degree,0,Oxidative phosphorylation,0.07598516501864387
20,degree,0,Vitamin B12 metabolism,0.1168149184177362
20,degree,0,Insect hormone biosynthesis,0.07560054754722192
20,degree,0,Starch and sucrose metabolism,0.004595015621840881
20,degree,0,Fatty acid degradation,0.47776101413382843
20,degree,0,Protein modification,0.26582907901613395
20,degree,0,Lipoic acid metabolism,0.027718525254236473
20,degree,0,Vitamin B2 metabolism,0.11324239384408094
20,degree,0,Linoleate metabolism,0.02586073475357928
20,degree,0,Prostaglandin biosynthesis,0.0045171689492657695
20,degree,0,Fatty acid desaturation (odd-chain),0.03737854523608779
20,degree,0,octane oxidation,0.07560054754722192
20,degree,0,Cholesterol biosynthesis 3 (Kandustch-Russell pathway),0.03737854523608779
20,degree,0,Vitamin C metabolism,0.719759572091349
20,degree,0,Glycosphingolipid metabolism,0.07340321017095976
20,degree,0,ROS detoxification,0.13677046339865953
20,degree,0,Xenobiotics metabolism,0.019735348962117944
20,degree,0,Estrogen metabolism,0.022452604299641382
20,degree,0,Steroid metabolism,0.04098511521473717
20,degree,0,Fatty acid metabolism,0.07560054754722192
20,degree,0,Fatty acid desaturation (even-chain),0.03737854523608779
20,degree,0,Glycosphingolipid biosynthesis-ganglio series,0.26582907901613395
20,degree,0,Glycosphingolipid biosynthesis-globo series,0.26582907901613395
20,degree,0,Biopterin metabolism,0.007015967170082728
20,degree,0,Phosphatidylinositol phosphate metabolism,0.1758378550950037
20,degree,0,Ascorbate and aldarate metabolism,0.02149828411861287
20,degree,0,Porphyrin metabolism,0.04178384554807566
20,degree,0,Vitamin A metabolism,0.025670263324008114
20,degree,0,Vitamin D metabolism,0.05050580627605337
20,degree,0,Glucocorticoid biosynthesis,0.043502433339415864
20,degree,0,N-glycan metabolism,0.0031075019184217414
20,degree,0,Cholesterol biosynthesis 2,0.025670263324008114
20,degree,0,Formation and hydrolysis of cholesterol esters,18402.220150618792
20,degree,0,Pentose Phosphate Pathway,15.307485039730146
20,random,0,Transport reactions,
20,random,0,Estrogen metabolism,
20,random,0,Exchange/demand reactions,
20,random,0,Fatty acid oxidation,
20,random,0,Peptide metabolism,
20,random,1,Beta oxidation of even-chain fatty acids (peroxisomal),0.8150000000000001
20,random,1,Exchange/demand reactions,
20,random,1,Carnitine shuttle (cytosolic),
20,random,1,Transport reactions,
20,random,1,Steroid metabolism,
20,random,1,Fatty acid oxidation,
20,random,2,Pool reactions,0.8300000000000001
20,random,2,Transport reactions,
20,random,2,Formation and hydrolysis of cholesterol esters,0.8300000000000001
20,random,2,Miscellaneous,
20,random,2,Exchange/demand reactions,
20,random,2,Aminoacyl-tRNA biosynthesis,
20,random,2,Peptide metabolism,
20,random,2,Protein assembly,
20,random,2,Artificial reactions,
20,random,3,Transport reactions,0.004464285714285712
20,random,3,Artificial reactions,
20,random,3,Leukotriene metabolism,
20,random,3,Protein degradation,0.36125000000000007
20,random,3,Fatty acid oxidation,
20,random,3,"Valine, leucine, and isoleucine metabolism",
20,random,3,Propanoate metabolism,
20,random,3,Exchange/demand reactions,
20,random,4,Transport reactions,
20,random,4,Pyrimidine metabolism,
20,random,4,Miscellaneous,0.8300000000000001
20,random,4,Exchange/demand reactions,
20,random,5,Steroid metabolism,
20,random,5,Transport reactions,0.08075000000000003
20,random,5,Exchange/demand reactions,
20,random,5,Drug metabolism,
20,random,6,Artificial reactions,
20,random,6,Omega-3 fatty acid metabolism,
20,random,6,Pool reactions,
20,random,6,Xenobiotics metabolism,
20,random,6,Arginine and proline metabolism,
20,random,6,Beta-alanine metabolism,
20,random,6,Exchange/demand reactions,
20,random,6,Transport reactions,
20,random,6,Fatty acid biosynthesis,
20,random,6,Isolated,0.8300000000000001
20,random,6,Carnitine shuttle (endoplasmic reticular),
20,random,7,Transport reactions,0.08333333333333334
20,random,7,Protein degradation,
20,random,7,Exchange/demand reactions,
20,random,7,Isolated,0.8300000000000001
20,random,7,Carnitine shuttle (cytosolic),
20,random,7,Carnitine shuttle (endoplasmic reticular),
20,random,7,Drug metabolism,
20,random,8,Transport reactions,0.08333333333333334
20,random,8,Pool reactions,0.8300000000000001
20,random,8,Formation and hydrolysis of cholesterol esters,
20,random,8,Exchange/demand reactions,
20,random,9,Arachidonic acid metabolism,
20,random,9,Isolated,0.3837499999999999
20,random,9,Artificial reactions,
20,random,9,Formation and hydrolysis of cholesterol esters,
20,random,9,Transport reactions,
20,random,9,Exchange/demand reactions,
40,geometry_aware,0,Isolated,0.10285714285709839
40,geometry_aware,0,Protein degradation,0.9075000000000191
40,geometry_aware,0,Pool reactions,0.9075000000000191
40,geometry_aware,0,Oxidative phosphorylation,
40,geometry_aware,0,Transport reactions,
40,geometry_aware,0,Pyruvate metabolism,
40,geometry_aware,0,Aminoacyl-tRNA biosynthesis,8.9991180970305e+27
40,geometry_aware,0,Artificial reactions,8.9991180970305e+27
40,geometry_aware,0,Protein assembly,8.9991180970305e+27
40,geometry_aware,0,Steroid metabolism,4.914826689746154e+21
40,geometry_aware,0,Miscellaneous,7.665035416561056e+21
40,geometry_aware,0,N-glycan metabolism,
40,geometry_aware,0,Tyrosine metabolism,
40,geometry_aware,0,Fatty acid metabolism,
40,degree,0,Cholesterol metabolism,0.02401965324380777
40,degree,0,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.011343090770453479
40,degree,0,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1215.844497665746
40,degree,0,"Glycine, serine and threonine metabolism",0.007506912181479318
40,degree,0,Tryptophan metabolism,0.03802567437174711
40,degree,0,Beta oxidation of odd-chain fatty acids (mitochondrial),1215.844497665746
40,degree,0,Beta oxidation of even-chain fatty acids (mitochondrial),1215.844497665746
40,degree,0,"Alanine, aspartate and glutamate metabolism",0.012546807943617953
40,degree,0,"Valine, leucine, and isoleucine metabolism",0.010854249618434307
40,degree,0,Beta oxidation of branched-chain fatty acids (mitochondrial),1215.844497665746
40,degree,0,Vitamin E metabolism,0.037264331030544204
40,degree,0,Glycolysis / Gluconeogenesis,0.02094729230280517
40,degree,0,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1215.844497665746
40,degree,0,Tyrosine metabolism,0.010505265016239013
40,degree,0,Cysteine and methionine metabolism,0.008710445744530471
40,degree,0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),1215.844497665746
40,degree,0,Miscellaneous,0.03196678429021764
40,degree,0,Omega-6 fatty acid metabolism,0.032634558467246375
40,degree,0,Arginine and proline metabolism,0.008735145577845452
40,degree,0,C5-branched dibasic acid metabolism,1075.3604884374367
40,degree,0,Pyruvate metabolism,0.018530452862464592
40,degree,0,Carnitine shuttle (mitochondrial),491.49557580579517
40,degree,0,Leukotriene metabolism,0.022126211982173575
40,degree,0,Terpenoid backbone biosynthesis,0.07151538972700877
40,degree,0,Fatty acid biosynthesis (even-chain),0.005175604642368519
40,degree,0,Fatty acid oxidation,0.051170897715120886
40,degree,0,Ubiquinone synthesis,1215.844497665746
40,degree,0,Lysine metabolism,0.0012567231382136328
40,degree,0,Drug metabolism,0.015730483859396228
40,degree,0,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),1215.844497665746
40,degree,0,Propanoate metabolism,0.0131025509109031
40,degree,0,Transport reactions,9.97057943541454e-06
40,degree,0,Nucleotide metabolism,0.009996123876293608
40,degree,0,Acylglycerides metabolism,0.049365799740981195
40,degree,0,Folate metabolism,0.00012013830295409805
40,degree,0,Protein assembly,0.12991899564274326
40,degree,0,Nicotinate and nicotinamide metabolism,0.004489552601426071
40,degree,0,Glutathione metabolism,0.002007481730458721
40,degree,0,Vitamin B6 metabolism,0.014008029159969387
40,degree,0,Purine metabolism,0.0008061132524429867
40,degree,0,Artificial reactions,0.029875889533326334
40,degree,0,Inositol phosphate metabolism,0.014990291475970322
40,degree,0,Bile acid recycling,0.003969442537418685
40,degree,0,Bile acid biosynthesis,0.025027374600224663
40,degree,0,Sphingolipid metabolism,0.013737368253388569
40,degree,0,Protein degradation,0.060220599689980406
40,degree,0,Pentose and glucuronate interconversions,0.0069446129583268104
40,degree,0,Pantothenate and CoA metabolism,0.00824070140707392
40,degree,0,Fructose and mannose metabolism,0.005635791641969115
40,degree,0,Galactose metabolism,0.05334254705065233
40,degree,0,Metabolism of other amino acids,0.020152527979755232
40,degree,0,Glycerophospholipid metabolism,0.01660109934408943
40,degree,0,Amino sugar and nucleotide sugar metabolism,0.0006542447461999603
40,degree,0,Cholesterol biosynthesis 1 (Bloch pathway),0.02424572160394499
40,degree,0,Riboflavin metabolism,0.008364179988834203
40,degree,0,Isolated,0.019627353930191563
40,degree,0,Thiamine metabolism,0.005180076566428602
40,degree,0,Pentose phosphate pathway,0.017007982360077327
40,degree,0,Glycerolipid metabolism,0.011703843741202539
40,degree,0,Pyrimidine metabolism,0.00021904819291417287
40,degree,0,Aminoacyl-tRNA biosynthesis,0.47098620751060477
40,degree,0,Biotin metabolism,0.16710072185758998
40,degree,0,Beta oxidation of phytanic acid (peroxisomal),0.14993699325301607
40,degree,0,Arachidonic acid metabolism,0.057434500129243116
40,degree,0,Beta-alanine metabolism,0.05611250021113595
40,degree,0,Sulfur metabolism,0.009547040483323513
40,degree,0,Butanoate metabolism,0.13712551648525842
40,degree,0,Fatty acid activation (cytosolic),0.24794206567941682
40,degree,0,Histidine metabolism,0.046342188322555246
40,degree,0,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.02919098643539656
40,degree,0,Retinol metabolism,0.06620775797299934
40,degree,0,Protein modification,0.40468275302195483
40,degree,0,Peptide metabolism,0.5970747334524946
40,degree,0,Fatty acid elongation (odd-chain),0.03166058998870545
40,degree,0,Fatty acid biosynthesis,0.03302379248391681
40,degree,0,Ascorbate and aldarate metabolism,0.024245753779640486
40,degree,0,Porphyrin metabolism,0.0324968152500946
40,degree,0,Cholesterol biosynthesis 3 (Kandustch-Russell pathway),0.059852724894266095
40,degree,0,Omega-3 fatty acid metabolism,0.009698886693963873
40,degree,0,Fatty acid biosynthesis (odd-chain),0.03166058998870545
40,degree,0,Fatty acid biosynthesis (unsaturated),0.03166058998870545
40,degree,0,Serotonin and melatonin biosynthesis,0.03776054668940479
40,degree,0,Fatty acid elongation (even-chain),0.03166058998870545
40,degree,0,Carnitine shuttle (cytosolic),0.4289260180771398
40,degree,0,Carnitine shuttle (endoplasmic reticular),2.721476670200566
40,degree,0,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.06196881548469313
40,degree,0,Acyl-CoA hydrolysis,0.061922057957763454
40,degree,0,Ether lipid metabolism,0.003422101803725955
40,degree,0,Heparan sulfate degradation,2.011213733543989
40,degree,0,Eicosanoid metabolism,0.011418666470082155
40,degree,0,Hippurate metabolism,1149.741007487647
40,degree,0,Phenylalanine metabolism,0.052751648508562274
40,degree,0,Pool reactions,0.395880510167602
40,degree,0,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),20355.509784146605
40,degree,0,Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),20355.509784146605
40,degree,0,Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),20355.509784146605
40,degree,0,Beta oxidation of even-chain fatty acids (peroxisomal),20355.509784146605
40,degree,0,Beta oxidation of odd-chain fatty acids (peroxisomal),20355.509784146605
40,degree,0,Carnitine shuttle (peroxisomal),732.1599638728029
40,degree,0,Formation and hydrolysis of cholesterol esters,17774.428267814536
40,degree,0,Alkaloids biosynthesis,10548552.792330518
40,degree,0,Prostaglandin biosynthesis,0.01838254799627065
40,degree,0,Xenobiotics metabolism,0.04361168601598121
40,degree,0,Estrogen metabolism,0.045259689226049685
40,degree,0,Toluene degradation,0.04624263336574484
40,degree,0,Heme degradation,0.08782008768114108
40,degree,0,Androgen metabolism,0.043289241166020634
40,degree,0,Oxidative phosphorylation,0.013394200593918656
40,degree,0,Vitamin B12 metabolism,0.05994665686799417
40,degree,0,Insect hormone biosynthesis,0.0702266688548696
40,degree,0,Starch and sucrose metabolism,0.004586104456987666
40,degree,0,Fatty acid degradation,0.46702624680562516
40,degree,0,Lipoic acid metabolism,0.04624263336574484
40,degree,0,Vitamin B2 metabolism,0.1452640207265854
40,degree,0,Linoleate metabolism,0.0503046398775899
40,degree,0,Fatty acid desaturation (odd-chain),0.08782008768114108
40,degree,0,octane oxidation,0.0702266688548696
40,degree,0,Vitamin C metabolism,0.2321498313842497
40,degree,0,Glycosphingolipid metabolism,0.05927410317280885
40,degree,0,ROS detoxification,0.0692656169113195
40,degree,0,Steroid metabolism,0.043101777733320475
40,degree,0,Fatty acid metabolism,0.049624412252437224
40,degree,0,Fatty acid desaturation (even-chain),0.08782008768114108
40,degree,0,Glycosphingolipid biosynthesis-ganglio series,0.26854827636031886
40,degree,0,Glycosphingolipid biosynthesis-globo series,0.15868555050995922
40,degree,0,Biopterin metabolism,0.013943445041580904
40,degree,0,Phosphatidylinositol phosphate metabolism,0.06972907610498259
40,degree,0,Vitamin A metabolism,0.06404559606530465
40,degree,0,Vitamin D metabolism,0.04706645995547009
40,degree,0,Glucocorticoid biosynthesis,0.04359887066215869
40,degree,0,N-glycan metabolism,0.0061559820113485505
40,degree,0,Cholesterol biosynthesis 2,0.06404559606530465
40,degree,0,Keratan sulfate degradation,63279.97265091745
40,degree,0,Chondroitin sulfate degradation,63279.97265091745
40,degree,0,Exchange/demand reactions,0.5600974778405023
40,degree,0,Pentose Phosphate Pathway,12.302584550719441
40,random,0,Retinol metabolism,70295316.95537595
40,random,0,Artificial reactions,11315580.093872935
40,random,0,Transport reactions,51024901.943310626
40,random,0,Estrogen metabolism,3.6939073556040154e+37
40,random,0,Pool reactions,0.9076065706824037
40,random,0,Glycerolipid metabolism,0.9076065706824037
40,random,0,Exchange/demand reactions,2.7785748765232265e+62
40,random,0,Nucleotide metabolism,1.2156265084789114e+62
40,random,0,Protein degradation,4.047851688175234e+159
40,random,0,Cysteine and methionine metabolism,6.0983066169117054e+150
40,random,0,Glycerophospholipid metabolism,12441341.886957826
40,random,0,Peptide metabolism,
40,random,1,Carnitine shuttle (endoplasmic reticular),2.0475788417710779e+62
40,random,1,Pool reactions,9.599291393205214e+27
40,random,1,"Phenylalanine, tyrosine and tryptophan biosynthesis",2.3240415883858283
40,random,1,Bile acid biosynthesis,1.710308456134322e+85
40,random,1,Transport reactions,1.3927179116524102e+57
40,random,1,Cholesterol metabolism,2.158712763061236e+56
40,random,1,Artificial reactions,
40,random,1,Formation and hydrolysis of cholesterol esters,5.526304673436777e+58
40,random,1,Keratan sulfate degradation,
40,random,1,Exchange/demand reactions,
40,random,1,Sphingolipid metabolism,
40,random,1,Miscellaneous,0.908597569603228
40,random,2,Steroid metabolism,
40,random,2,Artificial reactions,
40,random,2,Fatty acid biosynthesis (even-chain),
40,random,2,Phosphatidylinositol phosphate metabolism,
40,random,2,Transport reactions,
40,random,2,N-glycan metabolism,
40,random,2,Drug metabolism,
40,random,2,Miscellaneous,0.9075
40,random,2,Tyrosine metabolism,
40,random,2,Androgen metabolism,0.9074999999999999
40,random,2,Exchange/demand reactions,
40,random,3,Carnitine shuttle (endoplasmic reticular),
40,random,3,Arachidonic acid metabolism,
40,random,3,Artificial reactions,
40,random,3,Pool reactions,
40,random,3,Glycerolipid metabolism,
40,random,3,"Phenylalanine, tyrosine and tryptophan biosynthesis",
40,random,3,Bile acid biosynthesis,
40,random,3,Omega-6 fatty acid metabolism,
40,random,3,Beta oxidation of branched-chain fatty acids (mitochondrial),
40,random,3,Transport reactions,
40,random,3,"Valine, leucine, and isoleucine metabolism",
40,random,3,Exchange/demand reactions,
40,random,3,Nucleotide metabolism,0.9074999999999999
40,random,3,Tyrosine metabolism,
40,random,3,Cholesterol metabolism,
40,random,3,Purine metabolism,
40,random,3,Glycolysis / Gluconeogenesis,0.9074999999999999
40,random,3,Leukotriene metabolism,
40,random,3,Fatty acid oxidation,
40,random,3,Drug metabolism,
40,random,3,Isolated,
40,random,3,Pyrimidine metabolism,
40,random,3,Pentose phosphate pathway,
40,random,4,Isolated,0.27666666666666667
40,random,4,Exchange/demand reactions,
40,random,4,Transport reactions,
40,random,4,Xenobiotics metabolism,
40,random,4,Bile acid biosynthesis,
40,random,4,Pool reactions,
40,random,4,"Phenylalanine, tyrosine and tryptophan biosynthesis",
40,random,4,Butanoate metabolism,
40,random,4,"Glycine, serine and threonine metabolism",
40,random,4,Terpenoid backbone biosynthesis,
40,random,4,Cholesterol metabolism,
40,random,4,"Valine, leucine, and isoleucine metabolism",
40,random,4,Fatty acid metabolism,
40,random,4,Nucleotide metabolism,
40,random,4,Artificial reactions,
40,random,4,octane oxidation,
40,random,4,Sphingolipid metabolism,0.9074999999999999
40,random,4,Miscellaneous,
40,random,4,Metabolism of other amino acids,
40,random,4,Glycerophospholipid metabolism,
40,random,4,Drug metabolism,
40,random,4,Eicosanoid metabolism,
40,random,4,Retinol metabolism,
40,random,4,Pyrimidine metabolism,
40,random,5,Fatty acid oxidation,
40,random,5,Transport reactions,
40,random,5,Protein degradation,
40,random,5,Artificial reactions,
40,random,5,Omega-3 fatty acid metabolism,
40,random,5,Propanoate metabolism,0.9050000000000219
40,random,5,Bile acid biosynthesis,
40,random,5,Arachidonic acid metabolism,
40,random,5,Formation and hydrolysis of cholesterol esters,0.002500000003983998
40,random,5,Pool reactions,0.002500000003983998
40,random,5,Drug metabolism,
40,random,5,Exchange/demand reactions,
40,random,5,Pyrimidine metabolism,
40,random,6,Beta oxidation of phytanic acid (peroxisomal),
40,random,6,Transport reactions,
40,random,6,Leukotriene metabolism,
40,random,6,Bile acid biosynthesis,
40,random,6,Chondroitin / heparan sulfate biosynthesis,
40,random,6,Pool reactions,0.43343749999999986
40,random,6,Fatty acid oxidation,0.27666666666666667
40,random,6,Exchange/demand reactions,
40,random,6,Nucleotide metabolism,
40,random,6,Formation and hydrolysis of cholesterol esters,
40,random,6,Sphingolipid metabolism,
40,random,6,Keratan sulfate biosynthesis,
40,random,6,Porphyrin metabolism,0.9074999999999999
40,random,6,Peptide metabolism,
40,random,6,Drug metabolism,
40,random,7,Transport reactions,0.015312499820762781
40,random,7,Formation and hydrolysis of cholesterol esters,0.42781249999999993
40,random,7,Artificial reactions,2.0282409603651576e+29
40,random,7,Isolated,3.950858664929992e+41
40,random,7,Pool reactions,438236615897710.4
40,random,7,Glycerolipid metabolism,0.42781249999999993
40,random,7,Exchange/demand reactions,8.075985825506742e+131
40,random,7,Purine metabolism,0.9025
40,random,7,Sphingolipid metabolism,0.9025
40,random,7,Miscellaneous,0.9025
40,random,7,Fatty acid oxidation,
40,random,7,Peptide metabolism,
40,random,7,Drug metabolism,
40,random,8,Transport reactions,
40,random,8,Pool reactions,
40,random,8,Fatty acid oxidation,
40,random,8,Bile acid biosynthesis,
40,random,8,Sphingolipid metabolism,
40,random,8,Formation and hydrolysis of cholesterol esters,
40,random,8,Exchange/demand reactions,0.0763888888888889
40,random,8,Peptide metabolism,
40,random,8,Drug metabolism,
40,random,9,Steroid metabolism,
40,random,9,Transport reactions,4.3902313061615865e+56
40,random,9,Eicosanoid metabolism,1.2515681361332072
40,random,9,Leukotriene metabolism,
40,random,9,Omega-6 fatty acid metabolism,
40,random,9,Omega-3 fatty acid metabolism,
40,random,9,Fatty acid oxidation,5.4471089600526335e+29
40,random,9,Cholesterol metabolism,1.5874038807109402e+30
40,random,9,Drug metabolism,2.984685234116962e+51
40,random,9,Miscellaneous,7.964155380132692e+55
40,random,9,Exchange/demand reactions,1.7075310387938134e+40
40,random,9,Isolated,0.9067140801641634
60,geometry_aware,0,Isolated,0.04910714285715803
60,geometry_aware,0,Protein degradation,0.936666666666688
60,geometry_aware,0,Pool reactions,0.936666666666688
60,geometry_aware,0,Oxidative phosphorylation,
60,geometry_aware,0,Transport reactions,
60,geometry_aware,0,Pyruvate metabolism,
60,geometry_aware,0,Aminoacyl-tRNA biosynthesis,9.710512042538043e+30
60,geometry_aware,0,Artificial reactions,9.710512042538043e+30
60,geometry_aware,0,Protein assembly,9.710512042538043e+30
60,geometry_aware,0,Steroid metabolism,5.381014715912946e+20
60,geometry_aware,0,Miscellaneous,1.989412664274084e+21
60,geometry_aware,0,Fatty acid oxidation,0.4537499999995432
60,geometry_aware,0,N-glycan metabolism,
60,geometry_aware,0,Tyrosine metabolism,
60,geometry_aware,0,Eicosanoid metabolism,
60,geometry_aware,0,Fatty acid metabolism,
60,degree,0,Cholesterol metabolism,0.010464636370436799
60,degree,0,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.007132039754363766
60,degree,0,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),254.14295916113994
60,degree,0,"Glycine, serine and threonine metabolism",0.0014391142809142322
60,degree,0,Tryptophan metabolism,0.00834268595169213
60,degree,0,Beta oxidation of odd-chain fatty acids (mitochondrial),254.14295916113994
60,degree,0,Beta oxidation of even-chain fatty acids (mitochondrial),254.14295916113994
60,degree,0,"Alanine, aspartate and glutamate metabolism",0.000797557063389814
60,degree,0,"Valine, leucine, and isoleucine metabolism",0.041630243573092016
60,degree,0,Beta oxidation of branched-chain fatty acids (mitochondrial),254.14295916113994
60,degree,0,Vitamin E metabolism,0.012122068226448613
60,degree,0,Glycolysis / Gluconeogenesis,0.00014672890633531227
60,degree,0,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),254.14295916113994
60,degree,0,Tyrosine metabolism,0.0023016035532874317
60,degree,0,Cysteine and methionine metabolism,0.014134715091080255
60,degree,0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),254.14295916113994
60,degree,0,Miscellaneous,0.004540124841156366
60,degree,0,Omega-6 fatty acid metabolism,0.029603071358510227
