metabolite_id,subsystem,leverage_topology,leverage_proteomics,delta_leverage,abs_delta_leverage
MAM01359l,Pool reactions;Protein degradation,0.7230651314314985,0.33606380278769626,-0.38700132864380227,0.38700132864380227
MAM01511m,Steroid metabolism;Transport reactions,0.04848220818159238,0.11221742658238747,0.06373521840079509,0.06373521840079509
MAM01511c,Steroid metabolism;Transport reactions,0.04813285170747731,0.11100031010906747,0.06286745840159016,0.06286745840159016
MAM02935m,Steroid metabolism;Transport reactions,0.04802515244837696,0.11066806154571053,0.06264290909733357,0.06264290909733357
MAM02935l,Protein degradation;Transport reactions,0.04966864753279634,0.1110021634753598,0.061333515942563456,0.061333515942563456
MAM02935c,Protein assembly;Steroid metabolism;Transport reactions,0.04692644428387326,0.10734186095044926,0.060415416666575995,0.060415416666575995
MAM02484m,Pantothenate and CoA metabolism,0.10870716967014854,0.12434440736970481,0.015637237699556272,0.015637237699556272
MAM02485m,Pantothenate and CoA metabolism;Protein degradation;Transport reactions,0.10610282518522754,0.12150108955923379,0.015398264374006251,0.015398264374006251
MAM02485c,Protein assembly;Transport reactions,0.10337250235395376,0.11824167992663724,0.014869177572683481,0.014869177572683481
MAM00027x,Leukotriene metabolism,0.031410829519206755,0.01738511341859503,-0.014025716100611724,0.014025716100611724
MAM00587x,Leukotriene metabolism,0.023988152457033753,0.012284424222313331,-0.011703728234720422,0.011703728234720422
MAM00419x,Leukotriene metabolism,0.037873635108762446,0.02670286878406718,-0.011170766324695266,0.011170766324695266
MAM00586x,Leukotriene metabolism,0.015983909289716713,0.0067797464877780355,-0.009204162801938677,0.009204162801938677
MAM02652x,Leukotriene metabolism,0.07959085301854789,0.08716601544978614,0.00757516243123825,0.00757516243123825
MAM02651x,Leukotriene metabolism,0.07859110722714895,0.08613827443564062,0.007547167208491676,0.007547167208491676
MAM00014x,Artificial reactions;Leukotriene metabolism,0.08008882336254022,0.08763554843421449,0.007546725071674268,0.007546725071674268
MAM00015x,Leukotriene metabolism,0.07988108989040542,0.08711589721758332,0.007234807327177906,0.007234807327177906
MAM00398x,Artificial reactions;Leukotriene metabolism,0.08108960652092805,0.08780259008288271,0.006712983561954669,0.006712983561954669
MAM02078l,Heparan sulfate degradation,0.04230439867927923,0.04867015324978911,0.006365754570509877,0.006365754570509877
MAM02067l,Heparan sulfate degradation,0.03467492234714397,0.028850071560722435,-0.005824850786421535,0.005824850786421535
MAM00397x,Leukotriene metabolism,0.07641100660841807,0.0822264707991349,0.005815464190716824,0.005815464190716824
MAM02077l,Heparan sulfate degradation,0.038063825367187484,0.043799707967973306,0.005735882600785822,0.005735882600785822
MAM02079l,Heparan sulfate degradation,0.04501929406650417,0.05070412624205074,0.005684832175546571,0.005684832175546571
MAM02056l,Heparan sulfate degradation,0.04285318445904376,0.04840776998653738,0.005554585527493626,0.005554585527493626
MAM02065l,Heparan sulfate degradation,0.038667109398656585,0.03368887754707954,-0.004978231851577045,0.004978231851577045
MAM01358l,Protein degradation;Transport reactions,0.2102048839271115,0.20523383200680112,-0.0049710519203103876,0.0049710519203103876
MAM03139c,Artificial reactions,0.830911111227079,0.8259539602075179,-0.004957151019561068,0.004957151019561068
MAM02057l,Heparan sulfate degradation,0.04803202631154824,0.052860970835634666,0.004828944524086429,0.004828944524086429
MAM00425x,Artificial reactions;Leukotriene metabolism,0.05422212850951403,0.05901013889787718,0.0047880103883631495,0.0047880103883631495
MAM02069l,Heparan sulfate degradation,0.027323660035214043,0.022662042832937376,-0.0046616172022766675,0.0046616172022766675
MAM02650x,Leukotriene metabolism,0.05439738224835926,0.058931069137992786,0.004533686889633529,0.004533686889633529
MAM00401x,Leukotriene metabolism,0.07612197026022947,0.08053770413769541,0.004415733877465938,0.004415733877465938
MAM02068l,Heparan sulfate degradation,0.029551617894956937,0.02520056351255459,-0.004351054382402346,0.004351054382402346
MAM00601x,Leukotriene metabolism,0.009486777956218167,0.005179244284441875,-0.004307533671776292,0.004307533671776292
MAM02058l,Heparan sulfate degradation,0.05270075590384171,0.05677088322113464,0.004070127317292928,0.004070127317292928
MAM02073l,Heparan sulfate degradation,0.02531953782442352,0.029308270409455578,0.003988732585032059,0.003988732585032059
MAM01358c,Protein assembly;Transport reactions,0.20815580776601555,0.2044034629036271,-0.003752344862388457,0.003752344862388457
MAM02070l,Heparan sulfate degradation,0.014155210243976686,0.010698159393638692,-0.003457050850337994,0.003457050850337994
MAM02071l,Heparan sulfate degradation,0.012129149899448043,0.00870895928804044,-0.0034201906114076034,0.0034201906114076034
MAM01358m,Porphyrin metabolism;Transport reactions,0.20783439884356864,0.20447336398948235,-0.0033610348540862867,0.0033610348540862867
MAM02074l,Heparan sulfate degradation,0.029878969164936844,0.03292746663627057,0.0030484974713337297,0.0030484974713337297
MAM02066l,Heparan sulfate degradation,0.02005699627476733,0.02289841456528468,0.002841418290517348,0.002841418290517348
MAM02059l,Heparan sulfate degradation,0.056710030899568074,0.05950654801856076,0.002796517118992689,0.002796517118992689
MAM02076l,Heparan sulfate degradation,0.031094065499798432,0.03386441231908704,0.0027703468192886056,0.0027703468192886056
MAM02083g,Chondroitin / heparan sulfate biosynthesis,0.064380400649899,0.06711634768569454,0.0027359470357955357,0.0027359470357955357
MAM01631m,Artificial reactions;Porphyrin metabolism,0.19833129435674723,0.19559626817238424,-0.0027350261843629986,0.0027350261843629986
MAM02082g,Chondroitin / heparan sulfate biosynthesis,0.06561264613652974,0.0683085281403342,0.0026958820038044534,0.0026958820038044534
MAM02666n,Pyrimidine metabolism;Transport reactions,0.0014687384306301737,0.004132105846469529,0.002663367415839355,0.002663367415839355
MAM02666m,Miscellaneous;Nucleotide metabolism;Pyrimidine metabolism,0.0014708489093210031,0.004117557734817511,0.0026467088254965073,0.0026467088254965073
MAM02990n,Pyrimidine metabolism;Transport reactions,0.00147146841503495,0.0040977024288417815,0.0026262340138068314,0.0026262340138068314
MAM02666c,Cysteine and methionine metabolism;Isolated;Purine metabolism,0.0014321633870337596,0.004041592875908534,0.0026094294888747748,0.0026094294888747748
MAM02990m,Miscellaneous;Nucleotide metabolism;Pyrimidine metabolism,0.0014695658052919045,0.004073523770163346,0.002603957964871442,0.002603957964871442
MAM02990c,Cysteine and methionine metabolism;Isolated;Protein assembly,0.0014673420691309425,0.004025785557545723,0.0025584434884147805,0.0025584434884147805
MAM02075l,Heparan sulfate degradation,0.02438961716128206,0.02676872070372028,0.00237910354243822,0.00237910354243822
MAM02061l,Heparan sulfate degradation,0.05470686572292915,0.05692791744028409,0.002221051717354941,0.002221051717354941
MAM00142g,N-glycan metabolism,0.011159712417586702,0.013253494765466731,0.0020937823478800292,0.0020937823478800292
MAM02072l,Heparan sulfate degradation,0.008367575826717948,0.0063031210226328046,-0.0020644548040851434,0.0020644548040851434
MAM02090g,Chondroitin / heparan sulfate biosynthesis,0.06078694171986734,0.0587359615074532,-0.0020509802124141427,0.0020509802124141427
MAM00423x,Leukotriene metabolism,0.06225565458014446,0.06429648854138403,0.002040833961239573,0.002040833961239573
MAM02060l,Heparan sulfate degradation,0.0567323579399463,0.05875555402223869,0.002023196082292393,0.002023196082292393
MAM02012c,Protein assembly;Transport reactions,0.22512212505396148,0.22711195602834025,0.00198983097437877,0.00198983097437877
MAM02089g,Chondroitin / heparan sulfate biosynthesis,0.03863073783296406,0.0367005894375988,-0.001930148395365254,0.001930148395365254
MAM02248l,Keratan sulfate degradation,0.009622003248447105,0.0077036182891514725,-0.001918384959295633,0.001918384959295633
MAM02598g,N-glycan metabolism,0.008568870573080992,0.010484353588717979,0.0019154830156369873,0.0019154830156369873
MAM02091g,Chondroitin / heparan sulfate biosynthesis,0.07173313538541938,0.06985624197830215,-0.0018768934071172333,0.0018768934071172333
MAM02088g,Chondroitin / heparan sulfate biosynthesis,0.02986214475336058,0.028012718525457683,-0.0018494262279028957,0.0018494262279028957
MAM00144g,N-glycan metabolism,0.018019244847965563,0.019767151427714666,0.0017479065797491034,0.0017479065797491034
MAM00143g,N-glycan metabolism,0.01870666843805631,0.02045245370586776,0.0017457852678114498,0.0017457852678114498
MAM00145g,N-glycan metabolism,0.017071047203959515,0.018808859674154365,0.00173781247019485,0.00173781247019485
MAM02084g,Chondroitin / heparan sulfate biosynthesis,0.03862516740070062,0.04031208568980307,0.0016869182891024528,0.0016869182891024528
MAM02498c,N-glycan metabolism,0.019178294555473353,0.017505622833277383,-0.0016726717221959703,0.0016726717221959703
MAM01589c,Artificial reactions;Glycerophospholipid metabolism;Transport reactions,0.008110866783088429,0.009781896431964377,0.0016710296488759487,0.0016710296488759487
MAM03143c,Artificial reactions,0.2564729673723381,0.25483532749280374,-0.0016376398795343583,0.0016376398795343583
MAM01589m,Glycerophospholipid metabolism;Transport reactions,0.007678028482700352,0.009293509180587928,0.0016154806978875766,0.0016154806978875766
MAM01390c,N-glycan metabolism,0.029973131982277388,0.02835829474257562,-0.0016148372397017663,0.0016148372397017663
MAM02275l,Keratan sulfate degradation,0.023624822127379437,0.02522069827476094,0.0015958761473815024,0.0015958761473815024
MAM02274l,Keratan sulfate degradation,0.022600874248708644,0.024196300906748687,0.001595426658040043,0.001595426658040043
MAM02277l,Keratan sulfate degradation,0.026847253043825937,0.028290822464770785,0.0014435694209448471,0.0014435694209448471
MAM02238l,Keratan sulfate degradation,0.027740095722142706,0.029177962069495623,0.0014378663473529167,0.0014378663473529167
MAM02092g,Chondroitin / heparan sulfate biosynthesis,0.09925142619985541,0.09781933538997592,-0.0014320908098794938,0.0014320908098794938
MAM02081g,Chondroitin / heparan sulfate biosynthesis,0.014738694776595606,0.013339810181041457,-0.001398884595554149,0.001398884595554149
MAM02240l,Keratan sulfate degradation,0.029970295785894288,0.03135070981932029,0.0013804140334260015,0.0013804140334260015
MAM01323c,N-glycan metabolism,0.04301165141855455,0.041636312410429706,-0.0013753390081248443,0.0013753390081248443
MAM02241l,Keratan sulfate degradation,0.03066796223712385,0.03203956280170833,0.001371600564584484,0.001371600564584484
MAM00140g,N-glycan metabolism;Transport reactions,0.04693516606414425,0.04556833300783594,-0.00136683305630831,0.00136683305630831
MAM02597g,N-glycan metabolism,0.0021234891725409313,0.0034572967679585534,0.0013338075954176221,0.0013338075954176221
MAM02269l,Keratan sulfate degradation,0.010294172739440811,0.008969660898378733,-0.001324511841062078,0.001324511841062078
MAM00140r,N-glycan metabolism;Transport reactions,0.04580058786817125,0.04451010076335908,-0.0012904871048121658,0.0012904871048121658
MAM00139g,N-glycan metabolism;Transport reactions,0.04666704039187998,0.04540406422738705,-0.0012629761644929322,0.0012629761644929322
MAM02266l,Keratan sulfate degradation,0.014793746872242799,0.013533618547312479,-0.0012601283249303197,0.0012601283249303197
MAM02095g,Chondroitin / heparan sulfate biosynthesis,0.15219479546295986,0.15344554367917068,0.001250748216210823,0.001250748216210823
MAM00139r,N-glycan metabolism;Transport reactions,0.045987868240131194,0.044761549568509355,-0.0012263186716218386,0.0012263186716218386
MAM02267l,Keratan sulfate degradation,0.014020867222581074,0.012803181833689635,-0.0012176853888914395,0.0012176853888914395
MAM02522c,N-glycan metabolism,0.014194403511099796,0.012981634306608203,-0.0012127692044915928,0.0012127692044915928
MAM02224g,Keratan sulfate biosynthesis,0.0196451846662267,0.0184404954996515,-0.0012046891665752,0.0012046891665752
MAM02243l,Keratan sulfate degradation,0.032025818984278545,0.03323030899471835,0.0012044900104398043,0.0012044900104398043
MAM01923m,Transport reactions;Vitamin E metabolism,0.062046911597245784,0.060845898635844275,-0.0012010129614015083,0.0012010129614015083
MAM02244l,Keratan sulfate degradation,0.0324851073990777,0.0336788759533792,0.0011937685543014984,0.0011937685543014984
MAM01538l,Chondroitin sulfate degradation,0.004188125776861658,0.0029999269456116554,-0.001188198831250003,0.001188198831250003
MAM02226g,Keratan sulfate biosynthesis,0.012256296054361557,0.0110787978910981,-0.0011774981632634574,0.0011774981632634574
MAM02222g,Keratan sulfate biosynthesis,0.023068156333205827,0.021891029799743247,-0.0011771265334625802,0.0011771265334625802
MAM02062l,Heparan sulfate degradation,0.056061987537904,0.05723424395730904,0.001172256419405042,0.001172256419405042
MAM01523l,Chondroitin sulfate degradation,0.0038367192723206206,0.002673002703418578,-0.0011637165689020426,0.0011637165689020426
MAM02225g,Keratan sulfate biosynthesis,0.016449799962322705,0.015316748473021646,-0.0011330514893010592,0.0011330514893010592
MAM00138g,N-glycan metabolism;Transport reactions,0.046378895500215525,0.04525690735926808,-0.0011219881409474455,0.0011219881409474455
MAM00146g,N-glycan metabolism,0.02477488919022762,0.025887157056572158,0.001112267866344538,0.001112267866344538
MAM00149g,N-glycan metabolism,0.025029195245896505,0.02613286127026259,0.0011036660243660852,0.0011036660243660852
MAM02268l,Keratan sulfate degradation,0.01346635986675351,0.012364861662939573,-0.0011014982038139373,0.0011014982038139373
MAM02227g,Keratan sulfate biosynthesis,0.00944498978740296,0.00837010517389432,-0.0010748846135086396,0.0010748846135086396
MAM00138r,N-glycan metabolism;Transport reactions,0.04544934589032472,0.044375484251174255,-0.001073861639150464,0.001073861639150464
MAM00148g,N-glycan metabolism,0.026939257868229254,0.028008668848037162,0.0010694109798079082,0.0010694109798079082
MAM00147g,N-glycan metabolism,0.027326487389583,0.028385297013753457,0.0010588096241704557,0.0010588096241704557
MAM02221g,Keratan sulfate biosynthesis,0.02753696063609231,0.02648558413361568,-0.0010513765024766294,0.0010513765024766294
MAM02263l,Keratan sulfate degradation,0.019436840115760724,0.018391270569582632,-0.001045569546178092,0.001045569546178092
MAM01537l,Chondroitin sulfate degradation,0.0036237381978921433,0.0025859117563607073,-0.001037826441531436,0.001037826441531436
MAM00596x,Leukotriene metabolism,0.004425122964925233,0.0033899496808720577,-0.001035173284053175,0.001035173284053175
MAM02272l,Keratan sulfate degradation,0.005878562049211664,0.004861870728944233,-0.0010166913202674308,0.0010166913202674308
MAM02264l,Keratan sulfate degradation,0.018673796199244422,0.017657497021376936,-0.0010162991778674864,0.0010162991778674864
MAM01732c,N-glycan metabolism,0.009662583856108891,0.008653298463463832,-0.0010092853926450592,0.0010092853926450592
MAM01924c,Artificial reactions;Vitamin E metabolism,0.067145922127734,0.06614414370264818,-0.0010017784250858225,0.0010017784250858225
MAM01733c,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;N-glycan metabolism;Transport reactions,0.008953075862733863,0.00795337230165477,-0.0009997035610790923,0.0009997035610790923
MAM01898r,N-glycan metabolism,0.0775868383797581,0.07857518551527751,0.0009883471355194018,0.0009883471355194018
MAM00153g,N-glycan metabolism;Transport reactions,0.046067982032313055,0.045083122173467466,-0.0009848598588455895,0.0009848598588455895
MAM00153r,N-glycan metabolism;Transport reactions,0.04543173168794166,0.044447550642423825,-0.0009841810455178332,0.0009841810455178332
MAM01867r,N-glycan metabolism,0.07359686679942264,0.07458097465910261,0.000984107859679978,0.000984107859679978
MAM02220g,Keratan sulfate biosynthesis,0.030987066915831946,0.030007001025629268,-0.0009800658902026776,0.0009800658902026776
MAM01522l,Chondroitin sulfate degradation,0.003087304992865107,0.0021085943652277978,-0.0009787106276373091,0.0009787106276373091
MAM01996c,Protein assembly;Protein degradation;Starch and sucrose metabolism,0.006389692590279024,0.0054156310921907695,-0.0009740614980882547,0.0009740614980882547
MAM01865c,N-glycan metabolism,0.057892369024310115,0.0569231402212242,-0.0009692288030859128,0.0009692288030859128
MAM01561l,Chondroitin sulfate degradation,0.003438510116766196,0.002474276670010223,-0.000964233446755973,0.000964233446755973
MAM02239l,Keratan sulfate degradation,0.028839880926198824,0.029801848314643744,0.0009619673884449197,0.0009619673884449197
MAM02204g,Keratan sulfate biosynthesis,0.037888083954280165,0.03884492030558238,0.0009568363513022121,0.0009568363513022121
MAM02206g,Keratan sulfate biosynthesis,0.043147985000370766,0.044101983695742336,0.0009539986953715704,0.0009539986953715704
MAM02203g,Keratan sulfate biosynthesis,0.03402138031303025,0.03497033023254858,0.0009489499195183271,0.0009489499195183271
MAM01923c,Transport reactions;Vitamin E metabolism,0.06550714205257438,0.06455869436740287,-0.0009484476851715079,0.0009484476851715079
MAM02242l,Keratan sulfate degradation,0.03159335085053135,0.03253437492899179,0.0009410240784604382,0.0009410240784604382
MAM02265l,Keratan sulfate degradation,0.018155117299220484,0.01721875398706256,-0.0009363633121579236,0.0009363633121579236
MAM01549l,Chondroitin sulfate degradation,0.0033607558211528753,0.0024278698788200892,-0.0009328859423327861,0.0009328859423327861
MAM02205g,Keratan sulfate biosynthesis,0.04111709854953017,0.04204304426076461,0.0009259457112344438,0.0009259457112344438
MAM02246l,Keratan sulfate degradation,0.03284149370334611,0.033764524123611764,0.0009230304202656539,0.0009230304202656539
MAM02093g,Chondroitin / heparan sulfate biosynthesis,0.11083999526499877,0.10992272256195366,-0.000917272703045105,0.000917272703045105
MAM02247l,Keratan sulfate degradation,0.03303811724874675,0.03395043427710809,0.0009123170283613369,0.0009123170283613369
MAM01731c,N-glycan metabolism,0.008577140490307535,0.007672620744431932,-0.0009045197458756029,0.0009045197458756029
MAM02273l,Keratan sulfate degradation,0.02161470859074443,0.022518546748549303,0.0009038381578048739,0.0009038381578048739
MAM01560l,Chondroitin sulfate degradation,0.00309875678153683,0.002200557774592621,-0.0008981990069442088,0.0008981990069442088
MAM02276l,Keratan sulfate degradation,0.025154213810837888,0.026051700973672817,0.0008974871628349285,0.0008974871628349285
MAM01897r,N-glycan metabolism,0.0823285332862812,0.08322155652209168,0.000893023235810475,0.000893023235810475
MAM02207g,Keratan sulfate biosynthesis,0.045856796673761795,0.046741735805406324,0.0008849391316445299,0.0008849391316445299
MAM01528l,Chondroitin sulfate degradation,0.005143226589291121,0.0042686027125563965,-0.0008746238767347245,0.0008746238767347245
MAM01733r,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;N-glycan metabolism;Phosphatidylinositol phosphate metabolism,0.011908417112163778,0.011035149035561652,-0.0008732680766021256,0.0008732680766021256
MAM01969g,N-glycan metabolism;Transport reactions,0.028426042481507166,0.029297178988803102,0.000871136507295936,0.000871136507295936
MAM01602c,Artificial reactions,0.06339835284507919,0.06252938856589838,-0.0008689642791808172,0.0008689642791808172
MAM02271l,Keratan sulfate degradation,0.00831481902177066,0.007447946919370864,-0.0008668721023997955,0.0008668721023997955
MAM02202g,Keratan sulfate biosynthesis,0.031195484535926465,0.032054007435604076,0.0008585228996776106,0.0008585228996776106
MAM01548l,Chondroitin sulfate degradation,0.002969491692465611,0.00211550976870817,-0.0008539819237574414,0.0008539819237574414
MAM02219g,Keratan sulfate biosynthesis,0.03421793447787479,0.033370945175169725,-0.0008469893027050618,0.0008469893027050618
MAM02228g,Keratan sulfate biosynthesis,0.007294253735382435,0.006448278594746278,-0.0008459751406361569,0.0008459751406361569
MAM01426c,Glycerophospholipid metabolism;Transport reactions,0.002444688606758312,0.0032897580785429498,0.0008450694717846378,0.0008450694717846378
MAM01535l,Chondroitin sulfate degradation,0.0034803944745903787,0.0026469050456399547,-0.000833489428950424,0.000833489428950424
MAM01734c,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;N-glycan metabolism;Transport reactions,0.01143479417625081,0.01060414537052806,-0.0008306488057227505,0.0008306488057227505
MAM02245l,Keratan sulfate degradation,0.03318868839883488,0.03401537049553592,0.0008266820967010383,0.0008266820967010383
MAM01969r,N-glycan metabolism;Transport reactions,0.029869167893428757,0.03068896626674807,0.000819798373319313,0.000819798373319313
MAM02236g,Keratan sulfate biosynthesis,0.027183457696991088,0.027994196984827704,0.0008107392878366169,0.0008107392878366169
MAM02229g,Keratan sulfate biosynthesis,0.0041034288178669704,0.0033024147768618197,-0.0008010140410051507,0.0008010140410051507
MAM01546l,Chondroitin sulfate degradation,0.0032834761556316044,0.002486457724789184,-0.0007970184308424204,0.0007970184308424204
MAM01731r,N-glycan metabolism,0.008314369991970338,0.0075196637469730964,-0.0007947062449972413,0.0007947062449972413
MAM02208g,Keratan sulfate biosynthesis,0.04768172278866502,0.04845002216787588,0.0007682993792108642,0.0007682993792108642
MAM02080l,Heparan sulfate degradation,0.00814989559597988,0.007395557103057809,-0.0007543384929220714,0.0007543384929220714
MAM02235g,Keratan sulfate biosynthesis,0.02289667461446265,0.023644166400303163,0.0007474917858405136,0.0007474917858405136
MAM02177c,Retinol metabolism,0.009560779857414168,0.010305728051061874,0.000744948193647706,0.000744948193647706
MAM02176c,Retinol metabolism,0.00956078218847592,0.010305729082463494,0.0007449468939875747,0.0007449468939875747
MAM02178c,Retinol metabolism,0.009560779864395663,0.010305726580207085,0.0007449467158114221,0.0007449467158114221
MAM02179c,Retinol metabolism,0.009560781539085019,0.010305725623284,0.000744944084198982,0.000744944084198982
MAM02624c,Artificial reactions;Retinol metabolism,0.009427662621493995,0.010159015465570702,0.0007313528440767072,0.0007313528440767072
MAM01349c,Pantothenate and CoA metabolism;Protein assembly;Protein degradation,0.006252962326902777,0.005532772946683743,-0.0007201893802190346,0.0007201893802190346
MAM01536l,Chondroitin sulfate degradation,0.002570696732396674,0.0018506485560668877,-0.0007200481763297863,0.0007200481763297863
MAM02209g,Keratan sulfate biosynthesis,0.04830133584411653,0.04901611688378661,0.0007147810396700843,0.0007147810396700843
MAM02260l,Keratan sulfate degradation,0.02384510968119788,0.023131774072978752,-0.0007133356082191268,0.0007133356082191268
MAM01896r,N-glycan metabolism,0.08749477980196013,0.08819638770720128,0.0007016079052411528,0.0007016079052411528
MAM02261l,Keratan sulfate degradation,0.023166823575414167,0.02247006159683751,-0.0006967619785766578,0.0006967619785766578
MAM01520l,Chondroitin sulfate degradation,0.002911811496574096,0.0022167088321042683,-0.0006951026644698276,0.0006951026644698276
MAM01758l,Chondroitin sulfate degradation;Heparan sulfate degradation;Transport reactions,0.0018175011742738508,0.0011236691749556195,-0.0006938319993182313,0.0006938319993182313
MAM01426m,Glycerophospholipid metabolism;Transport reactions,0.0021546877744579663,0.002846562996493036,0.0006918752220350698,0.0006918752220350698
MAM01534l,Chondroitin sulfate degradation,0.002944467417966627,0.002257296820411245,-0.0006871705975553823,0.0006871705975553823
MAM01359r,Pool reactions;Transport reactions,0.0005655168654022795,0.001243299615808435,0.0006777827504061555,0.0006777827504061555
MAM02218g,Keratan sulfate biosynthesis,0.038165873285975566,0.03749242828934228,-0.000673444996633285,0.000673444996633285
MAM02262l,Keratan sulfate degradation,0.022749206205599053,0.022078279473716912,-0.0006709267318821405,0.0006709267318821405
MAM01734r,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;N-glycan metabolism;Phosphatidylinositol phosphate metabolism,0.009083806363825074,0.008419569629243895,-0.0006642367345811792,0.0006642367345811792
MAM01359c,Protein assembly;Protein degradation;Transport reactions,0.0005568659120877016,0.0012174403754666523,0.0006605744633789507,0.0006605744633789507
MAM01559l,Chondroitin sulfate degradation,0.0022875266340354064,0.001641530127126283,-0.0006459965069091234,0.0006459965069091234
MAM01557l,Chondroitin sulfate degradation,0.0027161939412543583,0.0020711255143013117,-0.0006450684269530466,0.0006450684269530466
MAM01752n,Nucleotide metabolism;Pyrimidine metabolism,0.0004218893875067937,0.0010659031947180537,0.00064401380721126,0.00064401380721126
MAM02234g,Keratan sulfate biosynthesis,0.02007102495257011,0.020703673992517168,0.0006326490399470586,0.0006326490399470586
MAM02055l,Heparan sulfate degradation,0.013547767182928326,0.012922960581828754,-0.0006248066010995715,0.0006248066010995715
MAM00141l,Keratan sulfate degradation;N-glycan metabolism,0.0043348203016347646,0.003712592289819462,-0.0006222280118153025,0.0006222280118153025
MAM02249l,Keratan sulfate degradation,0.03349172647491745,0.034113444283866604,0.0006217178089491515,0.0006217178089491515
MAM01899r,N-glycan metabolism,0.06551773881096638,0.06613840086562542,0.0006206620546590352,0.0006206620546590352
MAM02013l,Glycosphingolipid metabolism,0.23213925744133856,0.23152219579724778,-0.0006170616440907828,0.0006170616440907828
MAM00584x,Leukotriene metabolism,0.0485724709823323,0.04918762007174548,0.0006151490894131806,0.0006151490894131806
MAM01568g,Chondroitin / heparan sulfate biosynthesis,0.006775647064787161,0.006164715268472959,-0.0006109317963142024,0.0006109317963142024
MAM01975l,Protein degradation;Transport reactions,0.0009679844317533656,0.0003669986516775288,-0.0006009857800758368,0.0006009857800758368
MAM01527l,Chondroitin sulfate degradation,0.0036449335932391825,0.0030453541366882355,-0.000599579456550947,0.000599579456550947
MAM01519l,Chondroitin sulfate degradation,0.0024741366157902704,0.0018801822205412834,-0.000593954395248987,0.000593954395248987
MAM01547l,Chondroitin sulfate degradation,0.0021279222761303625,0.0015384281018168326,-0.0005894941743135298,0.0005894941743135298
MAM01556l,Chondroitin sulfate degradation,0.00241939503555082,0.0018323759462799641,-0.0005870190892708559,0.0005870190892708559
MAM02230g,Keratan sulfate biosynthesis,0.0025598574895786185,0.0019828044190057263,-0.0005770530705728923,0.0005770530705728923
MAM01732r,N-glycan metabolism,0.01703162296358594,0.016455418482548178,-0.000576204481037762,0.000576204481037762
MAM02210g,Keratan sulfate biosynthesis,0.049361761624061036,0.04993239840915224,0.0005706367850912067,0.0005706367850912067
MAM02085g,Chondroitin / heparan sulfate biosynthesis,0.01255242189053958,0.013115891397662352,0.0005634695071227713,0.0005634695071227713
MAM01521l,Chondroitin sulfate degradation,0.0019587312696921944,0.0014007200817017268,-0.0005580111879904676,0.0005580111879904676
MAM02250l,Keratan sulfate degradation,0.03234497382652437,0.03290051258515436,0.0005555387586299934,0.0005555387586299934
MAM02237l,Keratan sulfate degradation,0.0028421187823196616,0.002293909747826323,-0.0005482090344933388,0.0005482090344933388
MAM02251l,Keratan sulfate degradation,0.03227577485250212,0.032823128533710146,0.0005473536812080279,0.0005473536812080279
MAM01906g,Chondroitin / heparan sulfate biosynthesis,0.0034486535751820503,0.0029017141014491153,-0.000546939473732935,0.000546939473732935
MAM01545l,Chondroitin sulfate degradation,0.002399271826081626,0.0018588142009543795,-0.0005404576251272465,0.0005404576251272465
MAM02727m,Glycerophospholipid metabolism,0.0015876743000314138,0.0021241497806867584,0.0005364754806553445,0.0005364754806553445
MAM02233g,Keratan sulfate biosynthesis,0.0160485922168569,0.016581466823375256,0.0005328746065183555,0.0005328746065183555
MAM01921g,Chondroitin / heparan sulfate biosynthesis,0.002630025001360992,0.0021039588544224837,-0.0005260661469385082,0.0005260661469385082
MAM01526l,Chondroitin sulfate degradation,0.0030989816254171987,0.0025757163507903603,-0.0005232652746268384,0.0005232652746268384
MAM01355r,Transport reactions,0.00029198834701377316,0.0008061521045419467,0.0005141637575281735,0.0005141637575281735
MAM01226m,Vitamin E metabolism,0.013680962585588909,0.01317008542289813,-0.0005108771626907791,0.0005108771626907791
MAM02324l,N-glycan metabolism,0.004121817922909215,0.003613967313518075,-0.0005078506093911402,0.0005078506093911402
MAM02509l,N-glycan metabolism,0.0025757075728513657,0.0020693374018701358,-0.00050637017098123,0.00050637017098123
MAM02217g,Keratan sulfate biosynthesis,0.04103731525997359,0.04053320403275154,-0.0005041112272220483,0.0005041112272220483
MAM01355c,Protein assembly;Protein degradation;Transport reactions,0.0002882572881658884,0.0007902855975754422,0.0005020283094095538,0.0005020283094095538
MAM01307l,Protein degradation;Transport reactions,0.0006443623724751034,0.00015337990184327455,-0.0004909824706318288,0.0004909824706318288
MAM02486m,Pyrimidine metabolism,0.004733625712981162,0.005223956377003125,0.000490330664021963,0.000490330664021963
MAM00762g,Chondroitin / heparan sulfate biosynthesis,0.009336064549713195,0.008850788084197342,-0.00048527646551585306,0.00048527646551585306
MAM02064l,Heparan sulfate degradation,0.039541380684494205,0.03907859200183669,-0.00046278868265751255,0.00046278868265751255
MAM01544l,Chondroitin sulfate degradation,0.002060734682710907,0.0015980743031789191,-0.000462660379531988,0.000462660379531988
MAM00422x,Leukotriene metabolism,0.06982487536870122,0.06936402942469988,-0.0004608459440013368,0.0004608459440013368
