"","BR:MCF7","BR:MDA-MB-231","BR:HS 578T","BR:BT-549","BR:T-47D","CNS:SF-268","CNS:SF-295","CNS:SNB-19","CNS:SNB-75","CNS:U251","CO:COLO 205","CO:HCC-2998","CO:HCT-116","CO:HCT-15","CO:HT29","CO:KM12","CO:SW-620","LE:CCRF-CEM","LE:HL-60(TB)","LE:K-562","LE:MOLT-4","LE:RPMI-8226","LE:SR","ME:LOX IMVI","ME:MALME-3M","ME:M14","ME:SK-MEL-2","ME:SK-MEL-28","ME:SK-MEL-5","ME:UACC-257","ME:UACC-62","ME:MDA-MB-435","LC:A549/ATCC","LC:EKVX","LC:HOP-62","LC:HOP-92","LC:NCI-H226","LC:NCI-H322M","LC:NCI-H460","LC:NCI-H522","OV:IGROV1","OV:OVCAR-3","OV:OVCAR-4","OV:OVCAR-5","OV:OVCAR-8","OV:SK-OV-3","OV:NCI/ADR-RES","PR:PC-3","PR:DU-145","RE:786-0","RE:A498","RE:ACHN","RE:CAKI-1","RE:RXF 393","RE:SN12C","RE:TK-10","RE:UO-31"
"ENSG00000094914",0.952069067986093,0.951371694374295,0.976337970757319,0.78169856443746,0.963403748693166,0.989370236464226,0.975624375429446,0.972940347857773,0.934149768935123,0.96155776353276,0.97889954548634,0.996503845570572,0.917132587676291,0.94421795745367,0.977493857301721,0.998814463347399,0.965320196854124,0.880503144475451,0.928381962675294,0.999209173388848,0.95035035016009,0.971377101486914,0.944969648533194,0.990656063421341,0.952673267138085,0.99212441411781,0.9896582288999,0.960538027700418,0.965822038702451,0.959960841711217,0.94561993257947,0.959104861677571,0.945839636722977,0.947085736831692,0.994105305026655,0.978193766607947,0.9883046880935,0.975904808928923,0.960173930040483,0.9855936411355,0.915655519203777,1.01378963240789,0.996900309769643,0.959171479593871,0.96854204457178,0.995541464183981,0.965345548503217,1.00069081200026,0.78671749582931,0.93762376219057,0.928091663190816,0.782869122335456,0.966424230155141,0.957568462040813,0.989085811356947,0.991705805737642,0.95589845675343
"ENSG00000149313",0.904435843821686,0.941863919789667,0.679800954467391,0.891945773346901,0.9511058214914,0.671279582697296,0.925474525289615,0.673372899975179,0.671953422872525,0.90735722153822,0.94517920223217,0.889621416264185,0.924520766588554,0.95197374943781,0.937985257800887,0.942501481734341,0.979113300299682,0.973625481644629,0.970006121001835,1.00830367714347,0.992592592393875,0.994395516214092,0.970444820186995,0.955069582315096,0.9116831681363,1.00947064081159,0.934896089641506,0.890317475840111,0.93950108015331,0.929613313572274,0.907850504072009,0.959500940497178,0.903277861643313,0.948080365834876,0.927565191142459,0.881409937094213,0.922810942556125,0.919385225400221,0.661527818823692,0.938102334637238,0.870869093248324,0.673779567051076,0.669333066559477,0.915355506688836,0.981649525916183,0.884969780860999,0.93666600260174,0.926675219396689,0.929975922766859,0.919801980015881,0.661201106151481,0.912848157948917,0.947095745552038,0.914234125606533,0.920196254947392,0.937543719209045,0.950323543862554
"ENSG00000008311",0.812344943770498,0.913142517398605,0.65827155465456,0.64613237626672,0.642864226789078,1.0371038906865,0.913286713104238,0.954229956552816,0.88616743607987,0.917394358944616,0.654416960998603,0.860453500976835,0.790335463100971,0.883364820347347,0.637051596926378,0.894289665897196,0.638620689529336,0.807668898192804,0.759844929451164,0.890075128333318,0.870670670496362,0.648718975050296,0.860583142429976,0.896222663837729,0.931881187934281,0.868906390017165,0.902984339426183,0.917416674727046,0.860145354378286,0.939402838778384,0.923472414292372,0.903653826932636,0.653756933806605,0.916053311932355,0.9253671693625,0.755551129989933,0.921183768753954,0.848388695915044,0.640577132001072,0.644013909459709,0.769655716529613,0.652440865495231,0.79172082775888,0.645488946296457,0.653559185187828,0.876647181040989,0.866560445953682,0.825816638542225,0.650280898745931,0.882772277052916,0.887593836252945,0.901267844484123,0.878549367165777,0.879927775929396,0.849704615830639,0.647746577266364,0.887207565776564
"ENSG00000183044",0.94472561259408,0.823610973393362,0.804102772254676,0.613237639431173,0.937617772302367,0.779181708628323,0.77122877107468,0.61885122208654,0.845613330486727,0.736926628377612,0.621100454190591,0.614524023451299,0.614217252273519,0.611713234441342,0.818280098119257,0.815451491638915,0.857733989978772,0.806451612739612,0.753723729697261,0.7931988926862,0.862862862690117,0.615692553919997,0.82296745928491,0.794433399444447,0.799009900831879,0.613298773678935,0.840145769557737,0.883592127211237,0.863681005526678,0.843465491758499,0.608265770099216,0.80899098904664,0.768330811746176,0.611895762758724,0.821061044895382,0.612565966222729,0.625648326934679,0.844620723679798,0.747307046003102,0.816095379867641,0.833777251487861,0.61922496213,0.793320667774558,0.61262696661768,0.807219197256056,0.609531358246402,0.825731925746717,0.607125234262879,0.617174959747758,0.824554455282266,0.729158435256982,0.827792752155777,0.817375709710596,0.617113050332609,0.616000800917993,0.835415209186486,0.916874066517297
"ENSG00000085563",1.02014488418773,0.974150737649965,0.982837412210249,0.979266347492172,0.976693444217655,0.823505816120436,0.954445554254856,1.0111658784808,1.00762898996032,1.00150557041022,0.991822311763388,1.00749175886375,0.964057507794717,1.06294123474934,1.002850122653,0.979055522430536,0.959999999810838,0.921485088066244,0.971842480928006,0.963226571577061,0.976976976781386,0.97017614071854,0.817195740707096,0.983499005768688,0.99405940574375,0.974578805508009,0.995764798385548,0.959944614586105,0.970339815169841,0.976994615569849,0.971920110545398,0.973363699183411,0.828240040175847,0.988462303364141,0.999100809072015,0.817683958813565,1.07657886686127,0.958453148049885,0.980926968874211,0.982414306809257,0.942685212401561,1.01680925998655,0.967103289477631,0.817765385218529,1.00080661403493,0.985237292978255,1.18701453870006,0.987466692788421,0.992375601727051,1.0073267324738,0.992295535165489,0.955775181999446,1.05589319496744,0.949944828779227,0.982276959851351,0.820625561942515,1.02439024369848
"ENSG00000125257",0.880619231739482,0.935525403399916,0.990555498935603,0.959330143349416,0.894575027096187,0.9263939027424,0.972227772033521,0.931495825182276,0.956032924923503,0.74776673677652,0.980514891270971,0.942363400071449,0.915734824098296,0.960723873727608,0.938181817997409,0.93104129600256,0.936945812623262,0.755731385523284,0.972658640895193,0.956899960269494,0.95135135116089,0.929343474593806,0.898198825575042,0.94075546700979,0.8875247522995,0.939487588288408,0.918940214533844,0.954406092185856,0.991160871932595,0.926480665506318,0.934546173435921,0.932171501944317,0.979122541406128,0.939526556407494,0.938155659718622,0.916260081466442,0.985457133939701,0.958849776706227,0.736238758625113,0.839741678919078,0.990233796785985,0.947357825677432,0.927707229091549,0.926707826941504,0.925589836473969,0.962845536319658,0.896235809421184,0.930820092582489,0.93459069002115,0.918613861204235,1.00829711556533,0.929220325261212,0.969413171073147,0.969806399644938,0.925202763407389,0.977915458983129,0.956296664817064
"ENSG00000101986",0.873077304580118,0.81727245700361,0.792119427075836,0.824162679261531,0.676782703426206,0.826714801278236,0.813786213623619,0.686450055188321,0.820517968114732,0.887483689473555,0.856537102300548,0.681650184660543,0.808306709103773,0.678532365381618,0.824373464211425,0.827306856189032,0.672315270803485,0.85717183995594,0.85982452543158,0.674574930669321,0.68308308294633,0.68294635694897,0.679072544396642,0.812326043576078,0.955247524563317,0.947662246845247,0.913227617273077,0.948867569785606,0.904144568669388,0.668037200064995,0.83567332393995,0.893949895852273,0.877660110765979,0.818380743819697,0.812668598099177,0.822463407184614,0.854673039590222,0.676648487719058,0.82182033781563,0.794237456374717,0.798658380033805,0.686864619891925,0.682331766686865,0.80043815956972,0.805404315223754,0.850490438749531,0.81059549874316,0.911872100875975,0.802568218137526,0.675643564222645,0.835045436421366,0.814215832921191,0.821360964267936,0.799679004754804,0.838289776541846,0.681922654005811,0.803583872413423
"ENSG00000117528",0.963580430492492,1.01535109418335,1.00599167238631,0.98843700139784,0.974313200243119,1.01684717187789,1.02637362616856,1.05764007623828,1.00943585605111,1.02238281621552,0.996264512671123,0.990510438319746,0.989616613220923,1.01879288037809,1.02211302191212,0.966212210834576,1.00098522147764,1.01805640068613,1.01550703917251,0.957493080079578,1.0070070068054,0.945556444966862,0.940392078626651,0.985685884495887,0.949108910703147,0.982753464064848,0.994976853935787,0.998912075759289,0.979964643296019,0.985413607247105,0.950168083656285,0.944053866532517,0.988199697228805,1.03123135050105,0.996503146968428,1.00009957164192,0.994813383302184,1.00406544352919,0.987251704518776,0.99413810213728,1.03659859898656,1.00110719657753,1.05869413037522,0.984465245770869,0.98023795100217,1.07321906250407,0.961362278239123,1.00661205940854,0.97672552147337,0.980594059211764,0.980047411896474,1.00189677528164,0.980372621105834,0.990871702078268,0.98407930289695,1.00789447366685,0.981184668794189
"ENSG00000060971",0.98322913546031,0.796276121462558,0.969229206668177,0.707336522984981,0.98423088347035,0.887484957704074,0.97842157822609,0.843979478755864,0.960449708700974,0.965974103991574,0.949419484916826,1.03106582738366,0.789536741056402,0.988167445363793,0.996167075971269,0.988144635252293,0.813990147622859,0.800568066382518,0.723933890894933,0.965994464024121,0.794594594435516,0.950960768424547,0.972037018415358,0.959443339769494,1.00693069286991,0.707407038040593,0.987491381663057,1.01295618613135,0.992339422315392,0.694664708625616,0.969942653555479,0.956530349350128,0.938779626638673,0.81141834079741,0.708961934117502,0.983968933389631,1.01169531149971,0.703619236350299,0.701255064591115,0.843318430036102,0.860017756563082,1.01781580251277,0.913908608956323,0.998406691695199,0.922766686645943,0.829683939199508,0.861780521636769,1.00740155906298,0.927568218112446,0.97386138594577,0.700908731588126,0.954377557960592,0.981767460200903,0.795265322340202,0.710523680642731,0.93954232018796,1.00248880019861
"ENSG00000167315",0.974694849464187,0.665742299561109,0.937544429585144,0.944776714325204,0.666666666534431,0.928600080038387,0.865534465361532,0.831505884552559,0.674764103458188,0.860784903972541,0.949015648470668,1.1087803414027,0.671126197949056,0.918166451045408,0.961179360990431,0.664098004215748,0.891822659922794,0.86062081540665,0.922464802913188,0.664491893897886,0.861661661489157,1.03622898297914,0.978604836107353,0.668190854737934,0.922970296846937,0.8750872294138,0.911651728373554,0.923944218984483,0.924769200368342,0.921194321895018,0.909036978265961,0.93236954135412,0.944629349279954,0.8589616071496,0.875212308747085,0.837797470708394,0.833112986711459,0.845413980992481,0.95543037830706,0.93174366598475,0.912498766713525,0.932259687784145,0.840715928239033,0.821947818995828,0.677757612285187,0.666006142739323,0.669388567881022,0.865094246350519,0.879614767078729,0.842376237456955,0.663966811405775,0.848357791584635,0.950682474653645,0.906610492344947,0.673074997361956,0.886979114442494,0.945545047098946
