cell_line,panel_size,trial,topology_distortion,proteomics_distortion,delta_distortion
CNS:SNB-75,200,6,1.4110463612527695,1.4108105527251078,-0.00023580852766169613
CNS:SNB-75,200,7,1.4114502866324259,1.412176277770007,0.0007259911375812056
CNS:SNB-75,200,8,1.4021580449348345,1.4026889224557304,0.0005308775208958671
CNS:SNB-75,200,9,1.4086071752634621,1.40911867101656,0.0005114957530978348
CNS:SNB-75,200,10,1.350244947463294,1.4023792970056932,0.05213434954239915
CNS:SNB-75,500,1,1.4125648313594117,1.4127668315431068,0.00020200018369509465
CNS:SNB-75,500,2,1.408082165798197,1.4083664999671526,0.00028433416895556896
CNS:SNB-75,500,3,1.4007514791927145,1.4009395995024425,0.00018812030972803484
CNS:SNB-75,500,4,1.3585361527863404,1.3572092265337719,-0.0013269262525685832
CNS:SNB-75,500,5,1.3663782410921568,1.3650900966947705,-0.001288144397386226
CNS:SNB-75,500,6,1.4139495258811057,1.4141340866002865,0.00018456071918082628
CNS:SNB-75,500,7,1.4109806078558742,1.412087706200068,0.0011070983441938687
CNS:SNB-75,500,8,1.3433782391810989,1.3437883444527532,0.0004101052716543041
CNS:SNB-75,500,9,1.407801967218884,1.404595674411161,-0.003206292807722999
CNS:SNB-75,500,10,1.3341099998664325,1.4105067907077689,0.07639679084133633
CNS:U251,50,1,1.3210977964125674,1.270436193361839,-0.05066160305072831
CNS:U251,50,2,1.2775092788787845,1.240039936211443,-0.03746934266734159
CNS:U251,50,3,1.2051850202618266,1.1954827800221401,-0.009702240239686466
CNS:U251,50,4,1.2916667853661197,1.3006186984714876,0.008951913105367915
CNS:U251,50,5,1.2403121955160943,1.1782771086266672,-0.06203508688942705
CNS:U251,50,6,1.2081305051419602,1.2135011371763764,0.005370632034416234
CNS:U251,50,7,1.313759150033972,1.241749514337228,-0.07200963569674412
CNS:U251,50,8,1.2481438480284839,1.2800149974934345,0.03187114946495062
CNS:U251,50,9,1.297737797295753,1.2997816782191316,0.0020438809233787048
CNS:U251,50,10,1.2230121595267616,1.2208491120883662,-0.002163047438395349
CNS:U251,100,1,1.3847787140575387,1.3544953925007093,-0.030283321556829446
CNS:U251,100,2,1.387457932858262,1.3781353732964452,-0.009322559561816712
CNS:U251,100,3,1.3863099776846879,1.3854550589062964,-0.0008549187783915002
CNS:U251,100,4,1.4020885113796764,1.403462734885683,0.0013742235060065777
CNS:U251,100,5,1.3295554989434655,1.395107729093964,0.06555223015049849
CNS:U251,100,6,1.4022157145843634,1.3886068914963092,-0.013608823088054223
CNS:U251,100,7,1.3898376165908797,1.3791358057533172,-0.010701810837562498
CNS:U251,100,8,1.3396933985195179,1.3505961633411838,0.010902764821665967
CNS:U251,100,9,1.3997654555925636,1.3955047005898567,-0.004260755002706951
CNS:U251,100,10,1.3608140316096826,1.3609626238789365,0.0001485922692538999
CNS:U251,200,1,1.3546984110113036,1.3684937020428198,0.013795291031516221
CNS:U251,200,2,,1.4107180072949463,
CNS:U251,200,3,1.3774936831618245,1.3602703030651058,-0.017223380096718754
CNS:U251,200,4,1.3456999109030294,1.3466195810831403,0.0009196701801108542
CNS:U251,200,5,1.3868291458704936,1.3842217446741574,-0.0026074011963361787
CNS:U251,200,6,,1.3992022300869527,
CNS:U251,200,7,1.386532108942703,1.4003632388844574,0.013831129941754394
CNS:U251,200,8,1.4044971711626406,1.3927579184661105,-0.01173925269653009
CNS:U251,200,9,1.3969122849556077,1.4046013291456372,0.00768904419002947
CNS:U251,200,10,1.4019211223151786,1.40023849880074,-0.001682623514438708
CNS:U251,500,1,1.4030324778028733,1.4026099240462302,-0.0004225537566431292
CNS:U251,500,2,1.3922794408579444,1.4002723615047021,0.007992920646757717
CNS:U251,500,3,1.3843543571857928,1.3861019193752566,0.0017475621894638138
CNS:U251,500,4,1.4032735975584447,1.4008579850590193,-0.002415612499425457
CNS:U251,500,5,1.4003719008792803,1.40127307942291,0.0009011785436296993
CNS:U251,500,6,1.3492214192980696,1.3435722400501147,-0.0056491792479549385
CNS:U251,500,7,1.411626409756229,1.413637730374431,0.0020113206182019727
CNS:U251,500,8,1.401200332042904,1.4031641817005398,0.001963849657635741
CNS:U251,500,9,1.412411096755731,1.4126718395820548,0.00026074282632371215
CNS:U251,500,10,1.3999274745161583,1.4108138979965787,0.01088642348042046
CO:COLO 205,50,1,1.3291071097412395,1.2483293175081818,-0.0807777922330577
CO:COLO 205,50,2,1.3230382901949334,1.2793236279114497,-0.04371466228348364
CO:COLO 205,50,3,1.315194509783278,1.3628943278908634,0.04769981810758539
CO:COLO 205,50,4,1.3715289493609337,1.3847869125731247,0.01325796321219097
CO:COLO 205,50,5,1.319385739140356,1.2228999017151605,-0.09648583742519556
CO:COLO 205,50,6,1.3147470886361847,1.3249826969769871,0.010235608340802393
CO:COLO 205,50,7,1.291535568795494,1.3364959588176772,0.04496039002218333
CO:COLO 205,50,8,1.2822988246629852,1.2309462878533335,-0.05135253680965168
CO:COLO 205,50,9,1.3375721895632346,1.3328479501462176,-0.004724239417017051
CO:COLO 205,50,10,1.3374371837826484,1.3333269274299104,-0.004110256352737984
CO:COLO 205,100,1,1.3710758354310428,1.3570973759634772,-0.013978459467565596
CO:COLO 205,100,2,1.3246805727070714,1.3097633274275449,-0.014917245279526536
CO:COLO 205,100,3,1.2908263369130415,1.3154580585855462,0.024631721672504714
CO:COLO 205,100,4,1.347412442442557,1.3293443187861893,-0.018068123656367785
CO:COLO 205,100,5,1.3217215377230553,1.33571141386823,0.013989876145174662
CO:COLO 205,100,6,1.3318378387471506,1.3378707868967017,0.006032948149551132
CO:COLO 205,100,7,1.394917720179855,1.3950670297067342,0.0001493095268791933
CO:COLO 205,100,8,1.391055019307719,1.3726639302675459,-0.01839108904017306
CO:COLO 205,100,9,1.3884128839876775,1.385540579615059,-0.0028723043726184283
CO:COLO 205,100,10,1.3767281657025032,1.3867312043494147,0.010003038646911433
CO:COLO 205,200,1,1.3986488370967027,1.374112769863654,-0.024536067233048797
CO:COLO 205,200,2,1.3284492914037933,1.3266561877667618,-0.0017931036370315567
CO:COLO 205,200,3,1.3936935961374626,1.3903267733057274,-0.0033668228317351723
CO:COLO 205,200,4,1.3884647238113752,1.3801707966595906,-0.008293927151784564
CO:COLO 205,200,5,,1.3864552521199887,
CO:COLO 205,200,6,1.4016207724906635,1.4117085427704477,0.010087770279784136
CO:COLO 205,200,7,1.4102668866690504,1.408134592475296,-0.0021322941937544915
CO:COLO 205,200,8,1.3998454160482665,1.4083081057980809,0.008462689749814345
CO:COLO 205,200,9,1.3902006349389013,1.389696724636673,-0.0005039103022284053
CO:COLO 205,200,10,1.4059618490695875,1.4071575415204363,0.0011956924508487177
CO:COLO 205,500,1,1.4129545579941232,1.412162045934453,-0.0007925120596701252
CO:COLO 205,500,2,1.403439986220434,1.4057376984211354,0.0022977122007012962
CO:COLO 205,500,3,1.3821874265646297,1.3924569993046163,0.010269572739986632
CO:COLO 205,500,4,1.4044655034098152,1.4072156644236309,0.002750161013815644
CO:COLO 205,500,5,1.4062553046325061,1.4102590029730682,0.004003698340562023
CO:COLO 205,500,6,1.3667273336985135,1.360874056045823,-0.005853277652690503
CO:COLO 205,500,7,1.4101493056513605,1.4110562083274991,0.0009069026761385768
CO:COLO 205,500,8,1.3955656317159681,1.400984907823925,0.005419276107956783
CO:COLO 205,500,9,1.2833743400559516,1.283209553694532,-0.0001647863614195888
CO:COLO 205,500,10,1.3548778068703295,1.4138399216726738,0.058962114802344257
CO:HCC-2998,50,1,1.2906045398885349,1.3189293498802284,0.02832480999169351
CO:HCC-2998,50,2,1.3154753374769304,1.2723723374957399,-0.04310299998119049
CO:HCC-2998,50,3,1.3283053709229804,1.3188515719493994,-0.009453798973581007
CO:HCC-2998,50,4,1.3711032239604537,1.3715003717193386,0.00039714775888488596
CO:HCC-2998,50,5,1.2658778782736269,1.202821244557046,-0.06305663371658077
CO:HCC-2998,50,6,1.3531864882121176,1.2603194165499825,-0.09286707166213515
CO:HCC-2998,50,7,1.2895791790385938,1.3326556932513258,0.043076514212732064
CO:HCC-2998,50,8,1.277290305133241,1.2238455962794161,-0.053444708853824796
CO:HCC-2998,50,9,1.3364869351912472,1.265866802139487,-0.07062013305176018
CO:HCC-2998,50,10,1.3795320671968134,1.3237731296499307,-0.05575893754688277
CO:HCC-2998,100,1,1.3509355604727016,1.3794813576343967,0.02854579716169514
CO:HCC-2998,100,2,1.406014274010782,1.4038640518089185,-0.00215022220186345
CO:HCC-2998,100,3,1.3631073037241743,1.333846460841223,-0.029260842882951277
CO:HCC-2998,100,4,1.373291271273486,1.411380837815612,0.03808956654212614
CO:HCC-2998,100,5,1.3498579814688259,1.322463308782079,-0.02739467268674689
CO:HCC-2998,100,6,1.409269109570369,1.4000122650884343,-0.009256844481934756
CO:HCC-2998,100,7,1.3619358332209852,1.412375573163422,0.05043973994243678
CO:HCC-2998,100,8,1.3973796725185719,1.4013819082739754,0.004002235755403483
CO:HCC-2998,100,9,1.3893245967505894,1.3568640143289095,-0.03246058242167993
CO:HCC-2998,100,10,1.3732141772351434,1.2982211614290198,-0.07499301580612361
CO:HCC-2998,200,1,1.4084465310661343,1.4127721406286133,0.004325609562479071
CO:HCC-2998,200,2,1.4005614736505294,1.3991594634964521,-0.00140201015407726
CO:HCC-2998,200,3,1.3738150922571184,1.364386511902202,-0.009428580354916338
CO:HCC-2998,200,4,1.3893873745627792,1.3967682335559994,0.007380858993220274
CO:HCC-2998,200,5,1.4049472537283838,1.4111541069922258,0.0062068532638419605
CO:HCC-2998,200,6,1.3948649095693797,1.3927288985302972,-0.0021360110390824527
CO:HCC-2998,200,7,1.3536657295280423,1.3402597894713841,-0.013405940056658183
CO:HCC-2998,200,8,1.4089770973663631,1.4087808456548798,-0.00019625171148329734
CO:HCC-2998,200,9,1.3998728572067387,1.4134286261960773,0.013555768989338635
CO:HCC-2998,200,10,1.4015801385843913,1.4103549910524729,0.008774852468081518
CO:HCC-2998,500,1,1.3381416229789416,1.3245792883862146,-0.013562334592726932
CO:HCC-2998,500,2,1.4049313441348839,1.4139328799782283,0.0090015358433444
CO:HCC-2998,500,3,1.3869398070482135,1.4013832647383504,0.014443457690136885
CO:HCC-2998,500,4,1.379195028529492,1.3813905215013482,0.002195492971856172
CO:HCC-2998,500,5,1.4094259562638358,1.4134676852090335,0.00404172894519772
CO:HCC-2998,500,6,1.4055335380077123,1.4083954164432069,0.0028618784354945692
CO:HCC-2998,500,7,1.4139127396572102,1.41366387583701,-0.00024886382020028464
CO:HCC-2998,500,8,1.413381072529561,1.4107437018726703,-0.0026373706568907362
CO:HCC-2998,500,9,1.3790789720026673,1.3968990206283902,0.01782004862572295
CO:HCC-2998,500,10,1.4093103269021983,1.4122129681373095,0.002902641235111192
CO:HCT-116,50,1,1.2498401347798196,1.262558016324243,0.012717881544423326
CO:HCT-116,50,2,1.3119526647990682,1.3083018436366676,-0.0036508211624006748
CO:HCT-116,50,3,1.3718596159067225,1.3388290286640563,-0.033030587242666165
CO:HCT-116,50,4,1.3022522250121653,1.2251954632719302,-0.07705676174023512
CO:HCT-116,50,5,1.2867183754409481,1.2521850237750969,-0.03453335166585125
CO:HCT-116,50,6,1.2978792056395074,1.1858524029568804,-0.11202680268262699
CO:HCT-116,50,7,1.2214606530855996,1.1751984800428068,-0.04626217304279279
CO:HCT-116,50,8,1.3064409307828049,1.319238250761933,0.01279731997912803
CO:HCT-116,50,9,1.2967532102063353,1.2954429381866008,-0.0013102720197344375
CO:HCT-116,50,10,1.2546781419656106,1.2303819254341244,-0.02429621653148617
CO:HCT-116,100,1,1.365931345308299,1.370222064932413,0.004290719624113981
CO:HCT-116,100,2,1.4099116173770536,1.4102838962272053,0.00037227885015167494
CO:HCT-116,100,3,1.3477244164745854,1.3419229537547899,-0.005801462719795536
CO:HCT-116,100,4,1.4089967514440869,1.4109591353191182,0.001962383875031337
CO:HCT-116,100,5,1.3767006443073637,1.3441996007166874,-0.03250104359067629
CO:HCT-116,100,6,1.3577953017679483,1.3457907773965805,-0.012004524371367786
CO:HCT-116,100,7,1.406551986559596,1.4039786511339272,-0.0025733354256687324
CO:HCT-116,100,8,1.4005537132485908,1.4005948907580816,4.117750949084176e-05
CO:HCT-116,100,9,1.3766724555086522,1.36826860716486,-0.008403848343792264
CO:HCT-116,100,10,1.3928135940911588,1.395197336450434,0.002383742359275187
CO:HCT-116,200,1,1.4099982465742789,1.4110001948121063,0.0010019482378273992
CO:HCT-116,200,2,1.369350179710346,1.3697066141101166,0.0003564343997706221
CO:HCT-116,200,3,1.3828892823958654,1.396534887921056,0.013645605525190563
CO:HCT-116,200,4,1.3849613108192262,1.397800424343333,0.012839113524106827
CO:HCT-116,200,5,1.4027251780235646,1.401152383349924,-0.0015727946736405762
CO:HCT-116,200,6,1.3561382107247892,1.3677394555892808,0.011601244864491544
CO:HCT-116,200,7,1.3685356285731765,1.3937586761978913,0.025223047624714834
CO:HCT-116,200,8,1.4104763126522473,1.4103476854347534,-0.00012862721749384853
CO:HCT-116,200,9,,1.4064659037027205,
CO:HCT-116,200,10,1.4027143592795468,1.4009021132119939,-0.001812246067552925
CO:HCT-116,500,1,1.3959347172106868,1.4052269873360252,0.009292270125338398
CO:HCT-116,500,2,1.4089745507974247,1.4088829834826608,-9.156731476389623e-05
CO:HCT-116,500,3,1.4028582866927837,1.4097461424260787,0.006887855733294979
CO:HCT-116,500,4,1.4107818108680656,1.4112677719634799,0.0004859610954142113
CO:HCT-116,500,5,1.4109320624016475,1.4129686393102519,0.0020365769086043706
CO:HCT-116,500,6,1.4133425498648104,1.4099152775498058,-0.0034272723150046147
CO:HCT-116,500,7,1.4071918745540366,1.4071937545672923,1.8800132557394988e-06
CO:HCT-116,500,8,1.4103005581691743,1.4116221366213608,0.0013215784521865004
CO:HCT-116,500,9,1.4010773853872411,1.4091400611585259,0.008062675771284722
CO:HCT-116,500,10,1.4119596490797919,1.4129019553303828,0.0009423062505908852
CO:HCT-15,50,1,1.2532738558692715,1.098391870844251,-0.15488198502502049
CO:HCT-15,50,2,1.2700670576719808,1.225759331600388,-0.044307726071592723
CO:HCT-15,50,3,1.21386311905563,1.348823088800193,0.13495996974456315
CO:HCT-15,50,4,1.3382188477238557,1.3406511767934377,0.0024323290695820177
CO:HCT-15,50,5,1.3015223763553188,1.4061818038044056,0.10465942744908685
CO:HCT-15,50,6,1.352120275395321,1.2866165799316958,-0.06550369546362522
CO:HCT-15,50,7,1.2931674932847617,1.4056435934601685,0.11247610017540688
CO:HCT-15,50,8,1.2434153628507387,1.4073786555366696,0.1639632926859309
CO:HCT-15,50,9,1.270185995931041,1.371298406517313,0.10111241058627196
CO:HCT-15,50,10,1.1855111925321684,1.1205856058450652,-0.06492558668710324
CO:HCT-15,100,1,1.3370732602797804,1.3388090075018537,0.0017357472220733694
CO:HCT-15,100,2,1.3607855936203623,1.3734162388597495,0.012630645239387173
CO:HCT-15,100,3,1.3221950036118846,1.2500641405726187,-0.07213086303926586
CO:HCT-15,100,4,1.3731181361174831,1.1572910530959302,-0.21582708302155296
CO:HCT-15,100,5,1.3565222321447807,1.228483407677553,-0.1280388244672277
CO:HCT-15,100,6,1.3900749594338082,1.1011284933101253,-0.2889464661236829
CO:HCT-15,100,7,1.2593413105829536,1.349688256491713,0.09034694590875936
CO:HCT-15,100,8,1.3942549854503963,1.2839650126273794,-0.11028997282301689
CO:HCT-15,100,9,1.3196076422165122,1.3287970555130015,0.009189413296489368
CO:HCT-15,100,10,1.3442519486734437,1.3944633831908266,0.05021143451738297
CO:HCT-15,200,1,1.3789478213106157,1.3700924331270035,-0.0088553881836122
CO:HCT-15,200,2,1.408730150084887,1.391839910146609,-0.016890239938277984
CO:HCT-15,200,3,1.368823663757689,1.367415105208571,-0.001408558549117922
CO:HCT-15,200,4,1.3687164682898056,1.413892833262135,0.04517636497232935
CO:HCT-15,200,5,1.3922153913276438,1.4027972373583146,0.010581846030670805
CO:HCT-15,200,6,1.3667239244078893,1.410372721003897,0.04364879659600773
CO:HCT-15,200,7,1.4116080730447234,1.4073484274155799,-0.004259645629143494
CO:HCT-15,200,8,1.4037895342350384,1.4116056878662702,0.007816153631231781
CO:HCT-15,200,9,1.4011310196088622,1.4045258532707634,0.0033948336619011865
CO:HCT-15,200,10,1.3873208995879234,1.4130054445888323,0.025684545000908887
CO:HCT-15,500,1,1.386902691723096,1.4137417441213256,0.02683905239822959
CO:HCT-15,500,2,1.4030030812609737,1.4135287596016537,0.010525678340679967
CO:HCT-15,500,3,1.4097961324732597,1.4129583781919575,0.0031622457186977204
CO:HCT-15,500,4,1.4102189075685037,1.3839193361520878,-0.026299571416415812
CO:HCT-15,500,5,1.4095509834028772,1.40843901388332,-0.0011119695195571655
CO:HCT-15,500,6,1.411683246175194,1.406989212328923,-0.004694033846271095
CO:HCT-15,500,7,1.4128591776052155,1.4132576855844936,0.00039850797927809545
CO:HCT-15,500,8,1.369269235451416,1.414033286719268,0.04476405126785199
CO:HCT-15,500,9,1.344119014368506,1.4142044379301826,0.07008542356167657
CO:HCT-15,500,10,1.3667433745834616,1.3997672332528937,0.03302385866943203
CO:HT29,50,1,1.2175319875257813,1.214180352543486,-0.003351634982295293
CO:HT29,50,2,1.1216935788027342,1.2370563812283013,0.11536280242556707
CO:HT29,50,3,1.3327981162920963,1.3320628901614042,-0.0007352261306921015
CO:HT29,50,4,1.3239098903760658,1.3401858674794729,0.016275977103407113
CO:HT29,50,5,1.2892419122025955,1.2888031997587017,-0.00043871244389381836
CO:HT29,50,6,1.3672180760862491,1.3027474044723917,-0.06447067161385744
CO:HT29,50,7,1.2880460631693682,1.2967585674030413,0.00871250423367309
CO:HT29,50,8,1.2731886895630837,1.1942128159713394,-0.0789758735917443
CO:HT29,50,9,1.345483746376994,1.3394356176988131,-0.006048128678180831
CO:HT29,50,10,1.2913055569049172,1.3135885251251729,0.02228296822025566
CO:HT29,100,1,1.392249447492713,1.3957722178582999,0.0035227703655869025
CO:HT29,100,2,1.3879347899314345,1.391653898615605,0.00371910868417058
CO:HT29,100,3,1.3929672827133854,1.3894042572761178,-0.0035630254372676085
CO:HT29,100,4,1.3258152029498598,1.3204105026354316,-0.00540470031442819
CO:HT29,100,5,1.4058942913809738,1.405223099209083,-0.000671192171890711
CO:HT29,100,6,1.3968707603380721,1.3984524679687087,0.0015817076306365863
CO:HT29,100,7,1.3875967027501492,1.4122212566644297,0.024624553914280423
CO:HT29,100,8,1.335323847160548,1.3347214963895728,-0.0006023507709751463
CO:HT29,100,9,1.3764486427503586,1.3617044497784994,-0.014744192971859249
CO:HT29,100,10,1.354080830996348,1.3643418369235496,0.010261005927201694
CO:HT29,200,1,,1.4042722807720898,
CO:HT29,200,2,1.4063444605932014,1.4023006501618225,-0.004043810431378914
CO:HT29,200,3,1.4007863414825796,1.4009161455486585,0.00012980406607887574
CO:HT29,200,4,1.3885408001878126,1.3760430790357274,-0.01249772115208514
CO:HT29,200,5,,1.3924888229144639,
CO:HT29,200,6,1.4071672672676503,1.404941178260181,-0.002226089007469234
CO:HT29,200,7,1.389287722295918,1.3824224116539714,-0.006865310641946509
CO:HT29,200,8,1.3970449029000678,1.395019824339474,-0.0020250785605937516
CO:HT29,200,9,1.3961167873969085,1.4108603394853947,0.014743552088486211
CO:HT29,200,10,1.3878330318872556,1.4118165980490582,0.02398356616180264
CO:HT29,500,1,1.4018201830472488,1.4097490600875364,0.007928877040287663
CO:HT29,500,2,1.4013212801906993,1.4067059295533608,0.0053846493626614755
CO:HT29,500,3,1.408277180613079,1.4071052557528787,-0.0011719248602002352
CO:HT29,500,4,1.4116369858393154,1.4117784233418829,0.00014143750256745413
CO:HT29,500,5,1.337070903673394,1.4125247471924776,0.07545384351908346
CO:HT29,500,6,1.3993490306594476,1.4076870606558005,0.008338029996352914
CO:HT29,500,7,1.4140159282624458,1.4126696240684633,-0.001346304193982517
CO:HT29,500,8,1.4122835012219432,1.4130551288844901,0.0007716276625469032
CO:HT29,500,9,1.4112787459588416,1.41236405298023,0.0010853070213883154
CO:HT29,500,10,1.4052022446589043,1.4136179337944628,0.008415689135558457
CO:KM12,50,1,1.2705089434932637,1.1363695850082203,-0.13413935848504344
CO:KM12,50,2,1.245451459113503,1.2485498914770115,0.0030984323635083744
CO:KM12,50,3,1.3477268396448265,1.1642303404579686,-0.18349649918685795
CO:KM12,50,4,1.298953702017066,1.3765085967110209,0.07755489469395482
CO:KM12,50,5,1.337562520330638,1.296030084841436,-0.04153243548920216
CO:KM12,50,6,1.262890241723928,1.3551038623032299,0.09221362057930182
CO:KM12,50,7,1.2555675609979315,1.2020543021267687,-0.05351325887116287
CO:KM12,50,8,1.3213779037972035,1.3760458002447207,0.05466789644751713
CO:KM12,50,9,1.3131001164398575,1.3410166246239883,0.027916508184130828
CO:KM12,50,10,1.1907225871951959,1.2905654734295597,0.09984288623436388
CO:KM12,100,1,1.381902512636562,1.36587531041373,-0.01602720222283205
CO:KM12,100,2,1.4053556473271054,1.3937464558983979,-0.011609191428707533
CO:KM12,100,3,1.37005646056734,1.37783688824101,0.007780427673669932
CO:KM12,100,4,1.2101186930838008,1.3334036379740057,0.12328494489020492
CO:KM12,100,5,1.3811639074292394,1.3972217304073082,0.016057822978068792
CO:KM12,100,6,1.3299761818461804,1.369370571619098,0.03939438977291765
CO:KM12,100,7,1.340880292971401,1.359098078669372,0.018217785697971056
CO:KM12,100,8,1.3994129519823015,1.345421029542023,-0.053991922440278506
CO:KM12,100,9,1.4069517714942865,1.3153434873378862,-0.09160828415640032
CO:KM12,100,10,1.3616713591676002,1.413883674750384,0.05221231558278383
CO:KM12,200,1,1.385949103158937,1.3966592902400639,0.01071018708112681
CO:KM12,200,2,1.3991162629960756,1.370131901175258,-0.02898436182081765
CO:KM12,200,3,1.4057588450772507,1.3872123276890076,-0.01854651738824309
CO:KM12,200,4,1.3903047596426938,1.3938938651930168,0.0035891055503229907
CO:KM12,200,5,,1.4000376549024318,
CO:KM12,200,6,1.3743200741415258,1.3040453209058713,-0.07027475323565446
CO:KM12,200,7,1.376538144163701,1.2879549123070078,-0.08858323185669326
CO:KM12,200,8,1.3943037010805002,1.4006670195586033,0.006363318478103119
CO:KM12,200,9,1.4070961490802332,1.348747123006756,-0.05834902607347714
CO:KM12,200,10,1.3861446328923215,1.3987846928558003,0.012640059963478834
CO:KM12,500,1,1.4113966697211804,1.4133587143568975,0.0019620446357171417
CO:KM12,500,2,1.3575689307386567,1.413990910771476,0.0564219800328194
CO:KM12,500,3,1.4023223840910206,1.4131113353702012,0.010788951279180559
CO:KM12,500,4,1.413623903241311,1.414176298003411,0.0005523947621000058
CO:KM12,500,5,1.4039102075109526,1.4131755408200783,0.009265333309125712
CO:KM12,500,6,1.4120182422651884,1.413564369684702,0.0015461274195136543
CO:KM12,500,7,1.4082378417295771,1.414198115015211,0.005960273285633866
CO:KM12,500,8,1.4015869094973261,1.4137239180758154,0.012137008578489317
CO:KM12,500,9,1.412603844433192,1.4141345534036567,0.0015307089704645893
CO:KM12,500,10,1.3960991067524504,1.411065930707822,0.014966823955371522
CO:SW-620,50,1,1.2832685241028363,1.365720764918894,0.08245224081605773
CO:SW-620,50,2,1.2503272241979804,1.250690252933945,0.00036302873596461005
CO:SW-620,50,3,1.2856072096053592,1.3325858470246352,0.04697863741927599
CO:SW-620,50,4,1.2719036605076541,1.3074134052029531,0.035509744695298995
CO:SW-620,50,5,1.2207438370294013,1.28234177672067,0.0615979396912687
CO:SW-620,50,6,1.2891769831914288,1.3002039302147184,0.011026947023289546
CO:SW-620,50,7,1.2758355797784584,1.3148083203124343,0.038972740533975925
CO:SW-620,50,8,1.3221087489496866,1.292135320645038,-0.029973428304648442
CO:SW-620,50,9,1.2254897570554928,1.1635453128404263,-0.06194444421506651
CO:SW-620,50,10,1.3343056570312144,1.2942812822971324,-0.04002437473408205
CO:SW-620,100,1,1.3792858915817314,1.377798801149886,-0.0014870904318453615
CO:SW-620,100,2,1.3915004739102708,1.387787807701692,-0.0037126662085786855
CO:SW-620,100,3,1.2236070475239713,1.255314725065135,0.03170767754116377
CO:SW-620,100,4,1.3543330164426428,1.3531606611500746,-0.0011723552925682057
CO:SW-620,100,5,1.2631635712795082,1.257175471760326,-0.005988099519182111
CO:SW-620,100,6,1.4072921947921588,1.407079231408101,-0.0002129633840577405
CO:SW-620,100,7,1.399378638543202,1.3955631404308078,-0.0038154981123943443
CO:SW-620,100,8,1.3620247267500885,1.3525683205553087,-0.00945640619477972
CO:SW-620,100,9,1.3407307590259796,1.3570678198646302,0.016337060838650608
CO:SW-620,100,10,1.402274585302327,1.3774047697227716,-0.024869815579555477
CO:SW-620,200,1,1.4041242744486568,1.401500641667476,-0.002623632781180829
CO:SW-620,200,2,1.400869827661784,1.4002693974506544,-0.0006004302111295434
CO:SW-620,200,3,1.4066501607828723,1.3962384065597735,-0.010411754223098812
CO:SW-620,200,4,1.4077323665285424,1.3607734528567366,-0.046958913671805824
CO:SW-620,200,5,1.4084732889196145,1.4055151312720426,-0.002958157647571902
CO:SW-620,200,6,1.393949499736454,1.351896293439158,-0.04205320629729603
CO:SW-620,200,7,1.3952523489149395,1.4016608189237438,0.00640847000880429
CO:SW-620,200,8,1.348611560097581,1.3707130375390681,0.02210147744148716
CO:SW-620,200,9,1.40193970758311,1.396856568236552,-0.005083139346558019
CO:SW-620,200,10,1.3984789389441057,1.379775868173849,-0.01870307077025668
CO:SW-620,500,1,1.41258480967229,1.4124918468201635,-9.296285212645472e-05
CO:SW-620,500,2,1.3664945292478277,1.4110512353115805,0.04455670606375284
CO:SW-620,500,3,1.4137923107342054,1.4111272283353216,-0.0026650823988838557
CO:SW-620,500,4,1.4083292181094103,1.4094371987450502,0.0011079806356399935
CO:SW-620,500,5,1.4100155695880245,1.4129349699955829,0.002919400407558337
CO:SW-620,500,6,1.4123590976825735,1.4119752837721278,-0.00038381391044572943
CO:SW-620,500,7,1.3953029232758174,1.409920799798438,0.014617876522620588
CO:SW-620,500,8,1.3978182503680114,1.3982103533840364,0.00039210301602499165
CO:SW-620,500,9,1.4045146700963187,1.4074076111013627,0.002892941005044003
CO:SW-620,500,10,1.399559841827383,1.41201129419778,0.012451452370397131
LE:CCRF-CEM,50,1,1.3233541352130955,1.4087385438508524,0.08538440863775687
LE:CCRF-CEM,50,2,1.2535190783368955,1.4140669191529363,0.1605478408160408
LE:CCRF-CEM,50,3,1.2653705161657578,1.2409127025517552,-0.024457813614002566
LE:CCRF-CEM,50,4,1.2349915896796546,1.4087963013904865,0.1738047117108319
LE:CCRF-CEM,50,5,1.2240875045739406,1.4025476619012736,0.178460157327333
LE:CCRF-CEM,50,6,1.2848570977079494,1.4130688807984102,0.12821178309046077
LE:CCRF-CEM,50,7,1.281189949694837,1.3865133687849784,0.10532341909014153
LE:CCRF-CEM,50,8,1.275865249996184,1.3016367868275414,0.025771536831357356
LE:CCRF-CEM,50,9,1.2078388970213814,1.3564347006583808,0.14859580363699942
LE:CCRF-CEM,50,10,1.2727973045045662,1.4138950922228841,0.14109778771831794
LE:CCRF-CEM,100,1,1.3686332041745606,1.399243205491686,0.030610001317125324
LE:CCRF-CEM,100,2,1.3670965958284493,1.4044401192238827,0.03734352339543334
LE:CCRF-CEM,100,3,1.381576455348519,1.3968610772369139,0.015284621888394856
LE:CCRF-CEM,100,4,1.39938052659805,1.4130865987900885,0.013706072192038565
LE:CCRF-CEM,100,5,1.342461165046375,1.3884813059779937,0.04602014093161877
LE:CCRF-CEM,100,6,1.2779000269937437,1.3369251725304094,0.05902514553666571
LE:CCRF-CEM,100,7,1.3621618563314641,1.4141450992700935,0.051983242938629326
LE:CCRF-CEM,100,8,1.3628995527006003,1.4030051674266264,0.04010561472602614
