cell_line,panel_size,trial,topology_distortion,proteomics_distortion,delta_distortion
CNS:SNB-19,200,4,1.2913295900441573,1.32782703839097,0.03649744834681279
CNS:SNB-19,200,5,1.3998203426243951,1.4054973317028716,0.005676989078476469
CNS:SNB-19,200,6,1.3876950569910433,1.3809639418591042,-0.006731115131939136
CNS:SNB-19,200,7,1.3595398890350783,1.3476261985033968,-0.011913690531681453
CNS:SNB-19,200,8,,1.3890142253511895,
CNS:SNB-19,200,9,1.4064217731397108,1.3915421157171253,-0.014879657422585568
CNS:SNB-19,200,10,1.3971035793313267,1.4050382298908095,0.007934650559482836
CNS:SNB-19,500,1,1.273353853563578,1.2736892321689324,0.000335378605354375
CNS:SNB-19,500,2,1.3936773338663762,1.405920309856306,0.01224297598992985
CNS:SNB-19,500,3,1.4076791119448802,1.4111036018906555,0.0034244899457753775
CNS:SNB-19,500,4,1.411583835261868,1.4126593351018875,0.0010754998400195337
CNS:SNB-19,500,5,1.409410643109961,1.4094462590866608,3.5615976699876484e-05
CNS:SNB-19,500,6,1.40129830914206,1.4099875287549,0.00868921961283986
CNS:SNB-19,500,7,1.3862322611482567,1.4138882290631622,0.027655967914905544
CNS:SNB-19,500,8,1.407107382562883,1.4123079725578123,0.005200589994929228
CNS:SNB-19,500,9,1.3926808486695252,1.3913802666105237,-0.0013005820590015205
CNS:SNB-19,500,10,1.4123861498496868,1.411107087866954,-0.0012790619827327543
CNS:SNB-75,50,1,1.2702707536777034,1.266047301358419,-0.004223452319284338
CNS:SNB-75,50,2,1.2724008626291836,1.2838292851882465,0.011428422559062845
CNS:SNB-75,50,3,1.2506832207109946,1.2291776342402976,-0.021505586470697002
CNS:SNB-75,50,4,1.22398404879252,1.2504672691349872,0.026483220342467195
CNS:SNB-75,50,5,1.270553147829925,1.2947427613899494,0.02418961356002436
CNS:SNB-75,50,6,1.2278220466381247,1.2617117031040486,0.0338896564659239
CNS:SNB-75,50,7,1.3165233326378578,1.28937998409655,-0.027143348541307732
CNS:SNB-75,50,8,1.3115790778818863,1.3359026645726362,0.024323586690749854
CNS:SNB-75,50,9,1.307429301565528,1.2949790265357042,-0.012450275029823876
CNS:SNB-75,50,10,1.2316245704468713,1.236225462830499,0.004600892383627597
CNS:SNB-75,100,1,1.3922043086312277,1.3854389508504077,-0.006765357780819992
CNS:SNB-75,100,2,1.3897636349634255,1.3972679853861951,0.007504350422769646
CNS:SNB-75,100,3,1.357613798272703,1.3316466816107253,-0.025967116661977707
CNS:SNB-75,100,4,1.332287272791845,1.3990950804114137,0.06680780761956884
CNS:SNB-75,100,5,1.398918682641734,1.3936568040810775,-0.005261878560656408
CNS:SNB-75,100,6,1.384429947324775,1.3427134526832631,-0.041716494641511837
CNS:SNB-75,100,7,1.324830599576664,1.3181678039979403,-0.006662795578723735
CNS:SNB-75,100,8,1.3955014628746454,1.3982377875445184,0.002736324669873058
CNS:SNB-75,100,9,1.3460303906567452,1.3583429647211591,0.012312574064413884
CNS:SNB-75,100,10,1.3901981768523521,1.3265138868760207,-0.06368428997633147
CNS:SNB-75,200,1,1.3958694320080254,1.4057135621566215,0.009844130148596086
CNS:SNB-75,200,2,1.3859277856919938,1.3970398928913226,0.011112107199328758
CNS:SNB-75,200,3,1.3805429138519514,1.3964788011565825,0.015935887304631136
CNS:SNB-75,200,4,,1.4063981832843169,
CNS:SNB-75,200,5,,1.4112529877130857,
