cell_line,panel_size,trial,panel_type,distortion,geometry_aware_distortion,random_mean_distortion,advantage,n_valid_random_trials,nontrivial_full_rank
LC:NCI-H522,500,-1,summary,,0.8389526987232371,1.4080639621562838,0.5691112634330467,10.0,15.0
OV:IGROV1,50,-1,summary,,1.1092988398536134,1.2712008777961636,0.1619020379425502,10.0,22.0
OV:IGROV1,100,-1,summary,,0.9861929698925448,1.3669062404550112,0.3807132705624664,10.0,22.0
OV:IGROV1,200,-1,summary,,0.9631745200550664,1.3871582349329195,0.423983714877853,10.0,22.0
OV:IGROV1,500,-1,summary,,0.8385700212585442,1.3970638117283127,0.5584937904697685,10.0,22.0
OV:OVCAR-3,50,-1,summary,,1.4084058663323213,1.1548096103841865,-0.25359625594813484,10.0,5.0
OV:OVCAR-3,100,-1,summary,,1.4092003223693443,1.2757797062903982,-0.13342061607894617,10.0,5.0
OV:OVCAR-3,200,-1,summary,,1.4127289727464283,1.3424093298307875,-0.07031964291564075,10.0,5.0
OV:OVCAR-3,500,-1,summary,,1.4140212374358934,1.4117044787754816,-0.0023167586604118107,10.0,5.0
OV:OVCAR-4,50,-1,summary,,1.1092295388070592,1.2613567553107656,0.15212721650370642,10.0,22.0
OV:OVCAR-4,100,-1,summary,,0.9864317692187622,1.3527872690701765,0.36635549985141436,10.0,22.0
OV:OVCAR-4,200,-1,summary,,0.9629116781233537,1.3862059908907094,0.42329431276735574,10.0,22.0
OV:OVCAR-4,500,-1,summary,,0.9342621423760331,1.4000174897570603,0.4657553473810272,10.0,22.0
OV:OVCAR-5,50,-1,summary,,1.1093604521106273,1.2942203192284993,0.18485986711787206,10.0,22.0
OV:OVCAR-5,100,-1,summary,,0.9894297987351962,1.345857725330446,0.3564279265952498,10.0,22.0
OV:OVCAR-5,200,-1,summary,,0.9635796139473469,1.394749418483576,0.4311698045362291,10.0,22.0
OV:OVCAR-5,500,-1,summary,,0.8377702271597799,1.3971348504928367,0.5593646233330568,10.0,22.0
OV:OVCAR-8,50,-1,summary,,1.1097447124647009,1.2682898069322763,0.15854509446757548,10.0,22.0
OV:OVCAR-8,100,-1,summary,,0.9880296568799363,1.3720433707412123,0.38401371386127603,10.0,22.0
OV:OVCAR-8,200,-1,summary,,0.9628225083479275,1.3831468479303652,0.42032433958243776,10.0,22.0
OV:OVCAR-8,500,-1,summary,,0.8335243032138775,1.3993969354521523,0.5658726322382748,10.0,22.0
OV:SK-OV-3,50,-1,summary,,1.1085411368058107,1.2970034120638962,0.18846227525808557,10.0,22.0
OV:SK-OV-3,100,-1,summary,,0.9853764756320265,1.3642085773936938,0.3788321017616674,10.0,22.0
OV:SK-OV-3,200,-1,summary,,0.9630379582564003,1.3965762912072006,0.43353833295080035,10.0,22.0
OV:SK-OV-3,500,-1,summary,,0.8371219651886805,1.4002931366646343,0.5631711714759537,10.0,22.0
OV:NCI/ADR-RES,50,-1,summary,,1.0731011035178912,1.3393056404944292,0.266204536976538,10.0,8.0
OV:NCI/ADR-RES,100,-1,summary,,1.0591027180953594,1.3625078590087678,0.3034051409134084,10.0,8.0
OV:NCI/ADR-RES,200,-1,summary,,1.0265001718294113,1.3858297392631562,0.3593295674337449,10.0,8.0
OV:NCI/ADR-RES,500,-1,summary,,1.0733261091089932,1.4045139234110162,0.33118781430202304,10.0,8.0
PR:PC-3,50,-1,summary,,1.1090537072777569,1.2920903068027174,0.18303659952496054,10.0,22.0
PR:PC-3,100,-1,summary,,0.991843958778272,1.364282629602751,0.372438670824479,10.0,22.0
PR:PC-3,200,-1,summary,,0.9637586894672742,1.3863261414594352,0.42256745199216106,10.0,22.0
PR:PC-3,500,-1,summary,,0.8343768855951017,1.397523508734388,0.5631466231392863,10.0,22.0
PR:DU-145,50,-1,summary,,1.111052547312662,1.2427660924891208,0.13171354517645883,10.0,22.0
PR:DU-145,100,-1,summary,,0.9876655884698239,1.3615252275902212,0.3738596391203973,10.0,22.0
PR:DU-145,200,-1,summary,,0.9623943748612508,1.3928781934392118,0.43048381857796103,10.0,22.0
PR:DU-145,500,-1,summary,,0.9367908087579048,1.4081755015610677,0.471384692803163,10.0,22.0
RE:786-0,50,-1,summary,,1.4130672703435978,1.1647956670273694,-0.24827160331622844,10.0,5.0
RE:786-0,100,-1,summary,,1.411157884794815,1.3174804279440293,-0.09367745685078566,10.0,5.0
RE:786-0,200,-1,summary,,1.4127261193387932,1.3913133562599023,-0.02141276307889095,10.0,5.0
RE:786-0,500,-1,summary,,1.4141443949312091,1.4087086044942405,-0.005435790436968624,10.0,5.0
RE:A498,50,-1,summary,,1.1084094430752556,1.2629164711480851,0.15450702807282957,10.0,22.0
RE:A498,100,-1,summary,,0.9870492370303325,1.3551018232786207,0.3680525862482882,10.0,22.0
RE:A498,200,-1,summary,,0.9639427953996748,1.393745349362559,0.42980255396288414,10.0,22.0
RE:A498,500,-1,summary,,0.9378247188411916,1.4007820288829027,0.46295731004171115,10.0,22.0
RE:ACHN,50,-1,summary,,1.0661987531305257,1.3511579586924942,0.2849592055619685,10.0,7.0
RE:ACHN,100,-1,summary,,1.1068784314770361,1.3959574002829243,0.2890789688058881,10.0,7.0
RE:ACHN,200,-1,summary,,1.0284801060783642,1.3993875078448095,0.3709074017664453,10.0,7.0
RE:ACHN,500,-1,summary,,1.0174347913472999,1.4111663661463383,0.3937315747990384,10.0,7.0
RE:CAKI-1,50,-1,summary,,1.1092041841155542,1.2794926434978153,0.17028845938226111,10.0,15.0
RE:CAKI-1,100,-1,summary,,1.0046034138075457,1.3830694517505697,0.378466037943024,10.0,15.0
RE:CAKI-1,200,-1,summary,,0.9628201999482794,1.3919698394886986,0.4291496395404192,10.0,15.0
RE:CAKI-1,500,-1,summary,,0.8372590108280803,1.3966563002515606,0.5593972894234803,10.0,15.0
RE:RXF 393,50,-1,summary,,1.0462820840310796,1.27224402552692,0.22596194149584048,10.0,4.0
RE:RXF 393,100,-1,summary,,1.2056125777136628,1.3329860055262905,0.12737342781262773,10.0,4.0
RE:RXF 393,200,-1,summary,,1.2252700913171084,1.3875991726718957,0.1623290813547873,10.0,4.0
RE:RXF 393,500,-1,summary,,1.1872467991339928,1.4084230800201891,0.22117628088619634,10.0,4.0
RE:SN12C,50,-1,summary,,1.1083483322861354,1.2734513403129228,0.16510300802678746,10.0,22.0
RE:SN12C,100,-1,summary,,0.9852991318365513,1.3614725937704908,0.3761734619339395,10.0,22.0
RE:SN12C,200,-1,summary,,0.9627649252148549,1.3865127132676704,0.42374778805281554,10.0,22.0
RE:SN12C,500,-1,summary,,0.9375797524570386,1.3935381662393076,0.455958413782269,10.0,22.0
RE:TK-10,50,-1,summary,,1.1091623722556536,1.2970378924927837,0.18787552023713006,10.0,22.0
RE:TK-10,100,-1,summary,,0.9880131376299812,1.364606564783132,0.3765934271531508,10.0,22.0
RE:TK-10,200,-1,summary,,0.9623620551905439,1.3922350728234771,0.4298730176329333,10.0,22.0
RE:TK-10,500,-1,summary,,0.8374208742994342,1.405575408133279,0.5681545338338447,10.0,22.0
RE:UO-31,50,-1,summary,,1.1097038870919131,1.265022903508704,0.1553190164167908,10.0,22.0
RE:UO-31,100,-1,summary,,0.9901719053034029,1.3471684114317035,0.3569965061283006,10.0,22.0
RE:UO-31,200,-1,summary,,0.9635983486072877,1.3846016389226206,0.4210032903153329,10.0,22.0
RE:UO-31,500,-1,summary,,0.8381531215156501,1.4101964601607286,0.5720433386450785,10.0,22.0
