cell_line,panel_size,trial,panel_type,distortion,geometry_aware_distortion,random_mean_distortion,advantage,n_valid_random_trials,nontrivial_full_rank
CNS:SF-268,500,0,geometry_aware,0.8332402949463097,,,,,
CNS:SF-268,500,-1,summary,,0.8332402949463097,1.4088295957588581,0.5755893008125484,10.0,22.0
CNS:SF-295,50,1,random,1.2054632606179492,,,,,
CNS:SF-295,50,2,random,1.0684029120423255,,,,,
CNS:SF-295,50,3,random,1.2495884010368543,,,,,
CNS:SF-295,50,4,random,1.263505906286073,,,,,
CNS:SF-295,50,5,random,1.183641854431592,,,,,
CNS:SF-295,50,6,random,1.1745688683941033,,,,,
CNS:SF-295,50,7,random,1.0813483613029353,,,,,
CNS:SF-295,50,8,random,1.1240878773652816,,,,,
CNS:SF-295,50,9,random,1.3154329015106665,,,,,
CNS:SF-295,50,10,random,0.9528163399168263,,,,,
CNS:SF-295,50,0,geometry_aware,1.409236308603476,,,,,
CNS:SF-295,50,-1,summary,,1.409236308603476,1.1618856682904606,-0.24735064031301546,10.0,5.0
CNS:SF-295,100,1,random,1.3172500686065227,,,,,
CNS:SF-295,100,2,random,1.2741214573729838,,,,,
CNS:SF-295,100,3,random,1.2692627279247586,,,,,
CNS:SF-295,100,4,random,1.3508018957345,,,,,
CNS:SF-295,100,5,random,1.4062140231196212,,,,,
CNS:SF-295,100,6,random,1.291245544112068,,,,,
CNS:SF-295,100,7,random,1.3718497360588517,,,,,
CNS:SF-295,100,8,random,1.3552628853432491,,,,,
CNS:SF-295,100,9,random,1.3555587252521408,,,,,
CNS:SF-295,100,10,random,1.2292199209062886,,,,,
CNS:SF-295,100,0,geometry_aware,1.4102152971547246,,,,,
CNS:SF-295,100,-1,summary,,1.4102152971547246,1.3220786984430988,-0.08813659871162582,10.0,5.0
CNS:SF-295,200,1,random,1.2677310009475764,,,,,
CNS:SF-295,200,2,random,1.3607394581303955,,,,,
CNS:SF-295,200,3,random,1.2604979116733894,,,,,
CNS:SF-295,200,4,random,1.3983718879190472,,,,,
CNS:SF-295,200,5,random,1.3844000766183109,,,,,
CNS:SF-295,200,6,random,1.3863413960957254,,,,,
CNS:SF-295,200,7,random,1.3892200423597176,,,,,
CNS:SF-295,200,8,random,1.3714538707118884,,,,,
CNS:SF-295,200,9,random,1.360578072278431,,,,,
CNS:SF-295,200,10,random,1.3737282355747913,,,,,
CNS:SF-295,200,0,geometry_aware,1.4122562785797688,,,,,
CNS:SF-295,200,-1,summary,,1.4122562785797688,1.3553061952309273,-0.05695008334884144,10.0,5.0
CNS:SF-295,500,1,random,1.3293385647770906,,,,,
CNS:SF-295,500,2,random,1.4142135592475673,,,,,
CNS:SF-295,500,3,random,1.3818279668036824,,,,,
CNS:SF-295,500,4,random,1.4131555129903781,,,,,
CNS:SF-295,500,5,random,1.4139997184584052,,,,,
CNS:SF-295,500,6,random,1.4137175229493337,,,,,
CNS:SF-295,500,7,random,1.4138964047267395,,,,,
CNS:SF-295,500,8,random,1.4138435043053916,,,,,
CNS:SF-295,500,9,random,1.4118669887414232,,,,,
CNS:SF-295,500,10,random,1.4085493045451807,,,,,
CNS:SF-295,500,0,geometry_aware,1.4141563762980935,,,,,
CNS:SF-295,500,-1,summary,,1.4141563762980935,1.4014409047545193,-0.01271547154357422,10.0,5.0
CNS:SNB-19,50,1,random,1.3393324610160893,,,,,
CNS:SNB-19,50,2,random,1.2829667471489894,,,,,
CNS:SNB-19,50,3,random,1.3123187632809525,,,,,
CNS:SNB-19,50,4,random,1.2588113780824228,,,,,
CNS:SNB-19,50,5,random,1.3695333734050879,,,,,
CNS:SNB-19,50,6,random,1.0843325555269454,,,,,
CNS:SNB-19,50,7,random,1.387970481828548,,,,,
CNS:SNB-19,50,8,random,1.2206931015714395,,,,,
CNS:SNB-19,50,9,random,1.2849191802026136,,,,,
CNS:SNB-19,50,10,random,1.2761773052505776,,,,,
CNS:SNB-19,50,0,geometry_aware,1.1087873570531164,,,,,
CNS:SNB-19,50,-1,summary,,1.1087873570531164,1.2817055347313666,0.17291817767825024,10.0,22.0
CNS:SNB-19,100,1,random,1.3704690101204469,,,,,
CNS:SNB-19,100,2,random,1.2618757329567247,,,,,
CNS:SNB-19,100,3,random,1.3709530562550056,,,,,
CNS:SNB-19,100,4,random,1.407221451747652,,,,,
CNS:SNB-19,100,5,random,1.211530608109489,,,,,
CNS:SNB-19,100,6,random,1.405271460490768,,,,,
CNS:SNB-19,100,7,random,1.3678032187570115,,,,,
CNS:SNB-19,100,8,random,1.4126207852360195,,,,,
CNS:SNB-19,100,9,random,1.358146829634424,,,,,
CNS:SNB-19,100,10,random,1.3812578753113796,,,,,
CNS:SNB-19,100,0,geometry_aware,0.9873086693844273,,,,,
CNS:SNB-19,100,-1,summary,,0.9873086693844273,1.3547150028618922,0.3674063334774649,10.0,22.0
CNS:SNB-19,200,1,random,1.4020174819794968,,,,,
CNS:SNB-19,200,2,random,1.4010263730513564,,,,,
CNS:SNB-19,200,3,random,1.40563238808402,,,,,
CNS:SNB-19,200,4,random,1.4063747512561289,,,,,
CNS:SNB-19,200,5,random,1.3423578805310772,,,,,
CNS:SNB-19,200,6,random,1.3967335027046706,,,,,
CNS:SNB-19,200,7,random,1.3966935546637713,,,,,
CNS:SNB-19,200,8,random,1.368384279971129,,,,,
CNS:SNB-19,200,9,random,1.4064699121982651,,,,,
CNS:SNB-19,200,10,random,1.3959312366656225,,,,,
CNS:SNB-19,200,0,geometry_aware,0.9633029271890425,,,,,
